,username,bot_type,node_entanglement,eigenvector_centrality,betweenness_centrality,closeness_centrality,clique_number,page_rank,random_walk
53,CardioFixer,spammer,-0.002343949305608106,8.898342384779596e-05,0.0003719546215361726,0.037748706498369915,2,0.0006216816177784145,0.0006216816177784145
54,life_scifi,spammer,3.552713678800501e-15,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
55,johnhawkinsrwn,spammer,-0.002343949305608106,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
56,silo_hr,spammer,-8.211066992558358e-06,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
57,HerbsandDirt,private_account,-8.211066992558358e-06,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
58,literaryeric,private_account,-0.002343949305608106,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
59,brianstelter,spammer,-0.002343949305608106,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
60,chrislhayes,private_account,-0.002343949305608106,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
61,DoctorsOfBC,spammer,-8.211066992558358e-06,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
62,drawolak,private_account,-8.211066992558358e-06,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
63,MeetThePress,private_account,-8.211066992558358e-06,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
64,RWMaloneMD,,-8.211066992558358e-06,8.898843219893915e-05,0.0021484543064850567,0.038424399335452906,2,0.0005900231356241241,0.0005900231356241241
65,tr6_guy,self_declared,-8.211066992558358e-06,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
66,cbaccus,spammer,-8.211066992558358e-06,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
67,HP_DarthMaul,private_account,-8.211066992558358e-06,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
68,NewsGuyGreg,private_account,-0.0023439493056045535,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
69,RRapier,spammer,-0.0023439493056045535,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
70,Popehat,spammer,-8.211066994334715e-06,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
71,MSNBC,spammer,-8.211066994334715e-06,8.897398309134836e-05,0.0001246017140137759,0.03766040543053747,2,0.0006540238267292709,0.0006540238267292709
72,mrdkoser,spammer,-8.211066994334715e-06,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
73,JamesManni2,spammer,-8.211066994334715e-06,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
74,BaringMyClaws,,-8.211066994334715e-06,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
75,trukurt1965,spammer,-8.211066994334715e-06,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
76,ronnoconiv,private_account,-8.211066994334715e-06,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
77,akoonce53,self_declared,1.7763568394002505e-15,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
78,Karen22912,private_account,-8.211066990782001e-06,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
79,RanRan33764306,self_declared,-8.211066990782001e-06,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
80,TheM0dalice,private_account,-8.211066990782001e-06,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
81,MartinR93984007,other,-0.002343949305608106,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
82,nytimes,private_account,-8.211066994334715e-06,8.897398309134836e-05,0.0001246017140137759,0.03766040543053747,2,0.0006540238267292709,0.0006540238267292709
83,GovRonDeSantis,spammer,-0.00234394930560633,9.09631819550446e-05,0.0009850937489108917,0.03797128141876125,2,0.0014938660760279092,0.0014938660760279092
84,PoughYolonda,private_account,-8.211066992558358e-06,8.83332520034553e-05,0.0,0.03761640962980086,2,0.0003370073759744241,0.0003370073759744241
85,Reuters,spammer,0.0007115772706569601,8.491868406795239e-07,0.0,0.027149786376989494,2,0.00034606631878025807,0.00034606631878025807
86,Daniel2510G,spammer,-8.211066994334715e-06,1.0006323332057035e-05,0.0039490107580009565,0.0327232181332414,2,0.010003727573885922,0.010003727573885922
87,behemoth_mark,self_declared,-8.211066994334715e-06,8.491868406795239e-07,0.0,0.027149786376989494,2,0.00034606631878025807,0.00034606631878025807
88,BBCWorld,spammer,-8.211066994334715e-06,8.491868406795239e-07,0.0,0.027149786376989494,2,0.00034606631878025807,0.00034606631878025807
89,Teresa12369786,spammer,-8.211066994334715e-06,8.491868406795239e-07,0.0,0.027149786376989494,2,0.00034606631878025807,0.00034606631878025807
90,wirtualnapolska,private_account,-8.211066994334715e-06,8.491868406795239e-07,0.0,0.027149786376989494,2,0.00034606631878025807,0.00034606631878025807
91,bfialek,spammer,-0.002343949305608106,8.491868406795239e-07,0.0,0.027149786376989494,2,0.00034606631878025807,0.00034606631878025807
92,EricTopol,self_declared,-0.002343949305608106,8.491868406795239e-07,0.0,0.027149786376989494,2,0.00034606631878025807,0.00034606631878025807
93,CellCellPress,spammer,-8.211066992558358e-06,8.491868406795239e-07,0.0,0.027149786376989494,2,0.00034606631878025807,0.00034606631878025807
94,WHO_Europe,private_account,-8.211066992558358e-06,8.491868406795239e-07,0.0,0.027149786376989494,2,0.00034606631878025807,0.00034606631878025807
95,pahowho,self_declared,-8.211066992558358e-06,8.491868406795239e-07,0.0,0.027149786376989494,2,0.00034606631878025807,0.00034606631878025807
96,WHOSEARO,private_account,-8.211066992558358e-06,8.491868406795239e-07,0.0,0.027149786376989494,2,0.00034606631878025807,0.00034606631878025807
97,HurricaneA10,self_declared,-8.211066992558358e-06,8.491868406795239e-07,0.0,0.027149786376989494,2,0.00034606631878025807,0.00034606631878025807
98,WHOWPRO,other,-8.211066992558358e-06,8.491868406795239e-07,0.0,0.027149786376989494,2,0.00034606631878025807,0.00034606631878025807
99,WHOEMRO,self_declared,-8.211066992558358e-06,8.491868406795239e-07,0.0,0.027149786376989494,2,0.00034606631878025807,0.00034606631878025807
100,superbirdman1,spammer,-8.211066992558358e-06,8.491868406795239e-07,0.0,0.027149786376989494,2,0.00034606631878025807,0.00034606631878025807
101,opsoms,self_declared,-0.0023439493056045535,8.491868406795239e-07,0.0,0.027149786376989494,2,0.00034606631878025807,0.00034606631878025807
102,highstockss,private_account,-0.0023439493056045535,8.491868406795239e-07,0.0,0.027149786376989494,2,0.00034606631878025807,0.00034606631878025807
103,GarryHaney4,spammer,-8.211066990782001e-06,8.491868406795239e-07,0.0,0.027149786376989494,2,0.00034606631878025807,0.00034606631878025807
104,GBroadcasts,spammer,0.07083562325643022,8.491868406795239e-07,0.0,0.027149786376989494,2,0.00034606631878025807,0.00034606631878025807
105,Caleb55159410,private_account,1.7763568394002505e-15,8.491868406795239e-07,0.0,0.027149786376989494,2,0.00034606631878025807,0.00034606631878025807
106,nypost,spammer,1.7763568394002505e-15,1.3697196241903616e-43,0.0,0.00039261876717707107,2,0.0006322911068255742,0.0006322911068255742
107,GovTimWalz,private_account,1.7763568394002505e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
108,CobyJayJr42,,1.7763568394002505e-15,1.0273227918669628e-07,0.0019285507864557937,0.02656736521708708,2,0.0011998890069447802,0.0011998890069447802
109,RollingStone,self_declared,-0.002343949305608106,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
110,margbrennan,other,-0.002343949305608106,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
111,FaceTheNation,spammer,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
112,UtdBarney,spammer,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
113,Hezbo3,self_declared,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
114,united,spammer,-0.0023439493056045535,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
115,gravelmath,spammer,0.0,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
116,PressSec,spammer,0.0,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
117,doublekx3,other,-0.002343949305608106,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
118,LoveEternal444,spammer,-0.002343949305608106,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
119,Jereme45,private_account,-0.002343949305608106,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
120,thehill,spammer,0.0,1.1950502723331548e-36,0.0,0.0007067137809187279,2,0.000439074626170545,0.000439074626170545
121,tone_we,spammer,0.0,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
122,bev768,,-0.002343949305608106,1.949461247851516e-11,0.0009520927999022926,0.01865300449705054,2,0.01469035230488009,0.01469035230488009
123,Crippsy1969,self_declared,-0.002343949305608106,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
124,PostOpinions,self_declared,-0.002343949305608106,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
125,News12NJ,self_declared,-0.002343949305608106,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
126,krccanuck,spammer,1.7763568394002505e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
127,CanonTakeMeAway,self_declared,-0.00234394930560633,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
128,BreesAnna,self_declared,-0.00234394930560633,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
129,AstorAaron,spammer,-0.00234394930560633,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
130,MyMomSaysImFun1,spammer,0.0,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
131,EpochTimes,spammer,-0.002343949305608106,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
132,Parislll,spammer,-0.002343949305608106,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
133,trapperjohn151,private_account,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
134,DebbieLemieux10,spammer,-0.00234394930560633,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
135,catturd2,,3.552713678800501e-15,1.1813800000150097e-06,0.0001246017140137759,0.03090177221027787,2,0.0006573053860207897,0.0006573053860207897
136,Breaking911,spammer,-0.002343949305608106,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
137,mercola,self_declared,-0.002343949305608106,1.3697196241903616e-43,0.0,0.00039261876717707107,2,0.0006322911068255742,0.0006322911068255742
138,sanaayesha__,private_account,-0.002343949305608106,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
139,basset_james,spammer,-0.002343949305608106,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
140,Hollywood1114,spammer,-0.002343949305608106,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
141,SpringSteps,other,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
142,khoops77,spammer,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
143,TheTxPundit,spammer,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
144,Mortheous,spammer,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
145,BuffyWicks,spammer,-0.00234394930560633,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
146,imatrumpgirl,private_account,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
147,susanne37466865,spammer,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
148,AlexPKetinLives,spammer,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
149,nan5678,spammer,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
150,Wolf14064576,spammer,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
151,LynnWal12343534,self_declared,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
152,Dljwinter1,spammer,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
153,DCGreenZone1,private_account,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
154,TheKanehB,other,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
155,HaloTink,private_account,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
156,_dickjamer,spammer,-0.00234394930560633,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
157,TrumpTacos4,spammer,-0.00234394930560633,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
158,VICENews,,-0.00234394930560633,1.172831596630095e-06,0.0,0.03087214443251154,2,0.00033912184977581054,0.00033912184977581054
159,_Mr_Red_Beard,spammer,-0.00234394930560633,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
160,DrWoodcockFDA,spammer,-0.00234394930560633,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
161,DrTessaT,self_declared,-0.00234394930560633,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
162,JoeDun87079636,private_account,1.7763568394002505e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
163,Cjk857,spammer,-0.002343949305608106,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
164,EmM92421128,spammer,1.7763568394002505e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
165,TimFullerton,other,0.0,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
166,benwakana46,spammer,-0.002343949305608106,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
167,Nesto2019,self_declared,-1.4215916198878631e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
168,JimWoodAD2,spammer,0.08261424168916953,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
169,ClaireFosterPHD,spammer,-1.4215916198878631e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
170,pierce_zimmer,spammer,-0.00234394930560633,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
171,Tjeerd001,self_declared,-1.4215916198878631e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
172,critica18495985,spammer,-1.4215916198878631e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
173,Idonotconsent6,self_declared,-1.4215916198878631e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
174,VAware1986,spammer,-0.0023439493056045535,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
175,WebMD,spammer,-0.0023439493056045535,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
176,cvspharmacy,self_declared,-0.0023439493056045535,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
177,thatswhatsup333,spammer,-1.4215916198878631e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
178,torobitz,other,-0.00234394930560633,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
179,ConservJean,spammer,-0.00234394930560633,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
180,shakeshack,spammer,-1.4215916198878631e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
181,Glen50192061,spammer,-0.00234394930560633,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
182,Carol_Price,other,-1.4215916197102274e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
183,drsimonegold,,-0.0023439493056045535,3.2106092701791154e-27,0.0,0.0020664145640898477,2,0.000371448857941285,0.000371448857941285
184,NYCMayor,other,-0.0023439493056045535,7.025877006722878e-11,0.0,0.017958531312386804,2,0.0003547863953626112,0.0003547863953626112
185,WNYOpenSchools,spammer,-1.4215916195325917e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
186,CD6Nury,private_account,-1.4215916195325917e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
187,FinancialTimes,self_declared,-1.4215916195325917e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
188,beadacratiain,spammer,-1.4215916195325917e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
189,PamLongCO,other,-1.4215916195325917e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
190,dragonSlayertwo,spammer,-0.00234394930560633,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
191,SRichards0228,spammer,-0.00234394930560633,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
192,sexygirl798,other,-1.4215916198878631e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
193,Parker5Max,spammer,-1.4215916198878631e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
194,MarJeanSolo,spammer,-1.4215916198878631e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
195,NBCOlympics,other,-1.4215916198878631e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
196,Bishop96991058,spammer,-1.4215916198878631e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
197,DPJHodges,spammer,-0.00234394930560633,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
198,ScoJo760,other,-1.4215916197102274e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
199,HellOnHeels2020,other,-1.4215916197102274e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05
