,username,before_percolation,after_percolation,degree,change
1753,OANN,0.0,0.0,0,no change
1754,R12Stl,0.0,0.0,0,no change
1809,AssoCovid,0.0,0.0,0,no change
1762,Ben_Adler89,0.0,0.0,0,no change
1761,SherryTrout,0.0,0.0,0,no change
1760,Donna34514866,0.0,0.0,0,no change
1805,rm03123,0.0,0.0,0,no change
1806,Revahb1,0.0,0.0,0,no change
1808,LaurenceFerrari,0.0,0.0,0,no change
1759,DrLiver,0.0,0.0,0,no change
1812,SpecAlt,0.0,0.0,0,no change
1758,Beachbard,0.0,0.0,0,no change
1757,eva95316153,0.0,0.0,0,no change
1810,lerougegorge,0.0,0.0,0,no change
1756,VonWildebrand,0.0,0.0,0,no change
1811,SharylAttkisson,0.0,0.0,0,no change
1755,njphlaz,0.0,0.0,0,no change
1780,Patterico,0.0,0.0,0,no change
0,ABC,0.0,0.0,0,no change
1698,indianamachine,0.0,0.0,0,no change
1517,iskywalkr,0.0,0.0,0,no change
1511,DonaldJTrump,0.0,0.0,0,no change
1512,ChrisCuomo,0.0,0.0,0,no change
1513,donlemon,0.0,0.0,0,no change
1514,davidfrum,0.0020343388753338264,0.0032755300595603337,0,increase
1515,ScottGottliebMD,0.0,0.0,0,no change
1516,womanheart,0.0,0.0,0,no change
1518,stevemorris__,0.0,0.0,0,no change
1492,masmalinois,0.0,0.0,0,no change
1519,TimAlberta,0.0,0.0,0,no change
1520,abqguy2,0.0,0.0,0,no change
1521,AntediLubavitch,0.0,0.0,0,no change
1522,MarkTreyger718,0.0,0.0,0,no change
1523,maxima_soy,0.0,0.0,0,no change
1524,lisalips4ever40,0.0,0.0,0,no change
1510,GUTZsse,0.0,0.0,0,no change
1509,WHOAFRO,0.0,0.0,0,no change
1508,szczepienie,0.0,0.0,0,no change
1507,davoff994_d,0.0,0.0,0,no change
1506,fredgoodfood,0.0,0.0,0,no change
1505,TexMex5309,0.0,0.0,0,no change
1504,JimmyA_Shook1s,0.0,0.0,0,no change
1503,SamSanderson123,0.0,0.0,0,no change
1502,kylesellers,0.0,0.0,0,no change
1501,whathap22506260,0.0,0.0,0,no change
1500,BCCFP,0.0,0.0,0,no change
1499,ShariBrooks62,0.0,0.0,0,no change
1498,bader_diedrich,0.0,0.0,0,no change
1497,citynewscalgary,0.0,0.0,0,no change
1496,JJDigby85,0.0,0.0,0,no change
1495,Laurie_Garrett,0.0,0.0,0,no change
1494,droykk,0.0,0.0,0,no change
1525,DrLeanaWen,0.0,0.0,0,no change
1526,BobScheurle,0.0,0.0,0,no change
1527,JustinWolfers,0.0,0.0,0,no change
1544,MitchOFarrell,0.0,0.0,0,no change
1558,JamesLauder12,0.0,0.0,0,no change
1557,GavinNewsom,0.0,0.0,0,no change
1556,DaisyMurphyIII,0.0,0.0,0,no change
1555,KikiwahT,0.0,0.0,0,no change
1554,JessaMooreMedia,0.0,0.0,0,no change
1553,AroundTheNFL,0.0,0.0,0,no change
1552,noorchashm,0.0,0.0,0,no change
1551,MikeGiardi,0.0,0.0,0,no change
1550,steerstrong,0.0,0.0,0,no change
1549,Bel_B30,0.0,0.0,0,no change
1548,TheGBInvestor,0.0,0.0,0,no change
1547,HeidiJaster,0.0,0.0,0,no change
1546,dwbakke,0.0,0.0,0,no change
1545,mny_mrk,0.0,0.0,0,no change
1543,ParkinsonDoctor,0.0,0.0,0,no change
1528,WilsonJohnas,0.0,0.0,0,no change
1542,kazoolist,0.0,0.0,0,no change
1541,ScottAdamsSays,0.0,0.0,0,no change
1540,turn2asavage,0.0,0.0,0,no change
1539,SilentSpring05,0.0,0.0,0,no change
1538,stay__there__,0.0,0.0,0,no change
1537,R1sk_Adjusted,0.0,0.0,0,no change
1536,shoe0nhead,0.0,0.0,0,no change
1535,NickLReynolds,0.0,0.0,0,no change
1534,JasonCady,0.0,0.0,0,no change
1533,Littleloulou11,0.0,0.0,0,no change
1532,DPrabhata,0.0,0.0,0,no change
1531,TheFreds,0.0,0.0,0,no change
1530,rechnen,0.0,0.0,0,no change
1529,happyfeetbob,0.0,0.0,0,no change
1493,FangedTwo,0.0,0.0,0,no change
1491,leepen_lee,0.0,0.0,0,no change
1697,OCA_Mens,0.0,0.0,0,no change
1430,AnitaNa91552117,0.0,0.0,0,no change
1423,MarshaBlackburn,0.0,0.0,0,no change
1424,binzhang,0.0,0.0,0,no change
1425,JUurinmaki,0.0,0.0,0,no change
1426,Lin1002W,0.0,0.0,0,no change
1427,Andy45679440,0.0,0.0,0,no change
1429,judytellerman,0.0,0.0,0,no change
1431,Northenstar2017,0.0,0.0,0,no change
1490,s0nicattack,0.0,0.0,0,no change
1432,moroccohyakka,0.0,0.0,0,no change
1435,JonCoogan11,0.0,0.0,0,no change
1436,BPearce311,0.0,0.0,0,no change
1438,zhuzhubee,0.0,0.0,0,no change
1439,MeetJess,0.0,0.0,0,no change
1441,NYCMayorsOffice,0.0,0.0,0,no change
1421,ONThealth,0.0,0.0,0,no change
1420,vonderleyen,0.0,0.0,0,no change
1418,adamshrier,0.0,0.0,0,no change
1417,OpenVAERS,0.0,0.0,0,no change
1416,ONS,0.0,0.0,0,no change
1414,UKParliament,0.0,0.0,0,no change
1412,UHP_NHS,0.0,0.0,0,no change
1411,Bigwaltrules2,0.0,0.0,0,no change
1407,TheHarambeBot,0.0,0.0,0,no change
1406,EvangelistMDyal,0.0,0.0,0,no change
1405,Twitter,0.0,0.0,0,no change
1403,BeAnEarthNut,0.0,0.0,0,no change
1400,ColoredCompany,0.0,0.0,0,no change
1398,_MJSmith_,0.0,0.0,0,no change
1397,Rob_Kimbell,0.0,0.0,0,no change
1395,allmeryand,0.0,0.0,0,no change
1393,CTVToronto,0.0,0.0,0,no change
1442,BellaWho,0.0,0.0,0,no change
1443,OrgGnews,0.0,0.0,0,no change
1445,Tambo7777,0.0,0.0,0,no change
1468,BirdOrFiend,0.0,0.0,0,no change
1489,Justanewsletter,0.0,0.0,0,no change
1488,PeterEmon1,0.0,0.0,0,no change
1486,DenverHealthMed,0.0,0.0,0,no change
1485,doctorvasan,0.0,0.0,0,no change
1484,stevenfupc,0.0,0.0,0,no change
1483,Oarfishjuly,0.0,0.0,0,no change
1479,RalphSpeedy,0.0,0.0,0,no change
1478,DeFreitasJordan,0.0,0.0,0,no change
1476,DrJoshHandt,0.0,0.0,0,no change
1474,valnevaSE,0.0,0.0,0,no change
1473,DF4iOB9x4mGcdfq,0.0,0.0,0,no change
1471,lpacheco,0.0,0.0,0,no change
1470,bine_p3,0.0,0.0,0,no change
1469,TheSyndemic,0.0,0.0,0,no change
1467,yekdeli,0.0,0.0,0,no change
1446,zhou_eason,0.0,0.0,0,no change
1466,janarhertz,0.0,0.0,0,no change
1465,ClauCecilia7,0.0,0.0,0,no change
1464,ickiestvicki,0.0,0.0,0,no change
1463,CuckSec,0.0,0.0,0,no change
1461,MToph91,0.0,0.0,0,no change
1460,ChiefRyanMFDPFD,0.0,0.0,0,no change
1457,Cremon2018,0.0,0.0,0,no change
1456,Tenutissimo,0.0,0.0,0,no change
1454,cadiedorange172,0.0,0.0,0,no change
1453,RandyHulcy,0.0,0.0,0,no change
1451,Duke_Childrens,0.0,0.0,0,no change
1450,mjtlbarrie,0.0,0.0,0,no change
1448,HOUmanitarian,0.0,0.0,0,no change
1447,Fortuna_EU,0.0,0.0,0,no change
1559,gscool89,0.0,0.0,0,no change
1560,jr_farty,0.0,0.0,0,no change
1561,mtgreenee,0.0,0.0,0,no change
1655,phweber1,0.0,0.0,0,no change
1649,cat_bair,0.0,0.0,0,no change
1650,usa_maine_usa,0.0,0.0,0,no change
1651,corahbrooke,0.0,0.0,0,no change
1652,jujuwren_jenny,0.0,0.0,0,no change
1653,Ken22691813,0.0,0.0,0,no change
1654,KnockedSouth,0.0,0.0,0,no change
1656,TimJ3148,0.0,0.0,0,no change
1562,OneYearWorld,0.0,0.0,0,no change
1657,thewalkinfred,0.0,0.0,0,no change
1658,BobSmit21221700,0.0,0.0,0,no change
1659,LornArtcraft,0.0,0.0,0,no change
1660,ArmywifeDi,0.0,0.0,0,no change
1661,Jess12314246855,0.0,0.0,0,no change
1662,MC18476241,0.0,0.0,0,no change
1648,bunnycanhop,0.0,0.0,0,no change
1647,SnowGoddessLor1,0.0,0.0,0,no change
1646,NIZOLIE,0.0,0.0,0,no change
1645,MirabelloChris,0.0,0.0,0,no change
1644,GetInTheGreen,0.0,0.0,0,no change
1643,ejayjones492,0.0,0.0,0,no change
1642,RapSheet,0.0,0.0,0,no change
1641,reeortiz,0.0,0.0,0,no change
1640,MommaCarlu,0.0,0.0,0,no change
1639,pubman51,0.0,0.0,0,no change
1638,runnermargie,0.0,0.0,0,no change
1637,poettreevines,0.0,0.0,0,no change
1636,PFeeneyND,0.0,0.0,0,no change
1635,PieperLee,0.0,0.0,0,no change
1634,doctornick_99,0.0,0.0,0,no change
1633,KJT40941000,0.0,0.0,0,no change
1632,donwinslow,0.0,0.0,0,no change
1663,Georgehn1,0.0,0.0,0,no change
1664,imheavyweight,0.0,0.0,0,no change
1665,FloreFlos,0.0,0.0,0,no change
1682,hateisevil,0.0,0.0,0,no change
1696,gandawahine,0.0,0.0,0,no change
1695,wordmanken,0.0,0.0,0,no change
1694,BlakeElvira,0.0,0.0,0,no change
1693,gotgiveawayinfo,0.0,0.0,0,no change
1692,EvaMeye17708673,0.0,0.0,0,no change
1691,ImanSain,0.0,0.0,0,no change
1690,PatriotJoey,0.0,0.0,0,no change
1689,mattncarole,0.0,0.0,0,no change
1688,FierceCheerMom,0.0,0.0,0,no change
1687,OfConnell,0.0,0.0,0,no change
1686,smyeagley,0.0,0.0,0,no change
1685,Adan_040,0.0,0.0,0,no change
1684,rperkins8503,0.0,0.0,0,no change
1683,BachelorJanice,0.0,0.0,0,no change
1681,DomainFact,0.0,0.0,0,no change
1666,PeterJHameline,0.0,0.0,0,no change
1680,cbjw1961,0.0,0.0,0,no change
1679,monashouse,0.0,0.0,0,no change
1678,bookworm101010,0.0,0.0,0,no change
1677,America24765748,0.0,0.0,0,no change
1676,CalmTrailblazer,0.0,0.0,0,no change
1675,SoxChic7,0.0,0.0,0,no change
1674,H2H32004,0.0,0.0,0,no change
1673,navyjax2,0.0,0.0,0,no change
1672,wil99224839,0.0,0.0,0,no change
1671,jcams11,0.0,0.0,0,no change
1670,TruthSe04504704,0.0,0.0,0,no change
1669,sawyer_jayne,0.0,0.0,0,no change
1668,GerhardtPorras,0.0,0.0,0,no change
1667,DrewSch29552274,0.0,0.0,0,no change
1631,dewaaier112,0.0,0.0,0,no change
1630,Yeahthatsrigh18,0.0,0.0,0,no change
1629,NathalieDecuyp2,0.0,0.0,0,no change
1578,DogmomDem,0.0,0.0,0,no change
1592,valencj95,0.0,0.0,0,no change
1591,YoloJenkins3,0.0,0.0,0,no change
1590,vaccinesSaveUsa,0.0,0.0,0,no change
1589,HRHBethany,0.0,0.0,0,no change
1588,IanBarr72190592,0.0,0.0,0,no change
1587,D321Debbie,0.0,0.0,0,no change
1586,bkFreedomForAll,0.0,0.0,0,no change
1585,Beyotch_Pudding,0.0,0.0,0,no change
1584,jerankin,0.0,0.0,0,no change
1583,Mayella09476043,0.0,0.0,0,no change
1582,nonfucksgiven,0.0,0.0,0,no change
1581,cobraclutch420,0.0,0.0,0,no change
1580,NeilClark66,0.0,0.0,0,no change
1579,HegKong,0.0,0.0,0,no change
1577,AlanCopperman,0.0,0.0,0,no change
1594,deBeaumontFndtn,0.0,0.0,0,no change
1576,MelanieWdwrth,0.0,0.0,0,no change
1575,MountSinaiNYC,0.0,0.0,0,no change
1574,DrHirschfield,0.0,0.0,0,no change
1573,karenellen45,0.0,0.0,0,no change
1572,ArtValley818_,0.0005859981599657777,0.0009448638964653967,0,increase
1571,Cortez17A,0.0,0.0,0,no change
1570,HammSanchez,0.0,0.0,0,no change
1569,KopsMiss,0.0,0.0,0,no change
1568,davidry98296134,0.0,0.0,0,no change
1567,piersmorgan,0.0,0.0,0,no change
1566,NicNacBalmer,0.0,0.0,0,no change
1565,DarlaShine,0.0,0.0,0,no change
1564,unhealthytruth,0.0,0.0,0,no change
1563,RichardSchulma5,0.0,0.0,0,no change
1593,Virtual_Prof,0.0,0.0,0,no change
1595,Alissa_Moen,0.0,0.0,0,no change
1628,AnniseParker,0.0,0.0,0,no change
1613,SomeInternetRa2,0.0,0.0,0,no change
1627,Libby3X,0.0,0.0,0,no change
1626,loma_rae,0.0,0.0,0,no change
1625,mikey0256,0.0,0.0,0,no change
1624,LisaMBrodeur,0.0,0.0,0,no change
1623,evolnemesis,0.0,0.0,0,no change
1622,draditinerurkar,0.0,0.0,0,no change
1621,RaguelnJustice,0.0,0.0,0,no change
1620,INDOE_RO,0.0,0.0,0,no change
1619,AdamMacPhoto,0.0,0.0,0,no change
1618,cscarroll2,0.0,0.0,0,no change
1617,KatiePavlich,0.0,0.0,0,no change
1616,TheJordanRachel,0.0,0.0,0,no change
1615,BlytzStocks,0.0,0.0,0,no change
1614,Blackspice82_,0.0,0.0,0,no change
1612,RealJoelSmalley,0.0,0.0,0,no change
1596,OhioState,0.0,0.0,0,no change
1611,jakeeswoodhouse,0.0,0.0,0,no change
1610,yfeldblum,0.0,0.0,0,no change
1609,loranger_steve,0.0,0.0,0,no change
1608,Hurger33,0.0,0.0,0,no change
1607,TrickyFromNJ,0.0,0.0,0,no change
1606,TomiLahren,0.0,0.0,0,no change
1605,NiftyNewHandle,0.0,0.0,0,no change
1604,4everNeverTrump,0.0,0.0,0,no change
1603,GOPLeader,0.0,0.0,0,no change
1602,JiQed,0.0,0.0,0,no change
1600,moderna_tx,0.0,0.0,0,no change
1599,Muzzlesgirl_OH,0.0,0.0,0,no change
1598,Dan_Hope,0.0,0.0,0,no change
1597,buckeye4nhtown,0.0,0.0,0,no change
1601,Carol23495278,0.0,0.0,0,no change
1898,ToneVays,0.0,0.0,0,no change
1819,KatieM12121,0.0,0.0,0,no change
2364,pitzwang,0.0,0.0,0,no change
2292,99Aldawish,0.0,0.0,0,no change
2294,__J__94,0.0,0.0,0,no change
2295,BrandonJoncas,0.0,0.0,0,no change
2296,chilaberta,0.0,0.0,0,no change
2297,Carlanun,0.0,0.0,0,no change
2298,HansKoning15,0.0,0.0,0,no change
2299,nuchtereb,0.0,0.0,0,no change
2300,Outlander_D,0.0,0.0,0,no change
2302,RoyMcNulty3,0.0,0.0,0,no change
2306,Jose0Bueno2,0.0,0.0,0,no change
2307,Satish6469,0.0,0.0,0,no change
2308,akheriaty,0.0,0.0,0,no change
2310,__DavidSanz__,0.0,0.0,0,no change
2311,ImMeme0,0.0,0.0,0,no change
2313,alexstein99,0.0,0.0,0,no change
2290,IsaMaria47,0.0,0.0,0,no change
2289,RS_Koolar,0.0,0.0,0,no change
2287,JNAlexandratos,0.0,0.0,0,no change
2274,NewSeasonsSpa,0.0,0.0,0,no change
2266,postmilhodl,0.0,0.0,0,no change
2268,Meister_Ancap,0.0,0.0,0,no change
2269,Judochop1975,0.0,0.0,0,no change
2270,RachelP92036630,0.0,0.0,0,no change
2271,Poojan91y,0.0,0.0,0,no change
2272,BrooksLuz3,0.0,0.0,0,no change
2276,iXeno,0.0,0.0,0,no change
2286,joseher46,0.0,0.0,0,no change
2277,CloudPristine,0.0,0.0,0,no change
2278,AThankless,0.0,0.0,0,no change
2279,TheFrankmanMN,0.0,0.0,0,no change
2280,SkepticalMutant,0.0,0.0,0,no change
2283,StopTheWoke_,0.0,0.0,0,no change
2285,ChiKiC3,0.0,0.0,0,no change
2314,_00010101_,0.0,0.0,0,no change
2316,womenpowervote,0.0,0.0,0,no change
2317,odkawodka,0.0,0.0,0,no change
2350,SERRANO3322,0.0,0.0,0,no change
2342,TuinenJaap,0.0,0.0,0,no change
2343,foxmackalister,0.0,0.0,0,no change
2345,RoyDeVita,0.0,0.0,0,no change
2346,Longbowan,0.0,0.0,0,no change
2347,Preet_Prashant,0.0,0.0,0,no change
2348,VdFzeelen,0.0,0.0,0,no change
2351,joseluisbolso,0.0,0.0,0,no change
2340,adrisaa05,0.0,0.0,0,no change
2352,vivkamat,0.0,0.0,0,no change
2353,khullamkhulla,0.0,0.0,0,no change
2355,SheenaN47117175,0.0,0.0,0,no change
2356,daz7095,0.0,0.0,0,no change
2357,Lola78923,0.0,0.0,0,no change
2359,marcelapaz111,0.0,0.0,0,no change
2341,DarwinKing1990,0.0,0.0,0,no change
2339,jalifante,0.0,0.0,0,no change
2318,BCprospector,0.0,0.0,0,no change
2328,NalGeorge1,0.0,0.0,0,no change
2321,alexfaria28,0.0,0.0,0,no change
2322,BizzbuilderKen,0.0,0.0,0,no change
2323,Svetlan34417386,0.0,0.0,0,no change
2324,ArmedSociety9MM,0.0,0.0,0,no change
2326,RobertHeijden,0.0,0.0,0,no change
2327,CelNav,0.0,0.0,0,no change
2329,DavidBr01759728,0.0,0.0,0,no change
2338,dbongino,0.0,0.0,0,no change
2330,JosQuintero3,0.0,0.0,0,no change
2332,BelGris,0.0,0.0,0,no change
2333,micsipa,0.0,0.0,0,no change
2334,WiseTakes,0.0,0.0,0,no change
2336,FribourgNancy,0.0,0.0,0,no change
2337,m_jscott77,0.0,0.0,0,no change
2265,MaryKit93017378,0.0,0.0,0,no change
2263,alanrycroft,0.0,0.0,0,no change
2262,GoneSkiing48,0.0,0.0,0,no change
2194,Bradley_Fiesta,0.0,0.0,0,no change
2184,valdovalde,0.0,0.0,0,no change
2185,fascinatorfun,0.0,0.0,0,no change
2187,kernekamp_peter,0.0,0.0,0,no change
2188,johnhall65aolc1,0.0,0.0,0,no change
2190,abufarhanazmi,0.0,0.0,0,no change
2193,pitufo_lokito,0.0,0.0,0,no change
2195,sperk44,0.0,0.0,0,no change
2182,ChewyYorkie,0.0,0.0,0,no change
2197,OilontheRise,0.0,0.0,0,no change
2198,BaixTantra,0.0,0.0,0,no change
2199,Piero_Urbina,0.0,0.0,0,no change
2200,IndigoOffspring,0.0,0.0,0,no change
2202,Blairmenachi,0.0,0.0,0,no change
2204,tancredipalmeri,0.0,0.0,0,no change
2183,MadAboutPaper,0.0,0.0,0,no change
2181,indio007,0.0,0.0,0,no change
2206,CarlosGSmith,0.0,0.0,0,no change
2170,ToweliefromTFH,0.0,0.0,0,no change
2160,castellanoskin3,0.0,0.0,0,no change
2162,scary_pipo,0.0,0.0,0,no change
2166,saltydumpster,0.0,0.0,0,no change
2167,Dr_Rave,0.0,0.0,0,no change
2168,Rheal45454139,0.0,0.0,0,no change
2169,bamalaker,0.0,0.0,0,no change
2171,W_trashKaween,0.0,0.0,0,no change
2180,JefferyMadewell,0.0,0.0,0,no change
2172,AwakeJennifer,0.0,0.0,0,no change
2173,EmbracingPecul1,0.0,0.0,0,no change
2174,Heather222429,0.0,0.0,0,no change
2175,waslosmitdir,0.0,0.0,0,no change
2176,He00841608Danny,0.0,0.0,0,no change
2177,YahooFinance,0.0,0.0,0,no change
2205,AlexanderKurucz,0.0,0.0,0,no change
2208,Brave_Recovery,0.0,0.0,0,no change
2259,VlekkertN,0.0,0.0,0,no change
2245,GorgeousOne03,0.0,0.0,0,no change
2235,SmileyGang13,0.0,0.0,0,no change
2236,LorenzoDelpani,0.0,0.0,0,no change
2238,Grow_Fruit_Fl,0.0,0.0,0,no change
2240,mycherieamour25,0.0,0.0,0,no change
2243,POTUS45,0.0,0.0,0,no change
2244,FauciFan,0.0,0.0,0,no change
2247,MariaConchita_A,0.0,0.0,0,no change
2233,ursuleacv,0.0,0.0,0,no change
2249,scdhec,0.0,0.0,0,no change
2251,mayritapvl,0.0,0.0,0,no change
2252,BigBruce1972,0.0,0.0,0,no change
2254,MarcelGroes,0.0,0.0,0,no change
2255,Castletonian,0.0,0.0,0,no change
2256,Phiclos1411,0.0,0.0,0,no change
2234,catsscareme2021,0.0,0.0,0,no change
2232,louisaliving,0.0,0.0,0,no change
2209,A1responder,0.0,0.0,0,no change
2218,TOB90284160,0.0,0.0,0,no change
2211,vincentdkelly1,0.0,0.0,0,no change
2212,SuePuddy,0.0,0.0,0,no change
2213,susancanuck,0.0,0.0,0,no change
2215,AriefWi48645487,0.0,0.0,0,no change
2216,Yes_VeGan,0.0,0.0,0,no change
2217,Catharina751,0.0,0.0,0,no change
2219,neltter,0.0,0.0,0,no change
2230,clare_ramagge,0.0,0.0,0,no change
2220,Dexyboo,0.0,0.0,0,no change
2221,Cristobal89MP,0.0,0.0,0,no change
2224,___blackprince,0.0,0.0,0,no change
2226,KarachiVice1,0.0,0.0,0,no change
2228,BRcomBOLS22,0.0,0.0,0,no change
2229,lena_zegers,0.0,0.0,0,no change
2361,dolcebeanss,0.0,0.0,0,no change
2368,EuWaanzin,0.0,0.0,0,no change
2157,PamelaApruebo,0.0,0.0,0,no change
2370,JdeJ555,0.0,0.0,0,no change
2488,Ivan_Vanikke,0.0,0.0,0,no change
2490,UncleMilty6,0.0,0.0,0,no change
2491,Sasademon77,0.0,0.0,0,no change
2492,webb0412,0.0,0.0,0,no change
2493,peta,0.0,0.0,0,no change
2494,KRPJOG,0.0,0.0,0,no change
2495,DutchieF1fan,0.0,0.0,0,no change
2496,NickDTRT,0.0,0.0,0,no change
2497,trWyA0ol8set22x,0.0,0.0,0,no change
2498,Gary14007171,0.0,0.0,0,no change
2499,two_pathsjake,0.0,0.0,0,no change
2500,dibs_1st,0.0,0.0,0,no change
2501,Daniell15782880,0.0,0.0,0,no change
2503,andrressss1,0.0,0.0,0,no change
2505,anna30048679,0.0,0.0,0,no change
2486,neeleida,0.0,0.0,0,no change
2485,Fabb50Team,0.0,0.0,0,no change
2484,KCBergsma,0.0,0.0,0,no change
2474,ErikV002,0.0,0.0,0,no change
2467,Lani15497794,0.0,0.0,0,no change
2468,caldernet,0.0,0.0,0,no change
2470,abuaaish,0.0,0.0,0,no change
2471,WvH758,0.0,0.0,0,no change
2472,gringuitalatina,0.0,0.0,0,no change
2473,stroopje121,0.0,0.0,0,no change
2475,realDrBirx,0.0,0.0,0,no change
2483,AkNouri,0.0,0.0,0,no change
2476,koznpapa,0.0,0.0,0,no change
2477,TTDems,0.0,0.0,0,no change
2479,brainwasheddan1,0.0,0.0,0,no change
2480,ivan64126412,0.0,0.0,0,no change
2481,RogersProfile,0.0,0.0,0,no change
2482,antonis_tsagari,0.0,0.0,0,no change
2506,FrqncaG,0.0,0.0,0,no change
2507,laptop_lessons,0.0,0.0,0,no change
2508,hrikveda1,0.0,0.0,0,no change
2539,MariaEdwards81,0.0,0.0,0,no change
2533,Pj37212778,0.0,0.0,0,no change
2534,Truehealthinfo,0.0,0.0,0,no change
2535,steverubylynn,0.0,0.0,0,no change
2536,Tapalamarina,0.0,0.0,0,no change
2537,KkanCanada,0.0,0.0,0,no change
2538,elp4nchi,0.0,0.0,0,no change
2540,VladimirFarage,0.0,0.0,0,no change
2531,DrBMLNMMML,0.0,0.0,0,no change
2541,HuronPerthOHT,0.0,0.0,0,no change
2542,DfSOrilliaBarri,0.0,0.0,0,no change
2543,oohmissemma,0.0,0.0,0,no change
2544,Gzdq6j3v8cn7z1j,0.0,0.0,0,no change
2545,ilsvezio,0.0,0.0,0,no change
2546,padrealex,0.0,0.0,0,no change
2532,Snowden,0.0,0.0,0,no change
2530,KneenSam,0.0,0.0,0,no change
2509,juanca_menrod,0.0,0.0,0,no change
2521,shahid40848093,0.0,0.0,0,no change
2511,ALesserMagistr8,0.0,0.0,0,no change
2512,Henry99245687,0.0,0.0,0,no change
2516,spinner_dolly,0.0,0.0,0,no change
2517,RachelNotley,0.0,0.0,0,no change
2519,Kathleen24018,0.0,0.0,0,no change
2520,devora_ellswort,0.0,0.0,0,no change
2522,TheRealArvs,0.0,0.0,0,no change
2529,elgarPH,0.0,0.0,0,no change
2523,BurtBill012,0.0,0.0,0,no change
2524,asudon,0.0,0.0,0,no change
2525,MMcAllister58,0.0,0.0,0,no change
2526,mpmcgeefnp,0.0,0.0,0,no change
2527,DRK4321,0.0,0.0,0,no change
2528,NYCGothamHealth,0.0,0.0,0,no change
2466,delpozo_vero,0.0,0.0,0,no change
2465,Enrique29744649,0.0,0.0,0,no change
2461,ahails,0.0,0.0,0,no change
2405,NHSConfed,0.0,0.0,0,no change
2393,LunaAnara,0.0,0.0,0,no change
2395,truthleader100,0.0,0.0,0,no change
2397,esvadeli,0.0,0.0,0,no change
2398,karpek46,0.0,0.0,0,no change
2400,mikeoffoftheuk,0.0,0.0,0,no change
2401,ETFMG,0.0,0.0,0,no change
2406,girish_nadkarni,0.0,0.0,0,no change
2391,AlvaroChente75,0.0,0.0,0,no change
2407,Anjas38493724,0.0,0.0,0,no change
2408,JAlan21813286,0.0,0.0,0,no change
2409,AntWindmill,0.0,0.0,0,no change
2410,dulcieburt,0.0,0.0,0,no change
2411,kevinoler,0.0,0.0,0,no change
2412,NotAHoax,0.0,0.0,0,no change
2392,catydid54,0.0,0.0,0,no change
2389,Mari_Lou45,0.0,0.0,0,no change
2414,dirk_fasshauer,0.0,0.0,0,no change
2379,DB4DHope,0.0,0.0,0,no change
2371,fromtheshack,0.0,0.0,0,no change
2373,IDILIOarkangel,0.0,0.0,0,no change
2374,elbosqueperdido,0.0,0.0,0,no change
2376,vgomaria,0.0,0.0,0,no change
2377,FMJ_Hartman,0.0,0.0,0,no change
2378,Joopm6,0.0,0.0,0,no change
2380,patje1073,0.0,0.0,0,no change
2388,budgetbiochem,0.0,0.0,0,no change
2381,Kanny989,0.0,0.0,0,no change
2382,FireDragonPaul,0.0,0.0,0,no change
2383,bcmarjac,0.0,0.0,0,no change
2385,MabbittRick,0.0,0.0,0,no change
2386,Bimba8888,0.0,0.0,0,no change
2387,WalkerReportUK,0.0,0.0,0,no change
2413,kimmsue70,0.0,0.0,0,no change
2415,AdorablePodcast,0.0,0.0,0,no change
2457,christhomp1234,0.0,0.0,0,no change
2447,MamenI79757492,0.0,0.0,0,no change
2441,blissfularchive,0.0,0.0,0,no change
2442,DarthPlagueis84,0.0,0.0,0,no change
2443,BrownInIdaho,0.0,0.0,0,no change
2444,Future_is_noww,0.0,0.0,0,no change
2445,kaatje_koffie,0.0,0.0,0,no change
2446,Ochoa__82,0.0,0.0,0,no change
2449,Ultraviolet2912,0.0,0.0,0,no change
2439,Wim04789402,0.0,0.0,0,no change
2450,rotterdamse70,0.0,0.0,0,no change
2451,nymattregan,0.0,0.0,0,no change
2452,YMaslavi,0.0,0.0,0,no change
2453,westsidehealth,0.0,0.0,0,no change
2455,MariviSolla,0.0,0.0,0,no change
2456,LOUDERinMIDDLE,0.0,0.0,0,no change
2440,m6278467,0.0,0.0,0,no change
2437,MarioNawfal,0.0,0.0,0,no change
2416,Brekeltje,0.0,0.0,0,no change
2426,Aborisound,0.0,0.0,0,no change
2417,Captivagirl,0.0,0.0,0,no change
2419,OjsOscar,0.0,0.0,0,no change
2420,MolsonTheWeimer,0.0,0.0,0,no change
2421,retnuhburnz,0.0,0.0,0,no change
2424,hodgee007,0.0,0.0,0,no change
2425,MScivico,0.0,0.0,0,no change
2427,lgkgyy,0.0,0.0,0,no change
2436,goedweer,0.0,0.0,0,no change
2429,BenZaranko,0.0,0.0,0,no change
2431,Kissmycdnsass,0.0,0.0,0,no change
2432,MarkDuranteVita,0.0,0.0,0,no change
2433,dlijensen,0.0,0.0,0,no change
2434,anaport110,0.0,0.0,0,no change
2435,bjr1031,0.0,0.0,0,no change
2158,DarciAllan9,0.0,0.0,0,no change
2156,ParasiteAHCF,0.0,0.0,0,no change
1820,ChrisLamb33,0.0,0.0,0,no change
2010,johnnyBe_Free,0.0,0.0,0,no change
1936,Susisu31346010,0.0,0.0,0,no change
1937,citronpoet1,0.0,0.0,0,no change
1940,KarenLe49363379,0.0,0.0,0,no change
1941,6beauty9,0.0,0.0,0,no change
1942,JackPosobiec,0.0,0.0,0,no change
