,id,username,bot_type,user_type,origin_tweet_date,tweet_url,degree,node_entanglement,eigenvector_centrality,betweenness_centrality,clique_number,before_percolation,after_percolation,page_rank,mass_equivalent,energy_equivalent,critical_threshold_before_node_virality,critical_threshold_after_node_virality,closeness_centrality,random_walk
10,1435,Johanne31785773,private_account,bot,2022-12-16,https://twitter.com/Johanne31785773/status/1603778994519818241,6303,-0.00234394930560633,1.6883097853686028e-22,3.701041010310175e-05,2,3.701041010310175e-05,3.4160407128194505e-05,0.00497966192156373,1.2294061947572458e-12,3.616845847893967e-13,1.9902984442322942e-17,1.10572135790683e-17,0.006281900274833137,0.00497966192156373
11,1833,IcewomanSJ,false (human account),human,2022-12-14,https://twitter.com/IcewomanSJ/status/1603066925608710145,5299,0.0,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,1.0335750318925346e-12,3.040721267331451e-13,1.673265342850536e-17,9.295918571391867e-18,0.00039261876717707107,0.0006322911068255742
12,1538,jch1708,spammer,bot,2022-12-15,https://twitter.com/jch1708/status/1603187591712739328,5260,0.0,2.0698877892800477e-36,9.252602525775438e-07,2,9.252602525775438e-07,1.0359954537531368e-06,0.0012119405487906615,1.0259680444904193e-12,3.0183419260546197e-13,1.6609503120199695e-17,9.227501733444273e-18,0.001177856301531213,0.0012119405487906615
13,1992,aufgewacht2020,false (human account),human,2022-12-14,https://twitter.com/aufgewacht2020/status/1603024131460587521,4846,0.0,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,9.452169474525803e-13,2.780776610962108e-13,1.5302215232031888e-17,8.50123068446216e-18,0.00039261876717707107,0.0006322911068255742
14,1736,DJCTruth,false (human account),human,2022-12-14,https://twitter.com/DJCTruth/status/1603091661315268623,3938,0.0,2.945460687919241e-39,3.084200841925146e-07,2,3.084200841925146e-07,3.832117680988984e-07,0.0009221158278081179,7.681106766546143e-13,2.2597396396964053e-13,1.2435023438659012e-17,6.908346354810561e-18,0.0007852375343541421,0.0009221158278081179
15,308,nickisnest,false (human account),human,2021-08-13,https://twitter.com/nickisnest/status/1426063842770051073,3921,-1.4215916197102274e-05,6.535840771559894e-16,0.00015297636175948723,2,0.00015297636175948723,0.00013829430108450982,0.00961685745728443,7.647948103511282e-13,2.2499845422167614e-13,1.2381342535038595e-17,6.8785236305769965e-18,0.012563800549666274,0.00961685745728443
16,1793,handmadekathy,false (human account),human,2022-12-14,https://twitter.com/handmadekathy/status/1603107820354011136,3508,0.0,4.820025945432859e-31,4.626301262887719e-06,2,4.626301262887719e-06,4.614126762937923e-06,0.002081414711738292,6.842387642723177e-13,2.012993056387758e-13,1.1077212347083752e-17,6.154006859490972e-18,0.002355712603062426,0.002081414711738292
17,1429,DrAseemMalhotra,private_account,bot,2022-12-16,https://twitter.com/DrAseemMalhotra/status/1603778539026882561,3410,-3.560435149907448e-05,3.1355232619901466e-33,4.0094610945026895e-06,2,4.0094610945026895e-06,5.104895965832171e-06,0.001374843644439661,6.651237702875151e-13,1.9567577885639262e-13,1.076775772621311e-17,5.982087625673949e-18,0.0017667844522968198,0.001374843644439661
18,2168,KBoz3,private_account,bot,2022-12-14,https://twitter.com/KBoz3/status/1602954654186409984,3095,0.0,2.0698877892800477e-36,9.252602525775438e-07,2,9.252602525775438e-07,1.0359954537531368e-06,0.0012119405487906615,6.036827181935071e-13,1.776001570558754e-13,9.773082159128907e-18,5.4294900884049474e-18,0.001177856301531213,0.0012119405487906615
19,2245,DrTraceyK,private_account,bot,2022-12-15,https://twitter.com/DrTraceyK/status/1603429119496175618,2908,0.0,4.316910519463743e-23,3.238410884021403e-05,2,3.238410884021403e-05,2.9981727693986445e-05,0.004689837200581182,5.672081888551596e-13,1.668695498282668e-13,9.182592219304318e-18,5.101440121835731e-18,0.005889281507656066,0.004689837200581182
20,1455,Enforcement1st,spammer,bot,2022-12-16,https://twitter.com/Enforcement1st/status/1603788515653087232,2835,-0.002343949305608106,4.38353301386837e-10,0.0001246017140137759,2,0.0001246017140137759,0.00016144957928286279,0.0006802596861091967,5.52969468846072e-13,1.6268059620465487e-13,8.95208010375782e-18,4.97337783542101e-18,0.0178886925795053,0.0006802596861091967
21,1652,backtolife_2023,other,bot,2022-12-14,https://twitter.com/backtolife_2023/status/1603122737496707073,2756,-0.002343949305608106,1.0849112024241855e-33,2.775780757732631e-06,2,2.775780757732631e-06,3.25985984131342e-06,0.0014305043096548753,5.375604430828128e-13,1.5814734502293786e-13,8.702621786933528e-18,4.8347898816297365e-18,0.0016359115299044628,0.0014305043096548753
22,591,CobyJay41,false (human account),human,2021-08-11,https://twitter.com/CobyJay41/status/1425564049320861696,2735,0.0,1.3805639557196071e-05,0.011539537450062934,2,0.011539537450062934,0.016113845355054036,0.018052798784795345,5.334643729432123e-13,1.5694230356957005e-13,8.636310082461249e-18,4.797950045811804e-18,0.03828733251261538,0.018052798784795345
23,2082,quicksand40,false (human account),human,2022-12-14,https://twitter.com/quicksand40/status/1602996960205721600,2717,0.0,5.7717620481152115e-08,0.0,2,0.0,0.0,0.0003480258839982807,5.299534556806975e-13,1.5590941089525477e-13,8.579471478627865e-18,4.766373043682146e-18,0.022788143413382547,0.0003480258839982807
24,2078,anywaymovingon,false (human account),human,2022-12-14,https://twitter.com/anywaymovingon/status/1602995910425853954,2613,0.0,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,5.096681559417235e-13,1.4994158655476654e-13,8.25107065647943e-18,4.583928142488571e-18,0.00039261876717707107,0.0006322911068255742
25,155,bev768,false (human account),human,2021-10-07,https://twitter.com/bev768/status/1446201715112361998,2519,-0.002343949305608106,1.949461247851516e-11,0.0009520927999022926,2,0.0009520927999022926,0.001068921781565326,0.01469035230488009,4.913333657930354e-13,1.445475914777868e-13,7.954246836460652e-18,4.419026020255917e-18,0.01865300449705054,0.01469035230488009
26,1837,fieldofgreeninc,false (human account),human,2022-12-14,https://twitter.com/fieldofgreeninc/status/1603068718170374145,2480,0.0,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,4.837263783909201e-13,1.4230965735010375e-13,7.83109652815499e-18,4.3506091823083275e-18,0.00039261876717707107,0.0006322911068255742
27,1747,Bob31685906,false (human account),human,2022-12-14,https://twitter.com/Bob31685906/status/1603092082712887296,2426,0.0,1.8802993334499864e-33,1.542100420962573e-06,2,1.542100420962573e-06,2.0900173348845424e-06,0.0007324599615286248,4.731936266033758e-13,1.392109793271579e-13,7.660580716654839e-18,4.255878175919354e-18,0.0012849341471249597,0.0007324599615286248
28,1518,GovCanHealth,spammer,bot,2022-12-15,https://twitter.com/GovCanHealth/status/1603180181585362950,2395,-0.00234394930560633,2.0105905331989906e-22,1.0794702946738011e-05,2,1.0794702946738011e-05,1.3898356778561108e-05,0.0009980959207511867,4.671470468734893e-13,1.374321086102816e-13,7.562692010052901e-18,4.2014955611405e-18,0.004049582141454932,0.0009980959207511867
29,1778,davietweetsc,false (human account),human,2022-12-14,https://twitter.com/davietweetsc/status/1603103519367741440,2300,0.0,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,4.486172057657727e-13,1.3198073060695104e-13,7.262710489821159e-18,4.0348391610117544e-18,0.00039261876717707107,0.0006322911068255742
30,6,danny086756661,spammer,bot,2021-08-11,https://twitter.com/danny086756661/status/1425554263107727360,2284,-0.002343949305608106,0.0010413894053085658,0.019831102993494495,2,0.019831102993494495,0.029098535328547687,0.022713427212127046,4.454963904213151e-13,1.3106260378533745e-13,7.212187286413707e-18,4.006770714674281e-18,0.049234933705060456,0.022713427212127046
31,1938,SpursMaccabee,false (human account),human,2022-12-14,https://twitter.com/SpursMaccabee/status/1603052094067728384,2281,0.0,2.9475990505649795e-34,1.8505205051550876e-06,2,1.8505205051550876e-06,1.9585857953019702e-06,0.0015017652697732055,4.4491123754422935e-13,1.3089045500628492e-13,7.20271418577481e-18,4.001507880986005e-18,0.0015704750687082843,0.0015017652697732055
32,1782,pastorcoin,false (human account),human,2022-12-14,https://twitter.com/pastorcoin/status/1603104431524163584,2268,0.0,2.9475990505649795e-34,1.8505205051550876e-06,2,1.8505205051550876e-06,1.9585857953019702e-06,0.0015017652697732055,4.4237557507685757e-13,1.301444769637239e-13,7.161664083006256e-18,3.978702268336808e-18,0.0015704750687082843,0.0015017652697732055
33,1675,GovRonDeSantis,spammer,bot,2022-12-14,https://twitter.com/GovRonDeSantis/status/1603132978325954560,2198,-0.00234394930560633,9.09631819550446e-05,0.0009850937489108917,2,0.0009850937489108917,0.001439721148953085,0.0014938660760279092,4.287220079448558e-13,1.261276721191645e-13,6.940625068098655e-18,3.855902815610363e-18,0.03797128141876125,0.0014938660760279092
34,1792,SweetKansaslife,false (human account),human,2022-12-14,https://twitter.com/SweetKansaslife/status/1603107527834861568,2177,0.0,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,4.246259378052553e-13,1.2492263066579672e-13,6.874313363626376e-18,3.819062979792431e-18,0.00039261876717707107,0.0006322911068255742
35,2209,MoneyGrabbler,false (human account),human,2022-12-14,https://twitter.com/MoneyGrabbler/status/1602990180171800577,2157,0.0,3.041388528114112e-59,0.0,1,0.0,0.0,9.484366602384685e-05,4.207249186246833e-13,1.2377497213877974e-13,6.811159359367061e-18,3.783977421870589e-18,0.0,9.484366602384685e-05
36,2144,grumpy_sicilian,private_account,bot,2022-12-14,https://twitter.com/grumpy_sicilian/status/1603013155415801856,1990,0.0,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,3.881514084669077e-13,1.1419202343818809e-13,6.283823423801786e-18,3.491013013223214e-18,0.00039261876717707107,0.0006322911068255742
37,2152,jimothyhalpbert,false (human account),human,2022-12-14,https://twitter.com/jimothyhalpbert/status/1603016143639388160,1985,0.0,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,3.871761536717647e-13,1.1390510880643384e-13,6.268034922736957e-18,3.4822416237427535e-18,0.00039261876717707107,0.0006322911068255742
38,1728,CSojourner,other,bot,2022-12-14,https://twitter.com/CSojourner/status/1603089516356685825,1980,-0.00234394930560633,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,3.862008988766217e-13,1.1361819417467959e-13,6.252246421672128e-18,3.473470234262293e-18,0.00039261876717707107,0.0006322911068255742
39,1858,realafk210830,false (human account),human,2022-12-14,https://twitter.com/realafk210830/status/1603075459981660160,1979,0.0,3.041388528114112e-59,0.0,1,0.0,0.0,9.484366602384685e-05,3.8600584791759307e-13,1.1356081124832873e-13,6.249088721459162e-18,3.4717159563662e-18,0.0,9.484366602384685e-05
40,2136,DrJohnB2,private_account,bot,2022-12-14,https://twitter.com/DrJohnB2/status/1603012052532056064,1976,0.0,3.041388528114112e-59,0.0,1,0.0,0.0,9.484366602384685e-05,3.8542069504050736e-13,1.1338866246927621e-13,6.239615620820266e-18,3.4664531226779243e-18,0.0,9.484366602384685e-05
41,1801,P_McCulloughMD,false (human account),human,2022-12-14,https://twitter.com/P_McCulloughMD/status/1603108523134439424,1932,0.002340147266622239,5.121485732904523e-09,0.0008645014959916184,2,0.0008645014959916184,0.0012504076711441524,0.0015240273777920926,3.7683845284324903e-13,1.1086381370983886e-13,6.100676811449773e-18,3.3892648952498735e-18,0.02013736500507163,0.0015240273777920926
42,1392,Gianluc59668963,other,bot,2022-12-16,https://twitter.com/Gianluc59668963/status/1603754220313878528,1898,-0.0023439493056045535,1.0147076592510222e-23,2.8066227661518826e-05,2,2.8066227661518826e-05,2.6075693153847088e-05,0.004400012479598641,3.7020672023627677e-13,1.0891279421391004e-13,5.9933150042089395e-18,3.329619446782743e-18,0.005496662740478995,0.004400012479598641
43,2076,andyrififi,false (human account),human,2022-12-14,https://twitter.com/andyrififi/status/1602995590601867266,1885,0.0,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,3.67671057768905e-13,1.08166816171349e-13,5.9522649014403845e-18,3.306813834133547e-18,0.00039261876717707107,0.0006322911068255742
44,1812,Retail_Stonks,false (human account),human,2022-12-14,https://twitter.com/Retail_Stonks/status/1603114791098552321,1857,0.0,3.041388528114112e-59,0.0,1,0.0,0.0,9.484366602384685e-05,3.622096309161043e-13,1.0656009423352525e-13,5.863849295477345e-18,3.257694053042969e-18,0.0,9.484366602384685e-05
45,1720,DoubleOhNever,false (human account),human,2022-12-14,https://twitter.com/DoubleOhNever/status/1603146231022338049,1841,0.0,3.86994979348343e-32,4.317881178695205e-06,2,4.317881178695205e-06,4.859774023136567e-06,0.0017272456598843822,3.590888155716467e-13,1.0564196741191167e-13,5.813326092069892e-18,3.2296256067054953e-18,0.002019182231196365,0.0017272456598843822
46,1401,justaplacetosee,spammer,bot,2022-12-16,https://twitter.com/justaplacetosee/status/1603762380017745921,1666,1.7763568394002505e-15,2.945460687919241e-39,3.084200841925146e-07,2,3.084200841925146e-07,3.832117680988984e-07,0.0009221158278081179,3.2495489774164233e-13,9.559995530051324e-14,5.260728554800892e-18,2.922626974889384e-18,0.0007852375343541421,0.0009221158278081179
47,1926,Elena080729,false (human account),human,2022-12-14,https://twitter.com/Elena080729/status/1603049083245326336,1662,0.0,3.041388528114112e-59,0.0,1,0.0,0.0,9.484366602384685e-05,3.2417469390552793e-13,9.537042359510985e-14,5.248097753949029e-18,2.9156098633050155e-18,0.0,9.484366602384685e-05
48,2237,JamieReports,private_account,bot,2022-12-15,https://twitter.com/JamieReports/status/1603417135002406915,1630,0.0,1.0152837970616902e-26,1.3878903788663156e-05,2,1.3878903788663156e-05,1.3173247365479426e-05,0.003240713595668468,3.179330632166128e-13,9.353416995188268e-14,5.147051347134125e-18,2.859472970630069e-18,0.0039261876717707105,0.003240713595668468
49,2024,michael80605540,false (human account),human,2022-12-14,https://twitter.com/michael80605540/status/1603029831553355777,1608,0.0,2.945460687919241e-39,3.084200841925146e-07,2,3.084200841925146e-07,3.832117680988984e-07,0.0009221158278081179,3.136419421179837e-13,9.227174557216402e-14,5.077581942448879e-18,2.8208788569160435e-18,0.0007852375343541421,0.0009221158278081179
50,1916,RpsAgainstTrump,false (human account),human,2022-12-14,https://twitter.com/RpsAgainstTrump/status/1603045327774400513,1550,0.0,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,3.0232898649432504e-13,8.894353584381482e-14,4.894435330096867e-18,2.7191307389427035e-18,0.00039261876717707107,0.0006322911068255742
51,1559,abolishwokeness,spammer,bot,2022-12-14,https://twitter.com/abolishwokeness/status/1603147352507928586,1537,-0.002343949305608106,2.945460687919241e-39,3.084200841925146e-07,2,3.084200841925146e-07,3.832117680988984e-07,0.0009221158278081179,2.997933240269533e-13,8.819755780125379e-14,4.853385227328313e-18,2.696325126293507e-18,0.0007852375343541421,0.0009221158278081179
52,1155,robert_traurig,spammer,bot,2021-05-26,https://twitter.com/robert_traurig/status/1397666281780883457,1516,1.7763568394002505e-15,0.06130388599298459,0.011685420149885993,2,0.011685420149885993,0.018757401053151844,0.0011633760958105139,2.956972538873528e-13,8.699251634788599e-14,4.787073522856033e-18,2.6594852904755735e-18,0.041763484621413154,0.0011633760958105139
53,1786,Thatguy81221259,spammer,bot,2022-12-14,https://twitter.com/Thatguy81221259/status/1603105541332402178,1411,-0.002343949305608106,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,2.752169031893501e-13,8.096730908104692e-14,4.455515000494633e-18,2.475286111385907e-18,0.00039261876717707107,0.0006322911068255742
54,1954,MasterclassMrs,false (human account),human,2022-12-14,https://twitter.com/MasterclassMrs/status/1603055543081652264,1355,0.0,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,2.642940494837487e-13,7.775386520539943e-14,4.278683788568553e-18,2.377046549204751e-18,0.00039261876717707107,0.0006322911068255742
55,1943,redhat01x,false (human account),human,2022-12-14,https://twitter.com/redhat01x/status/1603052928507564033,1327,0.0,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,2.58832622630948e-13,7.614714326757566e-14,4.190268182605512e-18,2.327926768114173e-18,0.00039261876717707107,0.0006322911068255742
56,1934,k_stiller,false (human account),human,2022-12-14,https://twitter.com/k_stiller/status/1603051047894786053,1323,0.0,4.4156906937063994e-10,0.0002488950079433593,2,0.0002488950079433593,0.0003200711561267362,0.0009938401595695901,2.580524187948336e-13,7.591761156217227e-14,4.177637381753649e-18,2.320909656529805e-18,0.017898636266319923,0.0009938401595695901
57,1941,TwitrHeretic,false (human account),human,2022-12-14,https://twitter.com/TwitrHeretic/status/1603052846907260929,1323,0.0,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,2.580524187948336e-13,7.591761156217227e-14,4.177637381753649e-18,2.320909656529805e-18,0.00039261876717707107,0.0006322911068255742
58,1835,glitternfreedom,false (human account),human,2022-12-14,https://twitter.com/glitternfreedom/status/1603068454931955712,1239,0.0,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,2.4166813823643147e-13,7.109744574870103e-14,3.9123905638645296e-18,2.1735503132580717e-18,0.00039261876717707107,0.0006322911068255742
59,1901,5678_chocolate,private_account,bot,2022-12-14,https://twitter.com/5678_chocolate/status/1603087038760337418,1231,0.0,0.00044413626546017574,0.0,2,0.0,0.0,0.00037618602596479675,2.401077305642027e-13,7.063838233789423e-14,3.887128962160803e-18,2.159516090089335e-18,0.027427296970280696,0.00037618602596479675
60,2321,Novavax,private_account,bot,2022-12-07,https://twitter.com/Novavax/status/1600521462267678720,1202,0.0,7.350529714768158e-22,5.181457414434245e-05,2,5.181457414434245e-05,5.152623832496141e-05,0.005201016533820176,2.344512527523734e-13,6.897427747371963e-14,3.795555655984797e-18,2.1086420311026647e-18,0.006749303569091555,0.005201016533820176
61,1766,nypost,spammer,bot,2022-12-14,https://twitter.com/nypost/status/1603098217427918848,1189,1.7763568394002505e-15,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,2.319155902850016e-13,6.82282994311586e-14,3.754505553216243e-18,2.085836418453468e-18,0.00039261876717707107,0.0006322911068255742
62,2164,Nohj_85,false (human account),human,2022-12-14,https://twitter.com/Nohj_85/status/1602950977501421568,1165,0.0,3.041388528114112e-59,0.0,1,0.0,0.0,9.484366602384685e-05,2.2723436726831528e-13,6.685110919873824e-14,3.678720748105065e-18,2.043733748947258e-18,0.0,9.484366602384685e-05
63,1888,Ringham7,false (human account),human,2022-12-14,https://twitter.com/Ringham7/status/1603081806252838918,1147,0.0,3.041388528114112e-59,0.0,1,0.0,0.0,9.484366602384685e-05,2.2372345000580057e-13,6.581821652442299e-14,3.621882144271683e-18,2.0121567468176013e-18,0.0,9.484366602384685e-05
64,2230,RebeccaAguilar,spammer,bot,2022-12-14,https://twitter.com/RebeccaAguilar/status/1602989224977960963,1090,0.0,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,2.1260554534117053e-13,6.254738972242462e-14,3.4418932321326364e-18,1.912162906740353e-18,0.00039261876717707107,0.0006322911068255742
65,2214,EmbarrassedCan1,false (human account),human,2022-12-14,https://twitter.com/EmbarrassedCan1/status/1602991713920114695,1084,0.0,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,2.1143523958699896e-13,6.220309216431954e-14,3.4229470308548424e-18,1.901637239363801e-18,0.00039261876717707107,0.0006322911068255742
66,2213,VisionRI_,private_account,bot,2022-12-14,https://twitter.com/VisionRI_/status/1602991219730427904,1083,0.0,3.041388528114112e-59,0.0,1,0.0,0.0,9.484366602384685e-05,2.1124018862797035e-13,6.214570923796868e-14,3.4197893306418757e-18,1.8998829614677085e-18,0.0,9.484366602384685e-05
67,2210,TwilitePoison,private_account,bot,2022-12-14,https://twitter.com/TwilitePoison/status/1602990236853829632,1079,0.0,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,2.1045998479185597e-13,6.19161775325653e-14,3.4071585297900137e-18,1.8928658498833406e-18,0.00039261876717707107,0.0006322911068255742
68,2208,theprobeindia,private_account,bot,2022-12-14,https://twitter.com/theprobeindia/status/1602989637311811585,1076,0.0,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,2.0987483191477019e-13,6.174402875351276e-14,3.397685429151117e-18,1.8876030161950647e-18,0.00039261876717707107,0.0006322911068255742
69,2205,talk2oleary,false (human account),human,2022-12-14,https://twitter.com/talk2oleary/status/1602988074220371970,1071,0.0,3.041388528114112e-59,0.0,1,0.0,0.0,9.484366602384685e-05,2.088995771196272e-13,6.145711412175851e-14,3.3818969280862878e-18,1.878831626714604e-18,0.0,9.484366602384685e-05
70,2200,ReganCanadian,false (human account),human,2022-12-14,https://twitter.com/ReganCanadian/status/1602986329436028929,1064,0.0,3.041388528114112e-59,0.0,1,0.0,0.0,9.484366602384685e-05,2.0753422040642704e-13,6.105543363730258e-14,3.3597930265955275e-18,1.8665516814419598e-18,0.0,9.484366602384685e-05
71,2194,Bitcoin1967,false (human account),human,2022-12-14,https://twitter.com/Bitcoin1967/status/1602975960881577984,1053,0.0,3.041388528114112e-59,0.0,1,0.0,0.0,9.484366602384685e-05,2.0538865985711244e-13,6.042422144744323e-14,3.325058324252904e-18,1.8472546245849465e-18,0.0,9.484366602384685e-05
72,2189,Anaktisis1,false (human account),human,2022-12-14,https://twitter.com/Anaktisis1/status/1602970813032173568,1045,0.0,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,2.0382825218488366e-13,5.996515803663644e-14,3.299796722549178e-18,1.83322040141621e-18,0.00039261876717707107,0.0006322911068255742
73,2188,Myopinion2cents,private_account,bot,2022-12-14,https://twitter.com/Myopinion2cents/status/1602970714428030978,1044,0.0,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,2.0363320122585508e-13,5.99077751102856e-14,3.2966390223362137e-18,1.831466123520118e-18,0.00039261876717707107,0.0006322911068255742
74,1854,Tami_Tampa,spammer,bot,2022-12-14,https://twitter.com/Tami_Tampa/status/1603074112469237760,1043,-0.002343949305608106,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,2.034381502668265e-13,5.985039218393476e-14,3.2934813221232478e-18,1.829711845624026e-18,0.00039261876717707107,0.0006322911068255742
75,2186,julieroot4,private_account,bot,2022-12-14,https://twitter.com/julieroot4/status/1602968902383738880,1040,0.0,3.041388528114112e-59,0.0,1,0.0,0.0,9.484366602384685e-05,2.028529973897407e-13,5.967824340488221e-14,3.2840082214843502e-18,1.8244490119357502e-18,0.0,9.484366602384685e-05
76,1804,Cairnlodge1,false (human account),human,2022-12-14,https://twitter.com/Cairnlodge1/status/1603109741643051008,1032,0.0,2.945460687919241e-39,3.084200841925146e-07,2,3.084200841925146e-07,3.832117680988984e-07,0.0009221158278081179,2.0129258971751193e-13,5.921917999407544e-14,3.258746619780625e-18,1.8104147887670136e-18,0.0007852375343541421,0.0009221158278081179
77,2179,Frontlinestory,false (human account),human,2022-12-14,https://twitter.com/Frontlinestory/status/1602960234829746176,1030,0.0,3.041388528114112e-59,0.0,1,0.0,0.0,9.484366602384685e-05,2.0090248779945473e-13,5.910441414137373e-14,3.252431219354693e-18,1.8069062329748294e-18,0.0,9.484366602384685e-05
78,2173,dstefanos,false (human account),human,2022-12-14,https://twitter.com/dstefanos/status/1602956889670680577,1022,0.0,1.3697196241903616e-43,0.0,2,0.0,0.0,0.0006322911068255742,1.9934208012722594e-13,5.864535073056694e-14,3.227169617650967e-18,1.7928720098060924e-18,0.00039261876717707107,0.0006322911068255742
79,1848,RobertTromp5,false (human account),human,2022-12-14,https://twitter.com/RobertTromp5/status/1603072336173109248,1021,0.0,2.945460687919241e-39,3.084200841925146e-07,2,3.084200841925146e-07,3.832117680988984e-07,0.0009221158278081179,1.9914702916819733e-13,5.858796780421609e-14,3.2240119174380013e-18,1.7911177319100003e-18,0.0007852375343541421,0.0009221158278081179
