canonical_url,date_published,domain,from_user_botscore,from_user_id,from_user_screen_name,id,is_mention,original_query,pub_date,site_domain,site_type,title,to_user_botscore,to_user_id,to_user_screen_name,tweet_created_at,tweet_id,tweet_type,tweet_url,url_id,url_raw
,2022-09-26T03:32:53Z,,0.92,1298288064805195777,Monkeypoxmeter,,false,query=monkeypoxvirus&sort=mixed&type=Twitter&lang=,2022-09-26T03:32:53Z,,claim,,0.54,4714374114,JasonAbramski3,2022-09-26T03:32:53Z,1574240566271156227,retweet,https://twitter.com/Monkeypoxmeter/status/1574240566271156227,,
,2022-09-26T03:48:56Z,,0.36,941957842671669248,OneHealthEJP,,false,query=monkeypoxvirus&sort=mixed&type=Twitter&lang=,2022-09-26T03:48:56Z,,claim,,0.13,1485887417571811328,drshantadutta,2022-09-26T03:48:56Z,1574244605842767878,retweet,https://twitter.com/OneHealthEJP/status/1574244605842767878,,
,2022-09-26T14:01:40Z,,,1543296759430057991,Heypierinaa,,false,query=monkeypoxvirus&sort=mixed&type=Twitter&lang=,2022-09-26T14:01:40Z,,claim,,,1479263923836624897,b50921860,2022-09-26T14:01:40Z,1574398805507985409,retweet,https://twitter.com/Heypierinaa/status/1574398805507985409,,
,2022-09-26T14:02:12Z,,0.37,2147791513,DDPHE,,true,query=monkeypoxvirus&sort=mixed&type=Twitter&lang=,2022-09-26T14:02:12Z,,claim,,0.5,18331149,denverparksrec,2022-09-26T14:02:12Z,1574398937439641606,mention,https://twitter.com/DDPHE/status/1574398937439641606,,
,2022-09-26T15:02:53Z,,0.37,2147791513,DDPHE,,false,query=monkeypoxvirus&sort=mixed&type=Twitter&lang=,2022-09-26T15:02:53Z,,claim,,0.13,60079343,MileHighGayGuy,2022-09-26T15:02:53Z,1574414210829688833,retweet,https://twitter.com/DDPHE/status/1574414210829688833,,
,2022-09-26T15:05:28Z,,0.37,2147791513,DDPHE,,false,query=monkeypoxvirus&sort=mixed&type=Twitter&lang=,2022-09-26T15:05:28Z,,claim,,0.11,244608972,Rosenthal5280,2022-09-26T15:05:28Z,1574414861492097025,retweet,https://twitter.com/DDPHE/status/1574414861492097025,,
,2022-09-26T16:03:42Z,,0.37,2147791513,DDPHE,,false,query=monkeypoxvirus&sort=mixed&type=Twitter&lang=,2022-09-26T16:03:42Z,,claim,,0.39,2411126852,PHIDenverHealth,2022-09-26T16:03:42Z,1574429513609465857,retweet,https://twitter.com/DDPHE/status/1574429513609465857,,
,2022-09-26T17:00:23Z,,0.29,832843230379200512,KarlBau35787590,,true,query=monkeypoxvirus&sort=mixed&type=Twitter&lang=,2022-09-26T17:00:23Z,,claim,,0.77,2834511,derspiegel,2022-09-26T17:00:23Z,1574443779859283968,mention,https://twitter.com/KarlBau35787590/status/1574443779859283968,,
,2022-09-26T18:39:09Z,,0.19,4886685477,ZombifiedMedia,,false,query=monkeypoxvirus&sort=mixed&type=Twitter&lang=,2022-09-26T18:39:09Z,,claim,,0.06,132725939,5MinMedievalist,2022-09-26T18:39:09Z,1574468635375960065,retweet,https://twitter.com/ZombifiedMedia/status/1574468635375960065,,
,2022-09-26T18:40:59Z,,0.73,360512052,IDAdvance,,false,query=monkeypoxvirus&sort=mixed&type=Twitter&lang=,2022-09-26T18:40:59Z,,claim,,0.09,708381986281291776,VioletEglantine,2022-09-26T18:40:59Z,1574469094581350400,retweet,https://twitter.com/IDAdvance/status/1574469094581350400,,
