,to_user_type,from_user_type,to_user_bot_type,from_user_bot_type,canonical_url,date_published,domain,from_user_id,from_user_screen_name,id,is_mention,site_type,title,to_user_id,to_user_screen_name,tweet_created_at,tweet_id,tweet_type,url_id,site_domain,url_raw,original_query,from_user_botscore,to_user_botscore,tweet_url,pub_date
361,bot,human,self_declared,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1326825317521125376,Idonotconsent6,2021-08-05T06:18:42.000Z,1423166556771479553,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.39,https://twitter.com/bev768/status/1423166556771479553,
362,bot,human,spammer,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1175443425765679105,VAware1986,2021-08-05T05:39:03.000Z,1423156578249703424,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.3,https://twitter.com/bev768/status/1423156578249703424,
363,bot,human,spammer,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,25928253,WebMD,2021-08-04T19:47:54.000Z,1423007808308408321,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.83,https://twitter.com/bev768/status/1423007808308408321,
364,bot,human,self_declared,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,110775353,cvspharmacy,2021-08-04T19:47:54.000Z,1423007808308408321,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.82,https://twitter.com/bev768/status/1423007808308408321,
365,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,776503480144031744,OneYearWorld,2021-08-04T06:28:41.000Z,1422806680539058180,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.21,https://twitter.com/bev768/status/1422806680539058180,
366,bot,human,spammer,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,385716198,thatswhatsup333,2021-08-04T06:28:41.000Z,1422806680539058180,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.71,https://twitter.com/bev768/status/1422806680539058180,
367,bot,human,other,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1321137996570112001,torobitz,2021-08-05T23:32:14.000Z,1423426650360848386,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.32,https://twitter.com/bev768/status/1423426650360848386,
368,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1208926788933607426,RichardSchulma5,2021-08-05T23:32:14.000Z,1423426650360848386,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.12,https://twitter.com/bev768/status/1423426650360848386,
369,human,bot,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,18093097,unhealthytruth,2021-08-02T03:33:27.000Z,1422037805019004928,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.15,https://twitter.com/bev768/status/1422037805019004928,
370,bot,bot,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,88063821,ConservJean,2021-08-01T01:40:35.000Z,1421647013972791301,retweet,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.26,https://twitter.com/bev768/status/1421647013972791301,
371,bot,bot,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,212255045,shakeshack,2021-08-02T06:58:23.000Z,1422089379057569800,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.77,https://twitter.com/bev768/status/1422089379057569800,
372,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1051129297514172416,DarlaShine,2021-08-01T01:27:09.000Z,1421643633917267970,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.32,https://twitter.com/bev768/status/1421643633917267970,
373,bot,bot,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1233903842766409729,Glen50192061,2021-08-01T01:09:01.000Z,1421639068018823172,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.27,https://twitter.com/bev768/status/1421639068018823172,
375,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,617479794,NicNacBalmer,2021-08-01T00:27:12.000Z,1421628547253211136,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.22,https://twitter.com/bev768/status/1421628547253211136,
377,bot,bot,other,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,35810079,Carol_Price,2021-08-01T00:27:12.000Z,1421628547253211136,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.21,https://twitter.com/bev768/status/1421628547253211136,
379,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,216299334,piersmorgan,2021-08-01T00:27:12.000Z,1421628547253211136,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.42,https://twitter.com/bev768/status/1421628547253211136,
381,human,bot,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1347701495140020224,davidry98296134,2021-08-01T01:09:01.000Z,1421639068018823172,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.2,https://twitter.com/bev768/status/1421639068018823172,
382,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,3207629147,KopsMiss,2021-08-02T06:58:23.000Z,1422089379057569800,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.1,https://twitter.com/bev768/status/1422089379057569800,
383,bot,bot,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,806344552718045184,drsimonegold,2021-08-02T06:58:23.000Z,1422089379057569800,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.36,https://twitter.com/bev768/status/1422089379057569800,
384,human,bot,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,829675475643559936,HammSanchez,2021-08-02T14:40:43.000Z,1422205726122934274,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.22,https://twitter.com/bev768/status/1422205726122934274,
385,bot,human,other,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,19834403,NYCMayor,2021-08-02T14:40:43.000Z,1422205726122934274,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.55,https://twitter.com/bev768/status/1422205726122934274,
386,bot,human,spammer,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1352804365971632129,WNYOpenSchools,2021-08-02T14:40:43.000Z,1422205726122934274,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.38,https://twitter.com/bev768/status/1422205726122934274,
387,bot,bot,private_account,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,956763276,CD6Nury,2021-08-05T23:32:14.000Z,1423426650360848386,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.76,https://twitter.com/bev768/status/1423426650360848386,
388,bot,bot,self_declared,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,4898091,FinancialTimes,2021-07-24T06:43:31.000Z,1418824146792898572,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.62,https://twitter.com/bev768/status/1418824146792898572,
390,bot,bot,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,726880378087043072,beadacratiain,2021-07-24T00:38:19.000Z,1418732241971200008,retweet,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.66,https://twitter.com/bev768/status/1418732241971200008,
392,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,2201410704,Cortez17A,2021-07-23T23:42:16.000Z,1418718133980827649,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.09,https://twitter.com/bev768/status/1418718133980827649,
393,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1290696356194000896,ArtValley818_,2021-07-23T23:42:16.000Z,1418718133980827649,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.25,https://twitter.com/bev768/status/1418718133980827649,
394,bot,bot,other,other,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1320503149816328192,PamLongCO,2021-07-23T16:18:04.000Z,1418606347088580612,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.41,https://twitter.com/bev768/status/1418606347088580612,
395,bot,bot,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,958697234601783296,dragonSlayertwo,2021-07-23T15:38:38.000Z,1418596423767973892,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.09,https://twitter.com/bev768/status/1418596423767973892,
396,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,267511831,karenellen45,2021-07-23T15:37:43.000Z,1418596192275992578,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.06,https://twitter.com/bev768/status/1418596192275992578,
397,bot,human,other,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,426909329,CDCDirector,2021-07-25T22:04:25.000Z,1419418287100731392,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.68,https://twitter.com/bev768/status/1419418287100731392,
398,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,2527973556,DrHirschfield,2021-07-25T22:04:25.000Z,1419418287100731392,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.26,https://twitter.com/bev768/status/1419418287100731392,
399,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,54641489,MountSinaiNYC,2021-07-25T22:02:40.000Z,1419417844819775493,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.27,https://twitter.com/bev768/status/1419417844819775493,
403,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1440001106,MelanieWdwrth,2021-07-25T22:02:40.000Z,1419417844819775493,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.02,https://twitter.com/bev768/status/1419417844819775493,
404,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1178784822,AlanCopperman,2021-07-25T22:02:40.000Z,1419417844819775493,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.393746,https://twitter.com/bev768/status/1419417844819775493,
408,bot,human,spammer,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1351601023907983364,SRichards0228,2021-07-25T22:02:22.000Z,1419417768491839489,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.94,https://twitter.com/bev768/status/1419417768491839489,
409,bot,human,other,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,154433522,sexygirl798,2021-07-25T22:01:29.000Z,1419417548253138944,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.85,https://twitter.com/bev768/status/1419417548253138944,
410,human,bot,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1374648414114357249,DogmomDem,2021-07-25T22:01:29.000Z,1419417548253138944,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.3,https://twitter.com/bev768/status/1419417548253138944,
411,bot,bot,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1166384119825256448,Parker5Max,2021-07-25T22:05:09.000Z,1419418469062234120,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.14,https://twitter.com/bev768/status/1419418469062234120,
412,human,bot,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1174254240337977345,HegKong,2021-07-25T22:05:09.000Z,1419418469062234120,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.3,https://twitter.com/bev768/status/1419418469062234120,
414,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,728039605,NeilClark66,2021-07-25T22:05:09.000Z,1419418469062234120,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.14,https://twitter.com/bev768/status/1419418469062234120,
415,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,2540101756,cobraclutch420,2021-07-26T03:08:19.000Z,1419494763665952771,retweet,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.29,https://twitter.com/bev768/status/1419494763665952771,
416,bot,human,spammer,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,103394184,MarJeanSolo,2021-07-26T03:02:20.000Z,1419493260037218307,retweet,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.47,https://twitter.com/bev768/status/1419493260037218307,
417,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1344219879428206592,arkmedic,2021-07-25T23:23:31.000Z,1419438193997336580,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.37,https://twitter.com/bev768/status/1419438193997336580,
418,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1238133875374784512,nonfucksgiven,2021-07-25T23:23:31.000Z,1419438193997336580,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.31,https://twitter.com/bev768/status/1419438193997336580,
419,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,820394321207697409,Mayella09476043,2021-07-24T22:05:23.000Z,1419056142152474624,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.19,https://twitter.com/bev768/status/1419056142152474624,
420,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672.0,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,16738576,jerankin,2021-07-24T21:22:38.000Z,1419045382558945281,reply,270527883.0,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.09,https://twitter.com/bev768/status/1419045382558945281,
