,monkeypox_wlt
511,-0.07425514433433639
512,-0.04955892662711682
513,0.010416026445587208
514,0.0649763616877647
515,0.07871553288321644
516,0.05503313576860416
517,0.022048980943408802
518,-0.0006861844770976316
519,-0.012774372997793463
520,-0.023653742666419696
521,-0.04181863572594324
522,-0.06513428515941935
523,-0.07455686680222302
524,-0.0475557448092359
525,0.009944158042701087
526,0.05550281533739419
527,0.05038378940865172
528,0.0021955634833514953
529,-0.04117383984941872
530,-0.0366252002594799
531,0.013590392865431317
532,0.06495901019216609
533,0.07788337815325937
534,0.05346765812772453
535,0.017765769793158886
536,-0.013007061823351623
537,-0.040702610278211065
538,-0.0669708000144476
539,-0.07679260764849226
540,-0.04911020042658927
541,0.01080320826832648
542,0.06246721581250727
543,0.06728327047525683
544,0.02481338150975433
545,-0.03308735028217984
546,-0.06837778668766142
547,-0.05965126289512296
548,-0.020905869841754514
549,0.008014892494879446
550,0.00784005255123306
551,-0.0007832907090776905
552,-0.0020545025389875865
553,-0.016246683954079254
554,-0.056699655803252355
555,-0.08887704601833024
556,-0.07171012501716173
557,-0.018530764441433478
558,0.020188325549105084
559,0.022924083981498602
560,0.01642992873614897
561,0.03337948279629319
562,0.07172044130277781
563,0.10144775423436608
564,0.10062067199330582
565,0.07733444869829442
566,0.05980544970117743
567,0.06403686667756676
568,0.07370596425452519
569,0.06293396568650265
570,0.03013111197821683
571,-0.006345063922030651
572,-0.03543152773395646
573,-0.061009795930210345
574,-0.08526393885898247
575,-0.09323976085083815
576,-0.06378747197624567
577,-0.00169829231716552
578,0.054198641133742134
579,0.06901558438459608
580,0.0461946875451264
581,0.013511500065534997
582,-0.010644649306162914
583,-0.027928246616002364
584,-0.04794042131954652
585,-0.0712100979126706
586,-0.08000842652241363
587,-0.05177077650594417
588,0.009133405363841288
589,0.06393049728891273
590,0.07766576034953017
591,0.05339696843682326
592,0.017718820829083295
593,-0.013049315891019635
594,-0.04074063893911229
595,-0.06700502580925875
596,-0.07680673910608683
597,-0.04899775240596946
598,0.011612455296083103
599,0.06617831398566593
600,0.07979728995132752
601,0.055898222555184715
602,0.02224468157458748
603,-0.0027847859480157125
604,-0.020854369593669927
605,-0.04157393199944735
606,-0.06548025752458135
607,-0.07485157017313328
608,-0.047129605791591804
609,0.013310459006758438
610,0.06768984556753813
611,0.08104917380029297
612,0.05644204054250974
613,0.020459385724201095
614,-0.010599479243149135
615,-0.03866095228848378
616,-0.06584135163289184
617,-0.07874220819553424
618,-0.05991370570669993
619,-0.01803412619154103
620,0.012140715730924175
621,0.015385951211240204
622,0.01830666314352465
623,0.04484742613248334
624,0.07626756422145944
625,0.07972025580104931
626,0.05297128230421156
627,0.019610435348711625
628,-0.002297998035581221
629,-0.011258901109986483
630,-0.013132458604901042
631,-0.012652422886064723
632,-0.01223706249684755
633,-0.014137970185530962
634,-0.022606248096404522
635,-0.04316729440964395
636,-0.07550543733724235
637,-0.10427933299823884
638,-0.10395304309824455
639,-0.06294067584820247
640,-0.0013214585808478535
641,0.043728104287399816
642,0.05121208063988021
643,0.02952118569981065
644,-0.0036060648499805087
645,-0.037079982095761
646,-0.05426919644110162
647,-0.03506764648992644
648,0.013813313915413836
649,0.0607634309872098
650,0.08978012963985052
651,0.11063340542667205
652,0.12766470598311425
653,0.12570974656578926
654,0.09386309738915286
655,0.04516957240733914
656,0.003289698988843591
657,-0.01998610836537563
658,-0.027886244216000215
659,-0.028205561975032788
660,-0.026109721344463748
661,-0.023623915542472295
662,-0.02127819574596058
663,-0.019150376171364572
664,-0.017252010311963654
665,-0.01565197561322226
666,-0.014794821861098853
667,-0.016298115523166713
668,-0.023842335091077978
669,-0.041280325098936914
670,-0.06450796750492314
671,-0.0738680145807214
672,-0.04635290033314052
673,0.013301450110165848
674,0.06471563347016264
675,0.06932351812488213
676,0.026758098969136564
677,-0.030754227091991965
678,-0.06400324377751343
679,-0.049506247246204074
680,-0.0010019970285337146
681,0.03416987323489026
682,0.022817479975831192
683,-0.014052059764775332
684,-0.028923080702441942
685,-0.009948115446940051
686,0.010244094280837208
687,0.010696216057984282
688,0.013377857696395554
689,0.0402863348976122
690,0.07214591035233987
691,0.07601076731884165
692,0.04963274267022466
693,0.016605749678123435
694,-0.005002215139110576
695,-0.013692696503162904
696,-0.015306202701024332
697,-0.014483626240120728
698,-0.013160429948563632
699,-0.011861058711442763
700,-0.01067495284029844
701,-0.009607457556268536
702,-0.008663383558377155
703,-0.007922211534994422
704,-0.007838034190693845
705,-0.01003700661980221
706,-0.018207337078049876
707,-0.036208826887211595
708,-0.059943619114370406
709,-0.06974342927148852
710,-0.04251560722237603
711,0.01746305771905273
712,0.07144385616633865
713,0.0845529496716685
714,0.060286810878211014
715,0.026777288542054935
716,0.003569292361683872
717,-0.008944443842890124
718,-0.020206806427006695
719,-0.03871639311047154
720,-0.0623422668054948
721,-0.07204405028369092
722,-0.04529420994255698
723,0.011979539422712099
724,0.057334658579404084
725,0.0520324483264606
726,0.003679356509379464
727,-0.03983842612599353
728,-0.03542332790839721
729,0.014672077981405733
730,0.06593252679654305
731,0.07875954309719861
732,0.054256206577269844
733,0.018475463397749692
734,-0.01236833757921986
735,-0.04012775845849244
736,-0.06645343337670084
737,-0.0763103059167847
738,-0.048550962535597576
739,0.012014566179417735
740,0.06654021378066702
741,0.08013967152456393
742,0.05631486054581688
743,0.023202533242900277
744,0.00035201259244476216
745,-0.01183999563520524
746,-0.02282947479782575
747,-0.041201960976663635
748,-0.065270649936531
749,-0.07753720461734626
750,-0.05870403615387585
751,-0.016928751836263856
752,0.01313555265067368
753,0.01628130443901481
754,0.019112481048521836
755,0.04557266224698081
756,0.07692027672450714
757,0.0803076970537922
758,0.05349997943168014
759,0.020086262763433334
760,-0.0018697533623316942
761,-0.010873480904061917
762,-0.012768908661833432
763,-0.012216733362584406
764,-0.011245392691235893
765,-0.010845568989046608
766,-0.012743787938319599
767,-0.02064344026471543
768,-0.03840131975521053
769,-0.061933534453304934
770,-0.07165951940898457
771,-0.04494813215532134
772,0.012274337673488608
773,0.05747481067264786
774,0.05145054140118102
775,0.000172864428450048
776,-0.05216830011905782
777,-0.06634243801912161
778,-0.04051079603412601
779,0.0004904398717449632
780,0.040240310319299026
781,0.07602404510555019
782,0.09675972638283531
783,0.08738984301709365
784,0.05297461171740237
785,0.014355923933426717
786,-0.016800638664044812
787,-0.04436716209974478
788,-0.07099361222076224
789,-0.08337924272461769
790,-0.06410370854061072
791,-0.021930295074515847
792,0.00792611992704799
793,0.008610039139574019
794,0.00303431115879733
795,0.011280085829262099
796,0.018701283032680347
797,0.012116430662592933
798,0.012381318801564446
799,0.03880657241552036
800,0.07070562954373778
801,0.0746978428333643
802,0.04845111063329502
803,0.015542280844886725
804,-0.0059593370890236395
805,-0.01455410625808467
806,-0.01608147148045392
807,-0.015181368141607358
808,-0.01378839765990161
809,-0.012426229651646959
810,-0.011200278444217728
811,-0.010205416932250836
812,-0.009892919048224487
813,-0.011886402991579718
814,-0.019871793812649655
815,-0.037706837948351446
816,-0.061291829069396286
817,-0.07095681823101181
818,-0.043607657285946996
819,0.016480212661838793
820,0.070559295614846
821,0.08374017341758956
822,0.05944681767482053
823,0.025438417182259716
824,8.957609888932822e-05
825,-0.018267443751455354
826,-0.03924569874145421
827,-0.06338484759238752
828,-0.07296570123415885
829,-0.04543232374651486
830,0.014838012847327671
831,0.06906464402405046
832,0.08228649241115411
833,0.0575556272922848
834,0.021461613798998684
835,-0.009680802218095776
836,-0.037708976633480815
837,-0.06427652973419043
838,-0.07435109263852535
839,-0.04678767058516414
840,0.013601528934807879
841,0.06796848026051823
842,0.08140843959869462
843,0.05734825723781512
844,0.023549712788954846
845,-0.0016102578550850795
846,-0.01979729431003236
847,-0.040622564244173556
848,-0.06462402654483497
849,-0.07409763404909706
850,-0.046576229612414165
851,0.013100453758819519
852,0.06451806499621546
853,0.06902054016587472
854,0.025794046754566605
855,-0.03447948360082771
856,-0.07582196194649472
857,-0.07698254126707622
858,-0.04389563368523517
859,-0.0002811819752744568
860,0.040128728133725367
861,0.07603211571325333
862,0.09680033344523914
863,0.08755155570571214
864,0.05382819694635793
865,0.018106926487664526
866,-0.004234033487267398
867,-0.013109827591223503
868,-0.014798292438014424
869,-0.014026507003411858
870,-0.012749022635525641
871,-0.011490792129708521
872,-0.010341712916737586
873,-0.009307541625063791
874,-0.008376787462557456
875,-0.0075391087163017975
876,-0.006785197844671675
877,-0.0061066780602044984
878,-0.005496010254184007
879,-0.004946409228765591
880,-0.004451768305889062
881,-0.004006591475300204
882,-0.003605932327770201
883,-0.0032453390949931404
884,-0.0029208051854937543
885,-0.002628724666944328
886,-0.00236585220024989
887,-0.002129266980224926
888,-0.0019163402822024703
889,-0.0017247062539822687
890,-0.001568907386319592
891,-0.0015538547378781138
892,-0.0022316794057440255
893,-0.005699331122546027
894,-0.017302876736432382
895,-0.0446940100324386
896,-0.08811055127124018
897,-0.125432118976729
898,-0.1176036311458756
899,-0.04968490820710016
900,0.03938211613611195
901,0.09563031579510031
902,0.11078007039096244
903,0.11226264882888667
904,0.10946042339988746
905,0.089063561735469
906,0.04922345067678381
907,0.004080579915621212
908,-0.03680513525152804
909,-0.06979616585267355
910,-0.0816101689418746
911,-0.053920388492657886
912,0.006948421910889034
913,0.0612559683720569
914,0.07240107480863718
915,0.04019276413899051
916,-0.01100441070775511
917,-0.05709853982756167
918,-0.07648205536604338
919,-0.052271190364851894
920,0.004992213233447798
921,0.050920898676611086
922,0.04624339265621124
923,-0.0015474653515805473
924,-0.04466773213331253
925,-0.04047774712418312
926,0.007140324839020724
927,0.04999658960590415
928,0.044720142441111825
929,-0.003026885119889418
930,-0.045890715350071005
931,-0.04087038821006683
932,0.009769723709903234
933,0.06152040795219092
934,0.07478863613728172
935,0.05068239031334456
936,0.015259028760216793
937,-0.015279800510735091
938,-0.042873241429311156
939,-0.06963241185963645
940,-0.08215416239960434
941,-0.062984464490363
942,-0.020797809096837774
943,0.009653401116157114
944,0.01314736805794982
945,0.01629193830556323
946,0.043034173778317975
947,0.07463563710271057
948,0.07825152139417532
949,0.051649421338025
950,0.018404088721408265
951,-0.003508876332609181
952,-0.013056735386510459
953,-0.017716613544214825
954,-0.02582702711922002
955,-0.043191714256719665
956,-0.06624488950466315
957,-0.07541457262275196
958,-0.04761963623851313
959,0.012869431604529268
960,0.06730959266326743
961,0.08083211251890432
962,0.05695472919845872
963,0.023903581362732847
964,0.0016909997094928415
965,-0.007652131381684273
966,-0.009869694091693462
967,-0.009590768491722846
968,-0.0086316916425507
969,-0.007768522478295772
970,-0.006991670230466292
971,-0.00630197241918493
972,-0.005710395898275052
973,-0.005278517035526402
974,-0.005192548666748576
975,-0.005915073354706909
976,-0.008366172403690331
977,-0.014025383427014154
978,-0.024615482035588308
979,-0.041078562880658476
980,-0.061997956689977374
981,-0.08247605866646252
982,-0.09493509716553611
983,-0.0923311581499124
984,-0.07201662916774505
985,-0.037262787618063564
986,0.004878286528603559
987,0.0471136630715954
988,0.08335382663971055
989,0.10751845515876118
990,0.11290719538637026
991,0.09504419103015696
992,0.056636406004037354
993,0.009944890929044839
994,-0.026883386558561685
995,-0.03841954999525917
996,-0.020397546443246872
997,0.017522979991578255
998,0.056845539862807604
999,0.08002936747132873
1000,0.07859288272271343
1001,0.05476968361806884
1002,0.01724295008280472
1003,-0.0243747095132636
1004,-0.06210417424817763
1005,-0.08899805089159754
1006,-0.09861478975171645
1007,-0.08730174676000796
1008,-0.05821133772125189
1009,-0.022511836520807696
1010,0.005589491439109785
1011,0.01780452057567998
1012,0.01763230505271525
1013,0.017386240287741956
1014,0.02802780113744794
1015,0.04998201571575078
1016,0.07230007924382412
1017,0.08030594848845105
1018,0.06517068049132235
1019,0.028762796602755766
1020,-0.01782944867027498
1021,-0.05927476501560548
1022,-0.08157643825073728
1023,-0.0772385579310307
1024,-0.04923336882787564
1025,-0.011294085090954205
1026,0.017681484283733905
1027,0.023539410812550995
1028,0.0050028471272427835
1029,-0.02598910669504831
1030,-0.05231381123399398
1031,-0.06237058660150688
1032,-0.05598513375473955
1033,-0.04239820822020085
1034,-0.03339711065540065
1035,-0.036890934789551494
1036,-0.05384817782652994
1037,-0.07819534932911457
1038,-0.09894023141865071
1039,-0.1047168637698937
1040,-0.08947544793971877
1041,-0.05549600313910053
1042,-0.01084791203676689
1043,0.03655672962268001
1044,0.08266084745871916
1045,0.12587277024918891
1046,0.16352470123397073
1047,0.19102744445948955
1048,0.20469208778498232
1049,0.20449498511810058
1050,0.19332148643084632
1051,0.17344080075295717
1052,0.14420296937989457
1053,0.10341997107098522
1054,0.050998660185972884
1055,-0.00849236046097375
1056,-0.06592329851934292
1057,-0.1097449451454823
1058,-0.12922262823474404
1059,-0.11848761432313826
1060,-0.08048135609994211
1061,-0.028015149958157598
1062,0.020295693099768367
1063,0.0479540839019299
1064,0.04747506446464035
1065,0.021982292931447822
1066,-0.018238954388092102
1067,-0.06046158781716137
1068,-0.09243844706184039
1069,-0.10393986744238487
1070,-0.08922949174524297
1071,-0.050609113246815114
1072,-2.5313901478446477e-07
1073,0.04456647264552116
1074,0.06675729543940015
1075,0.0593044087745471
1076,0.02651628923034699
1077,-0.01847983423549592
1078,-0.058976345354754545
1079,-0.07993638948602452
1080,-0.07271990765833512
1081,-0.03880044683407048
1082,0.009646298319971089
1083,0.05422961727109288
1084,0.07850408486788724
1085,0.07497006533400198
1086,0.04672779371387328
1087,0.0040319963160907815
1088,-0.04041773218339681
1089,-0.0743989769914523
1090,-0.08770434437903558
1091,-0.0746175209882286
1092,-0.037458339565502166
1093,0.011825973962401641
1094,0.05517145631578726
1095,0.07616262001556066
1096,0.06732731755831663
1097,0.032504596792871515
1098,-0.01609434309266934
1099,-0.06318607086282453
1100,-0.09526642684802289
1101,-0.1041706392688859
1102,-0.08899020899042646
1103,-0.055403834394843365
1104,-0.01223908257859134
1105,0.03249845788321317
1106,0.0730649669065332
1107,0.10457652821450694
1108,0.12180074554127696
1109,0.12073123566356879
1110,0.1017393898870386
1111,0.0707101765937707
1112,0.03648075723312719
1113,0.00643396034248276
1114,-0.01658940295038017
1115,-0.03455069820710837
1116,-0.05228535665711554
1117,-0.0745997661647732
1118,-0.103235987429011
1119,-0.13454958794704783
1120,-0.15936012587281345
1121,-0.16623531491396568
1122,-0.14771108971234823
1123,-0.10597961574544443
1124,-0.053825908711851556
1125,-0.009132282119388664
1126,0.014113388975415609
1127,0.012933522150148523
1128,-0.0033823805887471456
1129,-0.018128419827238843
1130,-0.01524386161293063
1131,0.013495436322339129
1132,0.06545714174394815
1133,0.12917873354462187
1134,0.18942892010091
1135,0.2321600346451937
1136,0.24770055342711753
1137,0.2325736186346513
1138,0.19043546560210106
1139,0.13136890276347996
1140,0.06869408360431875
1141,0.014311312502118576
1142,-0.02496875352585533
1143,-0.04821399651681804
1144,-0.058567000927944826
1145,-0.060616220889798775
1146,-0.05849044106658807
1147,-0.05525464758450949
1148,-0.053213672545287645
1149,-0.05439760276621706
1150,-0.06055668603887
1151,-0.07224142607351794
1152,-0.08717970862718437
1153,-0.09922485120810978
1154,-0.09969056717938597
1155,-0.08192274812006176
1156,-0.04698246324355414
1157,-0.00596156179392341
1158,0.02451296181378797
1159,0.03193991996596066
1160,0.016194308692637775
1161,-0.010232731938757286
1162,-0.030711108588429833
1163,-0.035444592890031185
1164,-0.026607132935318963
1165,-0.014162501434915781
1166,-0.006666264871634005
1167,-0.005071508320484437
