,PSD
253,12.274765301900299
254,82.97835641336313
255,77.53067780598359
256,59.30139450334471
257,58.85814608029981
258,43.68605970348331
259,66.45667794666208
260,52.21009478090473
261,40.767771056866174
262,33.91542092911313
263,16.205323755644226
264,38.79248189715462
265,38.009023582781936
266,51.786944794201176
267,57.01708127653836
268,52.8837859810957
269,54.41560397118788
270,41.7342650722553
271,75.82233439932524
272,57.12154517186455
273,84.71448433195675
274,82.04811311708117
275,69.2266298025532
276,45.41650253337332
277,58.06080987302729
278,66.0316184221994
279,45.912353700884815
280,138.67046006393653
281,116.3170093884131
282,97.3837511507862
283,41.32098666859626
284,33.661039201732635
285,39.793539870826095
286,25.371258069976566
287,19.670599215478244
288,34.58657739603335
289,47.24533081495139
290,27.00598641318572
291,71.85890939481565
292,86.20377678182646
293,70.66721571344641
294,99.57907269908198
295,84.65601460842053
296,62.13540901227459
297,53.06214880826079
298,99.75061125385099
299,87.68188002403373
300,83.98485416698637
301,44.145294016418774
302,52.23361350664037
303,72.30271330572198
304,55.04302018901755
305,19.580980003951968
306,30.42610802811465
307,36.32735409916626
308,55.684491501723684
309,41.56780656853895
310,31.843670223199954
311,61.74172328050212
312,69.98208257493724
313,71.02632244297091
314,51.99294251322506
315,56.32087388667811
316,113.67042716209909
317,29.085005790343924
318,95.20543256791534
319,76.10866933047171
320,71.17401871244972
321,88.34243007433534
322,95.64069834620251
323,53.20105263083934
324,71.54185846323158
325,29.177251749483705
326,36.6179923428118
327,60.15067246664101
328,55.4227436113128
329,58.76080185833559
330,20.190694930260666
331,33.91611080670952
332,31.042575017430494
333,20.760446024389122
334,29.52009935025277
335,32.403784751484494
336,32.76068510252427
337,45.97790382822709
338,61.97655911852104
339,40.74392092928784
340,50.241419575914726
341,30.105323475127737
342,56.63213895561796
343,61.1451685835001
344,68.32365208685957
345,63.019752022513096
346,53.501457155324346
347,57.52288927892509
348,43.17175520025052
349,23.00474302411104
350,31.707574198318316
351,48.06753936587097
352,43.280689846048936
353,57.62571635683864
354,38.44076638324643
355,29.444484294297695
356,52.14746058434338
357,46.003689933624955
358,57.824288192323024
359,48.58265173250734
360,41.30732265031045
361,35.534282746286436
362,68.00192103544109
363,65.75049323183755
364,42.79663647558102
365,60.47278215765047
366,16.376870258465704
367,42.1762899360045
368,78.19536407902763
369,43.610530120669864
370,67.79159330891297
371,52.69705787589679
372,43.60724465358469
373,22.918406143927854
374,39.70957059154111
375,34.35258251604661
376,31.745349693234576
377,33.52083232678795
378,46.41503581948987
379,64.68020172429985
380,51.734218987889946
381,16.68364700734923
382,73.80492113772202
383,46.13209306300772
384,43.889882730752944
385,26.86569820897765
386,42.4043725152687
387,73.35449512789505
388,54.70173668356109
389,107.48496872952944
390,34.131847912242186
391,66.83599344654732
392,45.10642576313719
393,29.947935452312624
394,48.206434209602754
395,32.90152381133417
396,45.927696398160855
397,26.656642492262826
398,45.145429139955546
399,36.151381432712455
400,21.71686552527891
401,38.62723509682709
402,46.24458581716373
403,18.39362760811011
404,32.51508822834932
405,51.9650134125603
406,27.47523989958896
407,32.65635193760162
408,44.45453756924684
409,57.58757674313244
410,91.45755966991545
411,35.07713877164118
412,22.80570435298571
413,31.032735865637168
414,61.33895363566588
415,87.34478745804998
416,55.24255047730324
417,42.70720418041727
418,25.345798109846793
419,22.853761370373846
420,15.75809898912162
421,24.176691500930946
422,15.844286102411306
423,21.75565939533594
424,39.353166840285795
425,27.742204024662577
426,39.97066695611031
427,34.46568173511548
428,43.866672622028815
429,50.011897327450015
430,57.99377313709233
431,31.813256567400817
432,29.154238668846087
433,42.4579139256585
434,27.229806792690212
435,29.04486823920114
436,33.77615771460721
437,69.4722859347715
438,40.75383856198699
439,13.360385077833065
440,34.523231265844196
441,45.09990755886642
442,35.582687608524374
443,31.923393083302503
444,39.211661867194614
445,28.441079187955985
446,19.088470027972694
447,19.625588742198524
448,39.318410555540375
449,40.59395408142632
450,21.626753984642697
451,40.229597601777996
452,55.629692448400334
453,36.20504924562994
454,48.8775310619609
455,65.8314751908557
456,47.13377652203397
457,62.4450842223611
458,29.526894518181724
459,48.45330166113397
460,40.27515510048029
461,33.37723903390778
462,39.008360071364585
463,13.855531973697175
464,23.80859531097249
465,28.288017211630955
466,21.904865990016596
467,21.712419925646767
468,23.81342780368776
469,19.64962100031462
470,24.185244845511896
471,29.86994833271224
472,29.558992196724347
473,57.850998308053725
474,37.42589288954752
475,27.485215484442033
476,41.923747252887914
477,48.01050381049495
478,37.290609340450246
479,57.09097951455347
480,50.53286707981572
481,43.0414651225869
482,51.714188329184
483,63.99473122707037
484,37.68776651148008
485,25.828965360314495
486,35.21213060989079
487,19.475120087977412
488,24.328093652519282
489,16.90369914042251
490,27.683639636785735
491,37.74239106337863
492,41.19144520650697
493,35.93407733360033
494,40.32429996837569
495,66.12443869092363
496,37.49010510551493
497,39.84733262713139
498,75.99078737930259
499,77.41266575629739
500,38.91559653986944
501,31.817639109721114
502,83.77557313378192
503,60.15445862983808
504,51.57027655435467
505,30.23531108768441
506,29.34941751439582
507,41.208732468202086
508,47.75501691489356
509,28.764114550533574
510,44.59983603605033
511,30.01831179921947
512,8.19572437764387
