,Unnamed: 0,username,bot_type,node_entanglement,eigenvector_centrality,betweenness_centrality,closeness_centrality,clique_number,page_rank,random_walk,cluster_leaf
43,41,POTUS,private_account,-0.0023439493056063,0.0052862501678086,0.0115916604442914,0.045224222813356,2,0.0005837480759483,0.0005837480759483,41
44,38,ulfsark9,private_account,-8.211066992558358e-06,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,38
45,39,PeterHotez,private_account,-8.211066992558358e-06,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,39
46,36,Corona_SSYT,private_account,-8.211066992558358e-06,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,36
47,37,ZubyMusic,,-8.711253940418828e-12,8.95060836000854e-05,0.0099508655963872,0.0431052833241091,2,0.0005812855597263,0.0005812855597263,37
48,31,CBSNews,other,-0.0023439493056063,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,31
49,32,weplaywithtoys,spammer,-0.0023439493056063,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,32
50,35,gilsdesk,other,0.1089134741988715,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,35
51,33,BeverlyFoy6,private_account,-4.9986741981200566e-05,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,33
52,34,stefcyclops,private_account,-8.211066992558358e-06,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,34
53,25,petemcmartin,private_account,0.0069247723763812,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,25
54,23,sinfoid,private_account,1.7763568394002505e-15,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,23
55,24,picardonhealth,spammer,0.0022513133844626,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,24
56,26,VancouverSun,spammer,-0.0023439493056063,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,26
57,27,SteveWi60622710,other,-0.0023439493056063,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,27
58,30,shanny2137,spammer,-4.9986741981200566e-05,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,30
59,28,mushinghuskies,private_account,-4.9986741981200566e-05,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,28
60,29,queensnycfrank,private_account,-0.0023439493056081,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,29
61,91,bfialek,spammer,-0.0023439493056081,8.491868406795239e-07,0.0,0.0271497863769894,2,0.0003460663187802,0.0003460663187802,91
62,92,EricTopol,self_declared,-0.0023439493056081,8.491868406795239e-07,0.0,0.0271497863769894,2,0.0003460663187802,0.0003460663187802,92
63,87,behemoth_mark,self_declared,-8.211066994334715e-06,8.491868406795239e-07,0.0,0.0271497863769894,2,0.0003460663187802,0.0003460663187802,87
64,88,BBCWorld,spammer,-8.211066994334715e-06,8.491868406795239e-07,0.0,0.0271497863769894,2,0.0003460663187802,0.0003460663187802,88
65,89,Teresa12369786,spammer,-8.211066994334715e-06,8.491868406795239e-07,0.0,0.0271497863769894,2,0.0003460663187802,0.0003460663187802,89
66,90,wirtualnapolska,private_account,-8.211066994334715e-06,8.491868406795239e-07,0.0,0.0271497863769894,2,0.0003460663187802,0.0003460663187802,90
67,86,Daniel2510G,spammer,-8.211066994334715e-06,1.0006323332057036e-05,0.0039490107580009,0.0327232181332414,2,0.0100037275738859,0.0100037275738859,86
68,84,PoughYolonda,private_account,-8.211066992558358e-06,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,84
69,85,Reuters,spammer,0.0007115772706569,8.491868406795239e-07,0.0,0.0271497863769894,2,0.0003460663187802,0.0003460663187802,85
70,80,TheM0dalice,private_account,-8.211066990782001e-06,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,80
71,81,MartinR93984007,other,-0.0023439493056081,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,81
72,82,nytimes,private_account,-8.211066994334715e-06,8.897398309134836e-05,0.0001246017140137,0.0376604054305374,2,0.0006540238267292,0.0006540238267292,82
73,83,GovRonDeSantis,spammer,-0.0023439493056063,9.09631819550446e-05,0.0009850937489108,0.0379712814187612,2,0.0014938660760279,0.0014938660760279,83
74,72,mrdkoser,spammer,-8.211066994334715e-06,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,72
75,73,JamesManni2,spammer,-8.211066994334715e-06,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,73
76,74,BaringMyClaws,,-8.211066994334715e-06,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,74
77,75,trukurt1965,spammer,-8.211066994334715e-06,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,75
78,78,Karen22912,private_account,-8.211066990782001e-06,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,78
79,79,RanRan33764306,self_declared,-8.211066990782001e-06,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,79
80,76,ronnoconiv,private_account,-8.211066994334715e-06,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,76
81,77,akoonce53,self_declared,1.7763568394002505e-15,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,77
82,68,NewsGuyGreg,private_account,-0.0023439493056045,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,68
83,69,RRapier,spammer,-0.0023439493056045,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,69
84,70,Popehat,spammer,-8.211066994334715e-06,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,70
85,71,MSNBC,spammer,-8.211066994334715e-06,8.897398309134836e-05,0.0001246017140137,0.0376604054305374,2,0.0006540238267292,0.0006540238267292,71
86,67,HP_DarthMaul,private_account,-8.211066992558358e-06,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,67
87,65,tr6_guy,self_declared,-8.211066992558358e-06,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,65
88,66,cbaccus,spammer,-8.211066992558358e-06,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,66
89,61,DoctorsOfBC,spammer,-8.211066992558358e-06,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,61
90,62,drawolak,private_account,-8.211066992558358e-06,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,62
91,63,MeetThePress,private_account,-8.211066992558358e-06,8.83332520034553e-05,0.0,0.0376164096298008,2,0.0003370073759744,0.0003370073759744,63
92,64,RWMaloneMD,,-8.211066992558358e-06,8.898843219893915e-05,0.002148454306485,0.0384243993354529,2,0.0005900231356241,0.0005900231356241,64
93,141,SpringSteps,other,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,141
94,142,khoops77,spammer,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,142
95,145,BuffyWicks,spammer,-0.0023439493056063,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,145
96,143,TheTxPundit,spammer,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,143
97,144,Mortheous,spammer,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,144
98,140,Hollywood1114,spammer,-0.0023439493056081,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,140
99,138,sanaayesha__,private_account,-0.0023439493056081,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,138
100,139,basset_james,spammer,-0.0023439493056081,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,139
101,135,catturd2,,3.552713678800501e-15,1.1813800000150095e-06,0.0001246017140137,0.0309017722102778,2,0.0006573053860207,0.0006573053860207,135
102,136,Breaking911,spammer,-0.0023439493056081,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,136
103,137,mercola,self_declared,-0.0023439493056081,1.3697196241903616e-43,0.0,0.000392618767177,2,0.0006322911068255,0.0006322911068255,137
104,122,bev768,,-0.0023439493056081,1.949461247851516e-11,0.0009520927999022,0.0186530044970505,2,0.01469035230488,0.01469035230488,122
105,120,thehill,spammer,0.0,1.1950502723331548e-36,0.0,0.0007067137809187,2,0.0004390746261705,0.0004390746261705,120
106,121,tone_we,spammer,0.0,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,121
107,123,Crippsy1969,self_declared,-0.0023439493056081,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,123
108,124,PostOpinions,self_declared,-0.0023439493056081,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,124
109,125,News12NJ,self_declared,-0.0023439493056081,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,125
110,126,krccanuck,spammer,1.7763568394002505e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,126
111,127,CanonTakeMeAway,self_declared,-0.0023439493056063,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,127
112,128,BreesAnna,self_declared,-0.0023439493056063,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,128
113,129,AstorAaron,spammer,-0.0023439493056063,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,129
114,130,MyMomSaysImFun1,spammer,0.0,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,130
115,131,EpochTimes,spammer,-0.0023439493056081,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,131
116,132,Parislll,spammer,-0.0023439493056081,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,132
117,133,trapperjohn151,private_account,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,133
118,134,DebbieLemieux10,spammer,-0.0023439493056063,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,134
119,115,gravelmath,spammer,0.0,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,115
120,116,PressSec,spammer,0.0,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,116
121,119,Jereme45,private_account,-0.0023439493056081,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,119
122,117,doublekx3,other,-0.0023439493056081,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,117
123,118,LoveEternal444,spammer,-0.0023439493056081,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,118
124,109,RollingStone,self_declared,-0.0023439493056081,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,109
125,110,margbrennan,other,-0.0023439493056081,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,110
126,111,FaceTheNation,spammer,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,111
127,112,UtdBarney,spammer,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,112
128,113,Hezbo3,self_declared,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,113
129,114,united,spammer,-0.0023439493056045,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,114
130,93,CellCellPress,spammer,-8.211066992558358e-06,8.491868406795239e-07,0.0,0.0271497863769894,2,0.0003460663187802,0.0003460663187802,93
131,94,WHO_Europe,private_account,-8.211066992558358e-06,8.491868406795239e-07,0.0,0.0271497863769894,2,0.0003460663187802,0.0003460663187802,94
132,95,pahowho,self_declared,-8.211066992558358e-06,8.491868406795239e-07,0.0,0.0271497863769894,2,0.0003460663187802,0.0003460663187802,95
133,96,WHOSEARO,private_account,-8.211066992558358e-06,8.491868406795239e-07,0.0,0.0271497863769894,2,0.0003460663187802,0.0003460663187802,96
134,97,HurricaneA10,self_declared,-8.211066992558358e-06,8.491868406795239e-07,0.0,0.0271497863769894,2,0.0003460663187802,0.0003460663187802,97
135,98,WHOWPRO,other,-8.211066992558358e-06,8.491868406795239e-07,0.0,0.0271497863769894,2,0.0003460663187802,0.0003460663187802,98
136,99,WHOEMRO,self_declared,-8.211066992558358e-06,8.491868406795239e-07,0.0,0.0271497863769894,2,0.0003460663187802,0.0003460663187802,99
137,100,superbirdman1,spammer,-8.211066992558358e-06,8.491868406795239e-07,0.0,0.0271497863769894,2,0.0003460663187802,0.0003460663187802,100
138,101,opsoms,self_declared,-0.0023439493056045,8.491868406795239e-07,0.0,0.0271497863769894,2,0.0003460663187802,0.0003460663187802,101
139,102,highstockss,private_account,-0.0023439493056045,8.491868406795239e-07,0.0,0.0271497863769894,2,0.0003460663187802,0.0003460663187802,102
140,103,GarryHaney4,spammer,-8.211066990782001e-06,8.491868406795239e-07,0.0,0.0271497863769894,2,0.0003460663187802,0.0003460663187802,103
141,104,GBroadcasts,spammer,0.0708356232564302,8.491868406795239e-07,0.0,0.0271497863769894,2,0.0003460663187802,0.0003460663187802,104
142,105,Caleb55159410,private_account,1.7763568394002505e-15,8.491868406795239e-07,0.0,0.0271497863769894,2,0.0003460663187802,0.0003460663187802,105
143,106,nypost,spammer,1.7763568394002505e-15,1.3697196241903616e-43,0.0,0.000392618767177,2,0.0006322911068255,0.0006322911068255,106
144,107,GovTimWalz,private_account,1.7763568394002505e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,107
145,108,CobyJayJr42,,1.7763568394002505e-15,1.027322791866963e-07,0.0019285507864557,0.026567365217087,2,0.0011998890069447,0.0011998890069447,108
146,169,ClaireFosterPHD,spammer,-1.4215916198878633e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,169
147,170,pierce_zimmer,spammer,-0.0023439493056063,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,170
148,173,Idonotconsent6,self_declared,-1.4215916198878633e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,173
149,171,Tjeerd001,self_declared,-1.4215916198878633e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,171
150,172,critica18495985,spammer,-1.4215916198878633e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,172
151,164,EmM92421128,spammer,1.7763568394002505e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,164
152,165,TimFullerton,other,0.0,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,165
153,168,JimWoodAD2,spammer,0.0826142416891695,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,168
154,166,benwakana46,spammer,-0.0023439493056081,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,166
155,167,Nesto2019,self_declared,-1.4215916198878633e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,167
156,146,imatrumpgirl,private_account,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,146
157,147,susanne37466865,spammer,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,147
158,148,AlexPKetinLives,spammer,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,148
159,149,nan5678,spammer,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,149
160,150,Wolf14064576,spammer,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,150
161,151,LynnWal12343534,self_declared,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,151
162,152,Dljwinter1,spammer,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,152
163,153,DCGreenZone1,private_account,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,153
164,159,_Mr_Red_Beard,spammer,-0.0023439493056063,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,159
165,160,DrWoodcockFDA,spammer,-0.0023439493056063,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,160
166,163,Cjk857,spammer,-0.0023439493056081,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,163
167,161,DrTessaT,self_declared,-0.0023439493056063,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,161
168,162,JoeDun87079636,private_account,1.7763568394002505e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,162
169,154,TheKanehB,other,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,154
170,155,HaloTink,private_account,3.552713678800501e-15,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,155
171,158,VICENews,,-0.0023439493056063,1.172831596630095e-06,0.0,0.0308721444325115,2,0.0003391218497758,0.0003391218497758,158
172,156,_dickjamer,spammer,-0.0023439493056063,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,156
173,157,TrumpTacos4,spammer,-0.0023439493056063,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,157
174,192,sexygirl798,other,-1.4215916198878633e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,192
175,193,Parker5Max,spammer,-1.4215916198878633e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,193
176,194,MarJeanSolo,spammer,-1.4215916198878633e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,194
177,195,NBCOlympics,other,-1.4215916198878633e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,195
178,190,dragonSlayertwo,spammer,-0.0023439493056063,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,190
179,191,SRichards0228,spammer,-0.0023439493056063,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,191
180,189,PamLongCO,other,-1.4215916195325916e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,189
181,187,FinancialTimes,self_declared,-1.4215916195325916e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,187
182,188,beadacratiain,spammer,-1.4215916195325916e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,188
183,185,WNYOpenSchools,spammer,-1.4215916195325916e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,185
184,186,CD6Nury,private_account,-1.4215916195325916e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,186
185,183,drsimonegold,,-0.0023439493056045,3.2106092701791154e-27,0.0,0.0020664145640898,2,0.0003714488579412,0.0003714488579412,183
186,184,NYCMayor,other,-0.0023439493056045,7.025877006722878e-11,0.0,0.0179585313123868,2,0.0003547863953626,0.0003547863953626,184
187,174,VAware1986,spammer,-0.0023439493056045,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,174
188,175,WebMD,spammer,-0.0023439493056045,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,175
189,176,cvspharmacy,self_declared,-0.0023439493056045,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,176
190,177,thatswhatsup333,spammer,-1.4215916198878633e-05,3.041388528114112e-59,0.0,0.0,1,9.484366602384685e-05,9.484366602384685e-05,177
