,network_energy_and_bot_energy
2300,0.048086587319270145
2301,0.048119738281498944
2302,0.04814553914323931
2303,0.04815870085011771
2304,0.04816415253315227
2305,0.0481846669203185
2306,0.04819182854262254
2307,0.04819755737987254
2308,0.04820087663309093
2309,0.04822428378101507
2310,0.04822979948056437
2311,0.0482467108374931
2312,0.0482895638425779
2313,0.04830208978325001
2314,0.04836768632392542
2315,0.04844528762191993
2316,0.04850783230660907
2317,0.04856439297585418
2318,0.04863414003805981
2319,0.04865963562194644
2320,0.048737844480341554
2321,0.04878286180167245
2322,0.04879902385208801
2323,0.04885715765870954
2324,0.048868110293310736
2325,0.04887703919891205
2326,0.04889275503906906
2327,0.04889319023159426
2328,0.04890264411553924
2329,0.048908470590344325
2330,0.04891460121657132
2331,0.04895380762010912
2332,0.048956628683078096
2333,0.04896683193027635
2334,0.048978814306203086
2335,0.04900952057228635
2336,0.04905418798226046
2337,0.04905946406749885
2338,0.04916738442553228
2339,0.049263197232663584
2340,0.04929861525743811
2341,0.049318224191071416
2342,0.04933099391593688
2343,0.049381460346093066
2344,0.04942137697740278
2345,0.04942759061399359
2346,0.049471149560233456
2347,0.04950078887107349
2348,0.04951455515738401
2349,0.04953634125138574
2350,0.049538058866392315
2351,0.04957591590079206
2352,0.04961055001493654
2353,0.04967511777109691
2354,0.04967893855767568
2355,0.04973659481619928
2356,0.04975088098091426
2357,0.04982044757710367
2358,0.049829445149030635
2359,0.04986088111057075
2360,0.049935077828799
2361,0.04998449111637382
2362,0.05001263805025268
2363,0.05002327342336301
2364,0.050047781181191076
2365,0.050050161229552595
2366,0.05005031975439639
2367,0.05011819816955827
2368,0.05019719086226961
2369,0.050205724880812666
2370,0.050211955477935964
2371,0.050232591795815296
2372,0.050293056508083106
2373,0.05033949180635703
2374,0.05039946419588106
2375,0.05040822775570423
2376,0.05054379548192531
2377,0.05054736917073607
2378,0.05057233516364739
2379,0.05062603486108946
2380,0.050655361359318876
2381,0.05065837115817521
2382,0.05068243809281032
2383,0.050744826429161914
2384,0.05075276932753999
2385,0.05077377415036596
2386,0.050794315553373034
2387,0.050813770292361636
2388,0.05082522507246959
2389,0.050854589121424494
2390,0.05085840827685652
2391,0.05088125129413562
2392,0.05089250810970079
2393,0.05090380688633266
2394,0.05090689457335047
2395,0.050925699070610585
2396,0.05095433889039358
2397,0.050969736543721764
2398,0.051059077501156826
2399,0.05106038739915404
2400,0.0511006046101773
2401,0.05110987062193666
2402,0.051154279795234014
2403,0.05116828561334627
2404,0.051173351338027015
2405,0.05118982720568156
2406,0.051190973883432564
2407,0.051210830129254196
2408,0.051231009237070156
2409,0.051298296879442686
2410,0.051327294169584335
2411,0.05133623023223624
2412,0.051417543768166686
2413,0.05142294144382917
2414,0.051438446492289715
2415,0.051468200796273185
2416,0.05148273225174686
2417,0.051491068273539276
2418,0.051493463662544904
2419,0.05151234479299199
2420,0.051579908198678734
2421,0.051645430638129694
2422,0.051649207355611786
2423,0.05168114077114209
2424,0.051727838275932504
2425,0.05175012591261241
2426,0.051760361845102125
2427,0.0517805305869811
2428,0.05183519602247904
2429,0.05189032468998074
2430,0.051942433808737996
2431,0.05205412892432654
2432,0.052091339599714265
2433,0.052102361965153644
2434,0.052118317150922334
2435,0.05213406640434365
2436,0.05213713693537119
2437,0.05214588057121732
2438,0.05216706145879945
2439,0.05216855284669274
2440,0.05219682325156861
2441,0.05224959780653675
2442,0.05236744440359961
2443,0.05241454049341105
2444,0.05242070041134078
2445,0.0524496258569239
2446,0.052474151784318995
2447,0.05248615255537827
2448,0.052513343976678895
2449,0.05251848956159677
2450,0.05268678530336721
2451,0.052705909489144415
2452,0.0527650561621855
2453,0.05285975867974716
2454,0.05289360041304107
2455,0.05290549491376047
2456,0.05290848304953022
2457,0.05293598538957811
2458,0.052967998052686205
2459,0.05299037974499963
2460,0.05299788565202358
2461,0.05304201424303701
2462,0.05307475237474658
2463,0.053101969465910094
2464,0.05311616904107387
2465,0.053123202230151434
2466,0.053126529406911274
2467,0.05312792144288292
2468,0.05316834609939264
2469,0.053189643760220756
2470,0.05319221768915253
2471,0.05320073551143588
2472,0.053252141336319406
2473,0.053257917887957855
2474,0.0532716467816642
2475,0.05328718818806181
2476,0.05330123933715421
2477,0.05342534243890723
2478,0.05342768940050704
2479,0.053447923633831884
2480,0.05345017780287184
2481,0.053482238674820236
2482,0.05352357185575464
2483,0.05359382410516426
2484,0.053617342477634194
2485,0.053633091442126524
2486,0.053698820731789006
2487,0.05371789387315477
2488,0.053759909209841
2489,0.05376902440784165
2490,0.05382802609908466
2491,0.053861734327525564
2492,0.053911562807396236
2493,0.05393422524535348
2494,0.0539585244957934
2495,0.053978255822888836
2496,0.05402965840251878
2497,0.05403242342143803
2498,0.05406564352458713
2499,0.05410824980395005
2500,0.054117659698108056
2501,0.05412344266717715
2502,0.054125272496591104
2503,0.05414240484328785
2504,0.054154186555765094
2505,0.05416125026389847
2506,0.05418210520409039
2507,0.05424418294504645
2508,0.054249200936520504
2509,0.054262742333512075
2510,0.054262923743584025
2511,0.05430483506965414
2512,0.05430888364316216
2513,0.05434616966097072
2514,0.054347432616603575
2515,0.054369149801776595
2516,0.05437366986075951
2517,0.05443616254877231
2518,0.05451280398765876
2519,0.05452745089952379
2520,0.05456058327581424
2521,0.05461020963149561
2522,0.05471275269986504
2523,0.05472457157510921
2524,0.054748333391312846
2525,0.05478897762318915
2526,0.05479263323877671
2527,0.054818957442732644
2528,0.054842525751115624
2529,0.05487454457847996
2530,0.05487648492977531
2531,0.05490116669138172
2532,0.054901657075257536
2533,0.05494397561043358
2534,0.05494746931714621
2535,0.055062319266451165
2536,0.05511988377230772
2537,0.05514737246975738
2538,0.05514889032683188
2539,0.05516639824361385
2540,0.05518781386730498
2541,0.055215058397712055
2542,0.05521766602723499
2543,0.05524425011968479
2544,0.05532461297724606
2545,0.055366041472165714
2546,0.05539603763510351
2547,0.055412085133459674
2548,0.05546535106445564
2549,0.05550130861727074
2550,0.05550916388867972
2551,0.055595877986089434
2552,0.055596707097383166
2553,0.055618294791971244
2554,0.05562680537061397
2555,0.05563438252288509
2556,0.05565966850051996
2557,0.055726931455437924
2558,0.05573358019771741
2559,0.05577136330490694
2560,0.05581770828889438
2561,0.05584558073714856
2562,0.055864257625112344
2563,0.05587934491552616
2564,0.05593166055980898
2565,0.055980879361585016
2566,0.056007857014125875
2567,0.05601951609183537
2568,0.05602979785345531
2569,0.05604362467610266
2570,0.05605621649489798
2571,0.05620381245381443
2572,0.056217432704377436
2573,0.05626315982687223
2574,0.0562730490510221
2575,0.0563055276316248
2576,0.05630653789834578
2577,0.05635774571465741
2578,0.056389254477092324
2579,0.056391366627319944
2580,0.05641892775782738
2581,0.05642167061025432
2582,0.056422192105046114
2583,0.05651529943469172
2584,0.05660385479769102
2585,0.05666471677942893
2586,0.05669634957738698
2587,0.05676330008274945
2588,0.05697805859040208
2589,0.056987423179959446
2590,0.05699883973825375
2591,0.05702708306624353
2592,0.0570517044838707
2593,0.05705309164066458
2594,0.05705368890294826
2595,0.05708617279482604
2596,0.057172143077398
2597,0.05718582697646465
2598,0.05720013382189496
2599,0.057240492045063575
2600,0.057251256214220246
2601,0.0572554093748645
2602,0.05740705310076728
2603,0.05747513081176406
2604,0.05748459660438689
2605,0.057535482710004596
2606,0.05764516455332416
2607,0.05768015076388398
2608,0.05782650531473306
2609,0.0578770595868254
2610,0.057929494205422365
2611,0.057944333050148865
2612,0.05799796391849216
2613,0.05800417748517667
2614,0.05800537207660564
2615,0.05801810228541738
2616,0.058026565789611885
2617,0.05803169775910192
2618,0.058149041276925564
2619,0.05816029035512146
2620,0.05819713609839726
2621,0.05826655232202686
2622,0.05826724025236963
2623,0.05830125436456596
2624,0.05834342884156742
2625,0.058353624248997905
2626,0.05837894438162615
2627,0.05842565490815362
2628,0.05843984107276814
2629,0.05846530595971283
2630,0.05851336797550319
2631,0.05854693387459665
2632,0.058560549977733044
2633,0.05860376928038963
2634,0.05864876963105121
2635,0.058712200884588554
2636,0.05871448538746485
2637,0.058726265284614255
2638,0.058866461449431716
2639,0.058927035116496315
2640,0.058931319670215324
2641,0.058933485055578466
2642,0.05894164435777152
2643,0.058954242548635225
2644,0.05897810428706652
2645,0.05900249724140565
2646,0.059008533962362865
2647,0.059016438313001775
2648,0.059018063920070765
2649,0.05902290041859099
2650,0.05905281143144534
2651,0.05908341465229552
2652,0.05910589224830559
2653,0.05916862126860543
2654,0.05917504331383891
2655,0.05926092487405483
2656,0.05930639639526715
2657,0.05930760361109445
2658,0.059314755381982394
2659,0.059317939686836435
2660,0.05933223881767852
2661,0.059351891848930055
2662,0.059355543199873906
2663,0.059574312419418234
2664,0.059621187540256845
2665,0.05964823065788275
2666,0.05979867832904268
2667,0.05983978970832765
2668,0.05986542787036053
2669,0.05986809440583248
2670,0.05988235940488223
2671,0.0598981949682243
2672,0.059905734030707244
2673,0.05996222655881679
2674,0.060016035250163934
2675,0.06007499802748797
2676,0.060084036067033865
2677,0.06032381418619256
2678,0.06032436540116795
2679,0.06033708208762669
2680,0.06035390192646091
2681,0.060363804724315906
2682,0.06039187431990317
2683,0.06043682644602025
2684,0.06050160091012123
2685,0.06050164784220455
2686,0.060521556230845465
2687,0.060580812683696895
2688,0.060603158140484024
2689,0.06061262550818205
2690,0.06062379032608244
2691,0.060663083219515856
2692,0.060678791139688326
2693,0.06071170543554792
2694,0.06071218803778595
2695,0.060731992432884484
2696,0.06073488900598071
2697,0.060796267298461645
2698,0.06086022739418498
2699,0.06091894615901729
2700,0.060975921297311886
2701,0.060981475123267695
2702,0.06100911623072583
2703,0.061128169348776844
2704,0.06114740527897287
2705,0.061148224887104405
2706,0.061258625405284664
2707,0.06134637307360211
2708,0.0613870409943073
2709,0.06147800730754569
2710,0.06155884621583519
2711,0.06162305968408818
2712,0.06167873909195473
2713,0.0617218098122862
2714,0.061730835298954304
2715,0.061760316549839746
2716,0.061766318447306345
2717,0.06176657359030649
2718,0.06190333233162246
2719,0.06197072378755309
2720,0.061982658352906096
2721,0.062024756503953865
2722,0.06209049788377243
2723,0.06211434294063743
2724,0.0621671956318767
2725,0.062195334483771
2726,0.062267332371224726
2727,0.0622776827653742
2728,0.062368055180758844
2729,0.06237229052157257
2730,0.06240961359556358
2731,0.0625119861979136
2732,0.06256269677707302
2733,0.06258571337987413
2734,0.06269276838866758
2735,0.06271834952094632
2736,0.06277010585863123
2737,0.062777757933887
2738,0.06280284568124449
2739,0.06291038098523577
2740,0.0629120576037324
2741,0.06300461783689629
2742,0.06304841516635926
2743,0.06304875881429231
2744,0.06311590353449516
2745,0.06312994980121511
2746,0.06328450680008267
2747,0.06332379662844859
2748,0.06333427362226743
2749,0.06342877004540522
2750,0.06345255576640219
2751,0.06349860484909149
2752,0.06352465452901726
2753,0.06375498353069878
2754,0.06381464759057616
2755,0.06391114020903356
2756,0.0639365756033757
2757,0.06394989194149271
2758,0.06395633040438199
2759,0.06409751624641145
2760,0.06416513065986343
2761,0.06419876769236621
2762,0.06420354442394546
2763,0.06421020290757104
2764,0.06428513132115667
2765,0.06428866324063096
2766,0.06438057169262683
2767,0.06453862346211059
2768,0.06463927835603775
2769,0.0646659096340746
2770,0.06468047963937777
2771,0.06471087216152659
2772,0.06473316119133704
2773,0.06475927213525506
2774,0.06477588416152243
2775,0.06482609975082061
2776,0.06484857770082107
2777,0.0648712280582328
2778,0.06490957853842338
2779,0.064937719675048
2780,0.06497396458637854
2781,0.06516544959927092
2782,0.06517626162591236
2783,0.06527899496227234
2784,0.0652968533927758
2785,0.06541523445067686
2786,0.06541992095702091
2787,0.06542489133995177
2788,0.06544157337339292
2789,0.06549123719976936
2790,0.06550891220950357
2791,0.06562858534996918
2792,0.06567744413863966
2793,0.06579606554436124
2794,0.0658081468711685
2795,0.0658373536149632
2796,0.06590530288752003
2797,0.06595623993957957
2798,0.06597667472589609
2799,0.06599419774368351
2800,0.06602439275136557
2801,0.0661046670289393
2802,0.06613646702243237
2803,0.06614611827923839
2804,0.06617203293612517
2805,0.06627288838743377
2806,0.06635767368876934
2807,0.06635833578267099
2808,0.06653806925942872
2809,0.06657170275841665
2810,0.06663536769200525
2811,0.06669707999203077
2812,0.06673414849432244
2813,0.06686885652972248
2814,0.06693872509916686
2815,0.06701053472118815
2816,0.06714177289630095
2817,0.06714453582748559
2818,0.06720565151760287
2819,0.06722254380034996
2820,0.06725885028105853
2821,0.06727344695646786
2822,0.06733300266581885
2823,0.06734369192169372
2824,0.06759269133041
2825,0.06780860605468784
2826,0.067896194729559
2827,0.06799782301550023
2828,0.0683208846354504
2829,0.06833469561875917
2830,0.06842533177687092
2831,0.06851202769996495
2832,0.0685469284681727
2833,0.0685671088279517
2834,0.06858859039276896
2835,0.06881730098076669
2836,0.06906603655905479
2837,0.06919332757126866
2838,0.0692380152941456
2839,0.06930035153699712
2840,0.06930591931535728
2841,0.069363926117649
2842,0.06937496024077536
2843,0.06939383703785243
2844,0.06952646138102643
2845,0.06954389411617043
2846,0.0696064584785048
2847,0.0696067343708027
2848,0.06964266907664797
2849,0.06967079181978868
2850,0.06983272684922699
2851,0.06983629216617132
2852,0.06986244497870162
2853,0.06986671865602864
2854,0.07003862231763891
2855,0.07005688313993115
2856,0.07011861263370577
2857,0.07022310494278268
2858,0.07023438966922328
2859,0.0702998489927268
2860,0.07035293140578505
2861,0.07036239134044792
2862,0.0704800865243101
2863,0.07050594664850324
2864,0.0706015751788502
2865,0.07060445638692794
2866,0.0706552262218515
2867,0.07067616816384548
2868,0.07075366029969477
2869,0.070785853742869
2870,0.07079754908911938
2871,0.07095152703812763
2872,0.07097636465584917
2873,0.07099208733598782
2874,0.07103659517999457
2875,0.07108189053193503
2876,0.071127908812191
2877,0.0712216060291293
2878,0.07127440805589784
2879,0.07128565180187722
2880,0.07131287791629849
2881,0.0713157729860391
2882,0.0714798792041589
2883,0.07148111065912909
2884,0.0715809776155953
2885,0.07161024372986788
2886,0.07179645895859954
2887,0.07187406348720375
2888,0.07198797825247569
2889,0.07199033761241685
2890,0.07200019033449019
2891,0.07203335980742706
2892,0.07213439760001568
2893,0.07215182743744217
2894,0.07216988823717346
2895,0.07217304130888315
2896,0.07217346226289552
2897,0.07218305367107862
2898,0.07229476159333226
2899,0.07234615943287391
2900,0.07248145058303285
2901,0.0725070570754544
2902,0.0727717705889432
2903,0.07278135593201716
2904,0.07280254583869818
2905,0.07281227292275912
2906,0.07288004650395513
2907,0.07299872610186872
2908,0.07309591774350464
2909,0.0731115354580477
2910,0.07313984583606747
2911,0.07314946095448033
2912,0.07316414012673499
2913,0.07324953034268628
2914,0.07333392795658444
2915,0.07335824139440665
2916,0.0734274794347701
2917,0.07348431346963352
2918,0.07353364458790536
2919,0.07371379439470337
2920,0.0737333071864293
2921,0.07385668921739473
2922,0.07390400453348667
2923,0.07393664595741678
2924,0.0739508119985178
2925,0.07400437154457676
2926,0.0740077108178662
2927,0.07405391313766002
2928,0.07407688810218309
2929,0.0741473604560865
2930,0.07419795930692596
2931,0.07434033025784768
2932,0.07441107504650848
2933,0.07445325483557369
2934,0.07451293514650596
2935,0.07455542379758275
2936,0.07463308942064197
2937,0.07472083157087102
2938,0.07475281767145843
2939,0.07477788394698734
2940,0.07486895591631987
2941,0.07491611166279072
2942,0.07492243808263149
2943,0.07523151625917399
2944,0.07543226196798293
2945,0.07548356608896627
2946,0.07552640261369763
2947,0.07556276038184219
2948,0.07560311351504016
2949,0.07567961017651258
2950,0.07609667342886449
2951,0.07613093453704955
2952,0.07638650983814428
2953,0.07643646641594634
2954,0.07650707015512366
2955,0.07657089381770657
2956,0.0768164001499254
2957,0.07690453351130802
2958,0.07695266353678396
2959,0.07712272967827208
2960,0.07712489401846362
2961,0.07713411058990063
2962,0.07746914376274117
2963,0.07751079224442804
2964,0.07774956560689311
2965,0.0779784545764339
2966,0.07813752857485075
2967,0.07825197395672809
2968,0.07846317760187639
2969,0.0791723771474936
2970,0.07918214983134275
2971,0.07920444189180344
2972,0.0792549984172115
2973,0.07938221721974743
2974,0.07946366275469378
2975,0.07949864024312668
2976,0.07953408378291937
2977,0.07962419244256821
2978,0.07962459377149654
2979,0.07977059357486377
2980,0.07977855404719396
2981,0.07984689611560966
2982,0.08004166393656367
2983,0.08027452510735991
2984,0.08039413654319068
2985,0.080606938657111
2986,0.08088490823947656
2987,0.08089497365672586
2988,0.08089688846368616
2989,0.08108675290608378
2990,0.0811544242967676
2991,0.08126034320603585
2992,0.08134306773036329
2993,0.0818386639234849
2994,0.0822043910093322
2995,0.08223913106661965
2996,0.08224601280074754
2997,0.08225066802276935
2998,0.08292241745809381
2999,0.08310618360927392
3000,0.08313823476739497
3001,0.08318445858245399
3002,0.08322461136696298
3003,0.08331465574423043
3004,0.08338260102753953
3005,0.08341071921632177
3006,0.08347700408527167
3007,0.08355550225959485
3008,0.08361445428162227
3009,0.08377732224399471
3010,0.0838880798341536
3011,0.08401880289679044
3012,0.08424684187187229
3013,0.0844145044552798
3014,0.08452391232906714
3015,0.08455581681822331
3016,0.08477540896036699
3017,0.08482027449322097
3018,0.08495734945099145
3019,0.0853916623374096
3020,0.08539323374128302
3021,0.08550546570640001
3022,0.08564558025383098
3023,0.08574158066477736
3024,0.08576855495847968
3025,0.08592650475850216
3026,0.08603238922950027
3027,0.08610827239250947
3028,0.08643752800667454
3029,0.08646887396055282
3030,0.08671655036769581
3031,0.08721713036657373
3032,0.08732359662817236
3033,0.08755387980625647
3034,0.08756063103748273
3035,0.08756404363467082
3036,0.08758899012663496
3037,0.087618497320618
3038,0.0877387290512741
3039,0.08776708457731741
3040,0.08779142142052361
3041,0.08790972302232693
3042,0.08808339915728386
3043,0.08810036389497045
3044,0.08815246621629437
3045,0.08828127745728011
3046,0.08836023862099353
3047,0.08847322140716017
3048,0.08855488637537798
3049,0.08866907200957959
3050,0.08884637058173173
3051,0.08899832284661022
3052,0.08904391535326134
3053,0.08936670940916254
3054,0.08940767175470905
3055,0.08957328766496087
3056,0.08969091965432127
3057,0.08996708438095968
3058,0.0900001415902663
3059,0.09030675002661855
3060,0.09033185782211961
3061,0.09036456965381326
3062,0.09070114359459593
3063,0.09091458203297803
3064,0.09111738608954267
3065,0.0912915567256456
3066,0.0917470938633833
3067,0.09214717238558684
3068,0.09222620413756531
3069,0.0922598272814436
3070,0.09236903348950591
3071,0.09247830429351742
3072,0.09285488266182286
3073,0.09295076623164206
3074,0.09307198841806524
3075,0.0935277638865893
3076,0.09377967502403384
3077,0.09446680407151994
3078,0.09469716257258323
3079,0.09485830974187402
3080,0.09508158807339924
3081,0.09527282292367306
3082,0.09567993580508659
3083,0.09569857359376233
3084,0.09611469389126578
3085,0.09680734816291944
3086,0.09683844409118618
3087,0.09710396562676679
3088,0.097235309215435
3089,0.09730444790444122
3090,0.09732178904514929
3091,0.09845676247850414
3092,0.0985363696555956
3093,0.09862332503917136
3094,0.09863937278910902
3095,0.09879382950754384
3096,0.09884991020676032
3097,0.0999324885633353
3098,0.1001415621888743
3099,0.1019784059489176
3100,0.1021113135604379
3101,0.1022579986754786
3102,0.10234117564928423
3103,0.10238210950872827
3104,0.10261177590337611
3105,0.10266517929195061
3106,0.10320632467087384
3107,0.10417629992804779
3108,0.1041962706381913
3109,0.10441481721277973
3110,0.1044698355971333
3111,0.10448232890286951
3112,0.10496952982130645
3113,0.10509066606971276
3114,0.10546448144675215
3115,0.10552954130645568
3116,0.10568326167184294
3117,0.106080142796342
3118,0.10624398207827074
3119,0.10726819323530262
3120,0.10802064063903408
3121,0.10807187485892226
3122,0.10812127223065776
3123,0.1082098572870914
3124,0.10830545188490862
3125,0.10837148953345817
3126,0.10851765565209165
3127,0.10862601429375764
3128,0.10868924975467095
3129,0.10870914187783365
3130,0.10926367833006237
3131,0.10930081527602332
3132,0.10936512248423128
3133,0.11095858494018526
3134,0.11103303053964926
3135,0.11170585661431966
3136,0.11171122386087799
3137,0.11305680195411694
3138,0.11362510993520793
3139,0.11504344658788768
3140,0.11544200435749662
3141,0.11583557504566469
3142,0.1160174043268099
3143,0.11723342196646969
3144,0.11819154162966386
3145,0.11850136059107433
3146,0.1187539511901704
3147,0.12136070927042557
3148,0.1230268515302195
3149,0.12376528641617908
3150,0.12591877198740797
3151,0.12720498066354988
3152,0.13011621741932278
3153,0.13064718115160298
3154,0.131134216364802
3155,0.1322033201340464
3156,0.1429374648564516
3157,0.14443577210020248
3158,0.14549530112513265
3159,0.14903991312548842
3160,0.15347769751953205
3161,0.16005481293248564
3162,0.16226823909435217
3163,0.1652263309443046
3164,0.16656056571176442
3165,0.16675507205735385
3166,0.16829283599665312
