,0
0,1.6184295634420049e-16
1,1.3646127202860808e-16
2,1.1923101897919947e-16
3,1.0554070100335995e-16
4,9.633841836449495e-17
5,8.712000514449405e-17
6,8.199213047659245e-17
7,0.10000000000000003
8,0.19000000000000006
9,0.17100000000000007
10,0.15390000000000006
11,0.23850999999999994
12,0.21465899999999993
13,0.19319309999999995
14,0.17387378999999994
15,0.2564864109999999
16,0.23083776989999993
17,0.20775399290999993
18,0.18697859361899996
19,0.2682807342570999
20,0.24145266083138997
21,0.3173073947482509
22,0.3855766552734257
23,0.44701898974608306
24,0.40231709077147476
25,0.36208538169432725
26,0.32587684352489454
27,0.2932891591724051
28,0.2639602432551646
29,0.33756421892964805
30,0.3038077970366832
31,0.2734270173330149
32,0.24608431559971342
33,0.32147588403974203
34,0.28932829563576784
35,0.26039546607219105
36,0.23435591946497195
37,0.21092032751847475
38,0.28982829476662725
39,0.26084546528996455
40,0.2347609187609681
41,0.2112848268848713
42,0.29015634419638414
43,0.26114070977674575
44,0.2350266387990712
45,0.21152397491916408
46,0.19037157742724767
47,0.2713344196845229
48,0.2442009777160706
49,0.21978087994446355
50,0.1978027919500172
51,0.27802251275501544
52,0.25022026147951393
53,0.22519823533156258
54,0.20267841179840634
55,0.28241057061856567
56,0.2541695135567092
57,0.3287525622010382
58,0.3958773059809343
59,0.4562895753828408
60,0.41066061784455676
61,0.3695945560601011
62,0.332635100454091
63,0.39937159040868186
64,0.35943443136781367
65,0.3234909882310323
66,0.29114188940792907
67,0.2620277004671362
68,0.23582493042042257
69,0.2122424373783803
70,0.19101819364054226
71,0.271916374276488
72,0.3447247368488392
73,0.31025226316395527
74,0.27922703684755973
75,0.25130433316280376
76,0.2261738998465234
77,0.20355650986187104
78,0.18320085887568394
79,0.2648807729881155
80,0.238392695689304
