,0
247,4.2846596635419694e-20
248,4.2512493672989586e-20
249,4.218241121080917e-20
250,4.185628506393094e-20
251,4.153405232345357e-20
252,4.121565132620172e-20
253,4.0901021625241616e-20
254,4.0590103961208316e-20
255,4.028284023441753e-20
256,3.997917347773892e-20
257,3.967904783020746e-20
258,3.938240851134774e-20
259,3.908920179619241e-20
260,3.879937499097163e-20
261,3.851287640945233e-20
262,3.822965534991059e-20
263,3.794966207271329e-20
264,3.7672847778493567e-20
265,3.739916458690228e-20
266,3.712856551591818e-20
267,3.6861004461698263e-20
268,3.6596436178953276e-20
269,3.6334816261835215e-20
270,3.6076101125316494e-20
271,3.582024798705044e-20
272,3.556721484969818e-20
273,3.53169604837078e-20
274,3.506944441053112e-20
275,3.482462688626898e-20
276,3.4582468885729575e-20
277,3.4342932086888013e-20
278,3.410597885573844e-20
279,3.387157223152401e-20
280,3.363967591233694e-20
281,3.341025424107493e-20
282,3.318327219174572e-20
283,3.295869535611063e-20
284,3.273648993065766e-20
285,3.251662270389101e-20
286,3.2299061043933444e-20
287,3.208377288643056e-20
288,3.187072672274752e-20
289,3.165989158845248e-20
290,3.145123705207605e-20
291,3.1244733204140445e-20
292,3.1040350646452366e-20
293,3.083806048165216e-20
294,3.063783430300951e-20
295,3.0439644184460777e-20
296,3.024346267088349e-20
297,3.004926276859757e-20
298,2.985701793609043e-20
299,2.966670207495879e-20
300,2.9478289521060807e-20
301,2.929175503587454e-20
302,2.9107073798056806e-20
303,2.892422139519434e-20
304,2.874317381574733e-20
305,2.8563907441176106e-20
306,2.838639903824721e-20
307,2.8210625751516634e-20
308,2.803656509598183e-20
309,2.786419494990053e-20
310,2.769349354777017e-20
311,2.752443947346803e-20
312,2.735701165354302e-20
313,2.7191189350656476e-20
314,2.7026952157170136e-20
315,2.6864279988877093e-20
316,2.6703153078870112e-20
317,2.6543551971545544e-20
318,2.6385457516738545e-20
319,2.6228850863988466e-20
320,2.6073713456927392e-20
321,2.5920027027791643e-20
322,2.576777359205302e-20
323,2.5616935443165282e-20
324,2.546749514742574e-20
325,2.5319435538944478e-20
326,2.5172739714723587e-20
327,2.5027391029840773e-20
328,2.488337309273583e-20
329,2.474066976059767e-20
330,2.4599265134847728e-20
331,2.4459143556720496e-20
332,2.432028960293582e-20
333,2.4182688081462266e-20
334,2.404632402736916e-20
335,2.391118269876542e-20
336,2.3777249572823163e-20
337,2.3644510341882612e-20
338,2.3512950909638842e-20
339,2.3382557387406674e-20
340,2.3253316090461e-20
341,2.3125213534454803e-20
342,2.2998236431908697e-20
343,2.287237168877172e-20
344,2.274760640105292e-20
345,2.2623927851521216e-20
346,2.2501323506470823e-20
347,2.2379781012552823e-20
348,2.2259288193669748e-20
349,2.2139833047932856e-20
350,2.2021403744680282e-20
351,2.1903988621553963e-20
352,2.178757618163555e-20
353,2.1672155090637294e-20
354,2.1557714174150167e-20
355,2.1444242414945907e-20
356,2.1331728950331663e-20
357,2.1220163069555436e-20
358,2.1109534211263565e-20
359,2.0999831961007317e-20
360,2.0891046048798383e-20
361,2.0783166346710926e-20
362,2.067618286653025e-20
363,2.057008575744642e-20
364,2.0464865303792918e-20
365,2.0360511922828438e-20
366,2.0257016162560006e-20
367,2.015436869960889e-20
368,2.005256033711621e-20
369,1.995158200268867e-20
370,1.985142474638312e-20
371,1.9752079738728867e-20
372,1.965353826878711e-20
373,1.9555791742246786e-20
374,1.9458831679556468e-20
375,1.936264971409036e-20
376,1.9267237590348882e-20
377,1.9172587162192716e-20
378,1.9078690391108735e-20
379,1.89855393445085e-20
380,1.8893126194058633e-20
381,1.880144321404127e-20
382,1.871048277974423e-20
383,1.862023736588042e-20
384,1.8530699545036877e-20
385,1.8441861986151122e-20
386,1.8353717453016487e-20
387,1.8266258802812434e-20
388,1.8179478984662566e-20
389,1.80933710382191e-20
390,1.8007928092270987e-20
391,1.7923143363378735e-20
392,1.783901015453214e-20
393,1.7755521853832798e-20
394,1.7672671933199857e-20
395,1.759045394709846e-20
396,1.7508861531290635e-20
397,1.7427888401608293e-20
398,1.734752835274787e-20
399,1.726777525708607e-20
400,1.7188623063515815e-20
401,1.711006579630271e-20
402,1.7032097553961888e-20
403,1.6954712508154522e-20
404,1.6877904902602134e-20
405,1.6801669052020626e-20
406,1.672599934107285e-20
407,1.665089022333804e-20
408,1.6576336220299693e-20
409,1.6502331920351543e-20
410,1.6428871977819072e-20
411,1.6355951111998145e-20
412,1.62835641062104e-20
413,1.6211705806874068e-20
414,1.61403711225904e-20
415,1.606955502324562e-20
416,1.5999252539128703e-20
417,1.592945876006284e-20
418,1.5860168834552235e-20
419,1.579137796894272e-20
420,1.5723081426596433e-20
421,1.5655274527080145e-20
422,1.5587952645367257e-20
423,1.5521111211052468e-20
424,1.5454745707580085e-20
425,1.5388851671484555e-20
426,1.532342469164358e-20
427,1.5258460408543288e-20
428,1.5193954513556013e-20
429,1.5129902748229256e-20
430,1.5066300903585776e-20
431,1.5003144819436447e-20
432,1.4940430383703135e-20
433,1.4878153531752323e-20
434,1.4816310245740594e-20
435,1.4754896553969443e-20
436,1.469390853025126e-20
437,1.4633342293285153e-20
438,1.4573194006042676e-20
439,1.4513459875163176e-20
440,1.445413615035928e-20
441,1.4395219123831373e-20
442,1.433670512969148e-20
443,1.4278590543396194e-20
444,1.4220871781188557e-20
445,1.416354529954862e-20
446,1.4106607594652822e-20
447,1.4050055201841692e-20
448,1.399388469509601e-20
449,1.393809268652083e-20
450,1.388267582583731e-20
451,1.3827630799883556e-20
452,1.377295433212197e-20
453,1.3718643182154736e-20
454,1.3664694145246886e-20
455,1.3611104051855812e-20
456,1.3557869767169342e-20
457,1.3504988190650041e-20
458,1.3452456255586422e-20
459,1.3400270928651203e-20
460,1.3348429209466666e-20
461,1.3296928130175593e-20
462,1.324576475501962e-20
463,1.3194936179924076e-20
464,1.3144439532088438e-20
465,1.3094271969582508e-20
466,1.3044430680949764e-20
467,1.2994912884815981e-20
468,1.2945715829504289e-20
469,1.2896836792655093e-20
470,1.2848273080852444e-20
471,1.2800022029255346e-20
472,1.275208100123504e-20
473,1.2704447388016937e-20
474,1.2657118608329054e-20
475,1.261009210805393e-20
476,1.2563365359887053e-20
477,1.2516935862999943e-20
478,1.2470801142707638e-20
479,1.2424958750141729e-20
480,1.2379406261927595e-20
481,1.2334141279866916e-20
482,1.2289161430623792e-20
483,1.2244464365416509e-20
484,1.2200047759713369e-20
485,1.2155909312932442e-20
486,1.2112046748146359e-20
487,1.2068457811790894e-20
488,1.2025140273377625e-20
489,1.198209192521105e-20
490,1.1939310582109672e-20
491,1.1896794081130841e-20
492,1.1854540281299415e-20
493,1.1812547063340856e-20
494,1.1770812329417673e-20
495,1.1729334002869616e-20
496,1.1688110027957272e-20
497,1.1647138369609858e-20
498,1.1606417013175857e-20
499,1.1565943964177713e-20
500,1.1525717248070227e-20
501,1.1485734910001623e-20
502,1.1445995014578167e-20
503,1.1406495645631924e-20
504,1.1367234905992233e-20
505,1.1328210917259764e-20
506,1.1289421819584143e-20
507,1.1250865771444228e-20
508,1.1212540949432262e-20
509,1.1174445548040019e-20
510,1.1136577779448278e-20
511,1.1098935873319139e-20
512,1.1061518076591225e-20
513,1.1024322653277684e-20
514,1.0987347884267566e-20
515,1.0950592067128696e-20
516,1.0914053515913697e-20
517,1.0877730560968846e-20
518,1.084162154874612e-20
519,1.0805724841616845e-20
520,1.0770038817687859e-20
521,1.0734561870620515e-20
522,1.0699292409452322e-20
523,1.0664228858420539e-20
524,1.0629369656788602e-20
525,1.0594713258674308e-20
526,1.0560258132881223e-20
527,1.05260027627314e-20
528,1.0491945645900501e-20
529,1.0458085294255516e-20
530,1.0424420233694581e-20
531,1.0390949003988782e-20
532,1.0357670158626325e-20
533,1.0324582264658339e-20
534,1.0291683902547239e-20
535,1.0258973666016461e-20
536,1.0226450161903002e-20
537,1.0194112010011424e-20
538,1.0161957842970185e-20
539,1.012998630608922e-20
540,1.0098196057220188e-20
541,1.0066585766618244e-20
542,1.0035154116805253e-20
543,1.000389980243558e-20
544,9.97282153016359e-21
545,9.941918018512245e-21
546,9.911187997744365e-21
547,9.880630209734962e-21
548,9.850243407845387e-21
549,9.820026356799361e-21
550,9.789977832560847e-21
551,9.760096622213321e-21
552,9.730381523840609e-21
553,9.700831346409636e-21
554,9.671444909654633e-21
555,9.642221043962772e-21
556,9.613158590261588e-21
557,9.584256399908066e-21
558,9.555513334578995e-21
559,9.526928266163066e-21
560,9.49850007665441e-21
561,9.47022765804752e-21
562,9.44210991223386e-21
563,9.414145750899802e-21
564,9.386334095426136e-21
565,9.35867387678913e-21
566,9.331164035462614e-21
567,9.303803521321661e-21
568,9.276591293548004e-21
569,9.249526320536156e-21
570,9.222607579801922e-21
571,9.195834057891339e-21
572,9.16920475029117e-21
573,9.142718661341447e-21
574,9.11637480414827e-21
575,9.09017220049864e-21
576,9.064109880776562e-21
577,9.038186883880225e-21
578,9.012402257140478e-21
579,8.986755056240855e-21
580,8.961244345138519e-21
581,8.93586919598691e-21
582,8.910628689059075e-21
583,8.885521912672696e-21
584,8.860547963116234e-21
585,8.835705944575928e-21
586,8.810994969064777e-21
587,8.786414156351791e-21
588,8.761962633893168e-21
589,8.737639536764352e-21
590,8.713444007593278e-21
591,8.689375196494735e-21
592,8.66543226100597e-21
593,8.641614366023404e-21
594,8.617920683740569e-21
595,8.59435039358677e-21
596,8.570902682167645e-21
597,8.54757674320595e-21
598,8.524371777484212e-21
599,8.501286992787973e-21
600,8.478321603850157e-21
601,8.455474832296868e-21
602,8.432745906593956e-21
603,8.410134061994817e-21
604,8.387638540489097e-21
605,8.36525859075273e-21
606,8.342993468098785e-21
607,8.320842434429703e-21
608,8.298804758190035e-21
609,8.276879714320832e-21
610,8.255066584214904e-21
611,8.233364655673044e-21
612,8.211773222861215e-21
613,8.190291586269421e-21
614,8.168919052670914e-21
615,8.14765493508266e-21
616,8.12649855272736e-21
617,8.105449230996112e-21
618,8.084506301412388e-21
619,8.063669101596815e-21
620,8.042936975233665e-21
621,8.022309272038161e-21
622,8.00178534772474e-21
623,7.981364563976625e-21
624,7.961046288417259e-21
625,7.940829894582105e-21
626,7.920714761891672e-21
627,7.90070027562648e-21
628,7.880785826902954e-21
629,7.860970812650577e-21
630,7.841254635590397e-21
631,7.821636704215007e-21
632,7.802116432769712e-21
633,7.782693241235512e-21
634,7.763366555313187e-21
635,7.744135806409149e-21
636,7.72500043162265e-21
637,7.7059598737347e-21
638,7.687013581198435e-21
639,7.668161008131401e-21
640,7.649401614309226e-21
641,7.630734865161335e-21
642,7.612160231768074e-21
643,7.59367719086001e-21
644,7.575285224819166e-21
645,7.556983821681674e-21
646,7.538772475142858e-21
647,7.520650684564216e-21
648,7.50261795498243e-21
649,7.484673797120188e-21
650,7.466817727399765e-21
651,7.449049267958278e-21
652,7.431367946665644e-21
653,7.413773297144147e-21
654,7.39626485879092e-21
655,7.37884217680281e-21
656,7.361504802203472e-21
657,7.344252291872837e-21
658,7.327084208578966e-21
659,7.31000012101313e-21
660,7.29299960382679e-21
661,7.276082237671392e-21
662,7.25924760924081e-21
663,7.242495311316536e-21
664,7.225824942815594e-21
665,7.209236108841212e-21
666,7.192728420736001e-21
667,7.176301496138181e-21
668,7.159954959040356e-21
669,7.143688439851258e-21
670,7.127501575460268e-21
671,7.111394009304783e-21
672,7.095365391440311e-21
673,7.079415378613435e-21
674,7.063543634337351e-21
675,7.047749828970412e-21
676,7.032033639797655e-21
677,7.016394751114325e-21
678,7.000832854312774e-21
679,6.985347647971905e-21
680,6.969938837948781e-21
681,6.954606137473245e-21
682,6.939349267245101e-21
683,6.924167955533283e-21
684,6.909061938277743e-21
685,6.8940309591938e-21
686,6.879074769878398e-21
687,6.864193129918599e-21
688,6.849385807002132e-21
689,6.834652577029766e-21
690,6.819993224229662e-21
691,6.805407541273539e-21
692,6.790895329394269e-21
693,6.77645639850501e-21
694,6.762090567319676e-21
695,6.747797663474606e-21
696,6.733577523651215e-21
697,6.7194299936997774e-21
698,6.705354928763589e-21
699,6.691352193404114e-21
700,6.677421661726204e-21
701,6.663563217503633e-21
702,6.649776754304897e-21
703,6.6360621756187474e-21
704,6.622419394979196e-21
705,6.608848336090085e-21
706,6.5953489329491755e-21
707,6.5819211299712474e-21
708,6.568564882109487e-21
709,6.555280154976383e-21
710,6.542066924962319e-21
711,6.528925179352989e-21
712,6.5158549164442245e-21
713,6.502856145654946e-21
714,6.4899288876377034e-21
715,6.477073174386036e-21
716,6.464289049339478e-21
717,6.451576567485057e-21
718,6.438935795455676e-21
719,6.426366811624624e-21
720,6.413869706196339e-21
721,6.401444581293271e-21
722,6.389091551038245e-21
723,6.376810741632374e-21
724,6.364602291428191e-21
725,6.3524663509980215e-21
726,6.340403083197206e-21
727,6.328412663221431e-21
728,6.3164952786592255e-21
729,6.304651129538062e-21
730,6.2928804283650784e-21
731,6.2811834001610186e-21
732,6.269560282488445e-21
733,6.258011325472714e-21
734,6.24653679181703e-21
735,6.235136956810098e-21
736,6.223812108326929e-21
737,6.212562546822634e-21
738,6.201388585318949e-21
739,6.190290549383128e-21
740,6.179268777099515e-21
741,6.168323619033355e-21
742,6.157455438186848e-21
743,6.146664609947497e-21
744,6.1359515220284036e-21
745,6.125316574400793e-21
746,6.1147601792184656e-21
747,6.104282760734125e-21
748,6.093884755207465e-21
749,6.08356661080527e-21
750,6.073328787493492e-21
751,6.063171756920986e-21
752,6.053096002295344e-21
753,6.043102018250298e-21
754,6.033190310705171e-21
755,6.023361396716547e-21
756,6.01361580432158e-21
757,6.003954072373705e-21
758,5.994376750370203e-21
759,5.984884398272349e-21
760,5.975477586317834e-21
761,5.9661568948255365e-21
762,5.956922913993019e-21
763,5.9477762436864964e-21
764,5.938717493224154e-21
765,5.929747281151963e-21
766,5.920866235012982e-21
767,5.9120749911100266e-21
768,5.9033741942615856e-21
769,5.89476449755152e-21
770,5.886246562073066e-21
771,5.877821056666241e-21
772,5.869488657650107e-21
773,5.8612500485492384e-21
774,5.853105919815207e-21
775,5.8450569685429045e-21
776,5.837103898181898e-21
777,5.8292474182436514e-21
778,5.8214882440037576e-21
779,5.8138270962007175e-21
780,5.8062647007305776e-21
781,5.798801788338033e-21
782,5.7914390943040554e-21
783,5.7841773581305556e-21
784,5.7770173232223614e-21
785,5.769959736566431e-21
786,5.763005348408675e-21
787,5.756154911928931e-21
788,5.7494091829140895e-21
789,5.7427689194295306e-21
790,5.736234881489249e-21
791,5.729807830725161e-21
792,5.723488530055432e-21
793,5.717277743352105e-21
794,5.711176235108636e-21
795,5.705184770107271e-21
796,5.699304113086608e-21
797,5.693535028409507e-21
798,5.6878782797315084e-21
799,5.682334629670098e-21
800,5.676904839475246e-21
801,5.671589668700865e-21
802,5.666389874877956e-21
803,5.66130621318925e-21
804,5.65633943614583e-21
805,5.6514902932654834e-21
806,5.646759530753496e-21
807,5.642147891185754e-21
808,5.6376561131942645e-21
809,5.633284931155415e-21
810,5.6290350748812095e-21
811,5.6249072693131384e-21
812,5.620902234219349e-21
813,5.617020683895067e-21
814,5.61326332686617e-21
815,5.609630865596398e-21
816,5.6061239961979866e-21
817,5.602743408145814e-21
818,5.599489783995461e-21
819,5.5963637991051695e-21
820,5.593366121361274e-21
821,5.590497410907956e-21
822,5.587758319880752e-21
823,5.585149492144208e-21
824,5.582671563033477e-21
825,5.5803251591001785e-21
826,5.578110897862309e-21
827,5.5760293875583534e-21
828,5.574081226905574e-21
829,5.572267004862405e-21
830,5.570587300395132e-21
831,5.5690426822488124e-21
832,5.5676337087221865e-21
833,5.56636092744683e-21
834,5.565224875170409e-21
835,5.564226077544205e-21
836,5.563365048914576e-21
837,5.562642292118745e-21
838,5.562058298284184e-21
839,5.561613546632311e-21
840,5.56130850428616e-21
841,5.561143626081596e-21
842,5.5611193543829094e-21
843,5.561236118901583e-21
844,5.5614943365194666e-21
845,5.561894411114916e-21
846,5.562436733393101e-21
847,5.5631216807196725e-21
848,5.5639496169581605e-21
849,5.564920892310269e-21
850,5.566035843159989e-21
851,5.5672947919209164e-21
852,5.568698046886742e-21
853,5.5702459020848486e-21
854,5.571938637133379e-21
855,5.57377651710068e-21
856,5.575759792368245e-21
857,5.577888698496311e-21
858,5.58016345609235e-21
859,5.582584270682379e-21
860,5.585151332584693e-21
861,5.5878648167863995e-21
862,5.590724882822474e-21
863,5.593731674657508e-21
864,5.596885320569477e-21
865,5.600185933036108e-21
866,5.6036336086235816e-21
867,5.6072284278772434e-21
868,5.6109704552146325e-21
869,5.614859738820689e-21
870,5.618896310544894e-21
871,5.623080185800491e-21
872,5.627411363465531e-21
873,5.631889825785741e-21
874,5.6365155382793886e-21
875,5.641288449643788e-21
876,5.6462084916637204e-21
877,5.651275579121499e-21
878,5.6564896097083146e-21
879,5.661850463937476e-21
880,5.66735800505907e-21
881,5.673012078976146e-21
882,5.678812514162242e-21
883,5.6847591215803015e-21
884,5.690851694602988e-21
885,5.6970900089341465e-21
886,5.703473822531617e-21
887,5.7100028755312885e-21
888,5.716676890172283e-21
889,5.723495570723177e-21
890,5.730458603409295e-21
891,5.7375656563409896e-21
892,5.74481637944297e-21
893,5.752210404384716e-21
894,5.759747344511405e-21
895,5.767426794776122e-21
896,5.7752483316724095e-21
897,5.783211513168046e-21
898,5.79131587863964e-21
899,5.79956094880731e-21
900,5.807946225670471e-21
901,5.816471192444314e-21
902,5.825135313496657e-21
903,5.8339380342854556e-21
904,5.842878781297019e-21
905,5.851956961984526e-21
906,5.861171964707101e-21
907,5.870523158669629e-21
908,5.880009893862695e-21
909,5.889631501003226e-21
910,5.89938729147575e-21
911,5.909276557273802e-21
912,5.919298570942102e-21
913,5.92945258551918e-21
914,5.939737834480796e-21
915,5.950153531683735e-21
916,5.9606988713104405e-21
917,5.971373027814409e-21
918,5.982175155866381e-21
919,5.9931043903015195e-21
920,6.0041598460677535e-21
921,6.015340618175298e-21
922,6.026645781647605e-21
923,6.0380743914737656e-21
924,6.049625482562752e-21
925,6.061298069699678e-21
926,6.073091147504311e-21
927,6.0850036903918835e-21
928,6.0970346525370395e-21
929,6.109182967840793e-21
930,6.1214475499008224e-21
931,6.13382729198619e-21
932,6.146321067015903e-21
933,6.158927727542281e-21
934,6.1716461057401345e-21
935,6.184475013401139e-21
936,6.197413241935304e-21
937,6.210459562378686e-21
938,6.223612725409362e-21
939,6.236871461371487e-21
940,6.2502344803085025e-21
941,6.2637004720060106e-21
942,6.2772681060453866e-21
943,6.290936031868752e-21
944,6.304702878856382e-21
945,6.318567256416959e-21
946,6.33252775409208e-21
947,6.346582941675995e-21
948,6.3607313693510254e-21
949,6.374971567839718e-21
950,6.389302048575331e-21
951,6.403721303891305e-21
952,6.418227807230279e-21
953,6.4328200133739024e-21
954,6.447496358694865e-21
955,6.462255261431253e-21
956,6.4770951219849445e-21
957,6.492014323244212e-21
958,6.507011230931393e-21
959,6.52208419397712e-21
960,6.537231544920682e-21
961,6.5524516003371316e-21
962,6.567742661292536e-21
963,6.583103013826684e-21
964,6.5985309294635615e-21
965,6.614024665749521e-21
966,6.629582466818923e-21
967,6.645202563986809e-21
968,6.6608831763677495e-21
969,6.676622511519691e-21
970,6.692418766112028e-21
971,6.7082701266157995e-21
972,6.7241747700141385e-21
973,6.740130864530723e-21
974,6.7561365703736605e-21
975,6.772190040491224e-21
976,6.788289421336512e-21
977,6.804432853636143e-21
978,6.82061847315919e-21
979,6.836844411480842e-21
980,6.853108796735085e-21
981,6.869409754350312e-21
982,6.88574540776115e-21
983,6.902113879088846e-21
984,6.918513289782352e-21
985,6.934941761211474e-21
986,6.951397415202129e-21
987,6.967878374504405e-21
988,6.984382763182844e-21
989,7.000908706916536e-21
990,7.017454333198227e-21
991,7.034017771419555e-21
992,7.050597152828692e-21
993,7.067190610347694e-21
994,7.083796278234111e-21
995,7.1004122915727e-21
996,7.117036785582283e-21
997,7.133667894722043e-21
998,7.150303751581364e-21
999,7.166942485537626e-21
1000,7.18358222116584e-21
1001,7.200221076384527e-21
1002,7.216857160321879e-21
1003,7.233488570887051e-21
1004,7.250113392032148e-21
1005,7.26672969069117e-21
1006,7.283335513381946e-21
1007,7.299928882460483e-21
1008,7.316507792016555e-21
1009,7.333070203402388e-21
1010,7.349614040387462e-21
1011,7.36613718393495e-21
1012,7.382637466598535e-21
1013,7.399112666540103e-21
1014,7.415560501172658e-21
1015,7.4319786204379e-21
1016,7.448364599728967e-21
1017,7.464715932475748e-21
1018,7.481030022414936e-21
1019,7.497304175570748e-21
1020,7.513535591979006e-21
1021,7.529721357194363e-21
1022,7.545858433624879e-21
1023,7.561943651747643e-21
1024,7.577973701264864e-21
1025,7.593945122268256e-21
1026,7.6098542964886e-21
1027,7.625697438714368e-21
1028,7.641470588474836e-21
1029,7.65716960208926e-21
1030,7.67279014519595e-21
1031,7.688327685882627e-21
1032,7.703777488551114e-21
1033,7.71913460865739e-21
1034,7.734393888478462e-21
1035,7.749549954067223e-21
1036,7.764597213565196e-21
1037,7.779529857050705e-21
1038,7.794341858109675e-21
1039,7.80902697732213e-21
1040,7.823578767863827e-21
1041,7.837990583427529e-21
1042,7.85225558867086e-21
1043,7.866366772401302e-21
