,0
0,1.0000000000000004
1,1.0000000000000004
2,1.0000000000000004
3,1.0000000000000004
4,1.0000000000000004
5,1.0000000000000004
6,1.0000000000000004
7,1.0000000000000004
8,1.0000000000000004
9,1.0000000000000004
10,1.0000000000000004
11,1.0000000000000004
12,1.0000000000000004
13,1.0000000000000004
14,1.0000000000000004
15,1.0000000000000004
16,1.0000000000000004
17,1.0000000000000004
18,1.0000000000000004
19,1.0000000000000004
20,1.0000000000000004
21,1.0000000000000004
22,0.9000000000000005
23,0.8100000000000004
24,0.7290000000000003
25,0.6561000000000003
26,0.5904900000000003
27,0.5314410000000003
28,0.47829690000000025
29,0.4304672100000002
30,0.3874204890000002
31,0.3486784401000002
32,0.31381059609000017
33,0.28242953648100017
34,0.25418658283290013
35,0.22876792454961012
36,0.2058911320946491
37,0.1853020188851842
38,0.16677181699666577
39,0.1500946352969992
40,0.13508517176729928
41,0.12157665459056936
42,0.10941898913151243
43,0.0984770902183612
44,0.08862938119652508
45,0.07976644307687257
46,0.07178979876918531
47,0.06461081889226679
48,0.05814973700304011
49,0.0523347633027361
50,0.04710128697246249
51,0.042391158275216244
52,0.03815204244769462
53,0.03433683820292515
54,0.030903154382632633
55,0.027812838944369367
56,0.025031555049932427
57,0.022528399544939178
58,0.020275559590445254
59,0.018248003631400722
60,0.016423203268260644
61,0.014780882941434573
62,0.01330279464729111
63,0.011972515182561991
64,0.010775263664305784
65,0.009697737297875198
66,0.008727963568087669
67,0.007855167211278892
68,0.007069650490150991
69,0.006362685441135879
70,0.0057264168970222774
71,0.0051537752073200355
72,0.004638397686588017
73,0.004174557917929199
74,0.0037571021261362594
75,0.0033813919135226122
76,0.0030432527221703285
77,0.0027389274499532725
78,0.0024650347049579155
79,0.002218531234462093
80,0.0019966781110158528
