,node_entanglement,eigen_decomposition
0,-0.0031532580574289426,8.201493559248472e-18
1,3.597083093609399e-07,-7.750440198531057e-23
2,3.597083093609399e-07,-8.898649660203669e-23
3,3.597083093609399e-07,6.932407424045748e-23
4,3.5892194993891735e-07,4.3952324637328264e-23
5,0.0031470997425167013,-1.6215194616642938e-19
6,-0.0031532580574289426,-9.233638433760916e-19
7,-0.0031532580574289426,8.750141366150195e-19
8,3.597083093609399e-07,-7.758302268214292e-23
9,3.597083093609399e-07,1.0123106688863584e-22
10,-0.0031532580574289426,9.163768064166535e-19
11,0.006286992763826049,-7.927491390502032e-19
12,-0.0031532580574289426,-3.83580837170391e-19
13,-0.0031532580574289426,1.1761018982578978e-18
14,-0.0031532580574289426,-3.8183079635062587e-19
15,-0.0031532580574289426,2.693967850837996e-19
16,3.5892194993891735e-07,-8.595148615617465e-24
17,-0.0031532580574289426,-0.0031532580574289435
18,3.5970830758458305e-07,-1.673467032687375e-23
19,-0.0031532580574289426,3.0854419116559403e-18
20,-0.0031532580574289426,6.538761919532979e-20
21,0.00570328845237178,0.005703288452371776
22,-0.0031532580574289426,-5.432935852404862e-19
23,-0.0031532580574289426,-4.539264758737458e-19
24,3.5892194993891735e-07,1.1514236505731763e-22
25,0.0031470997425184777,6.873427556801081e-19
26,3.5892194993891735e-07,7.64917243083465e-24
27,-0.0031532580574289426,3.603335841512284e-20
28,-0.0031532580574289426,2.55659911343852e-20
29,-0.0031532580574289426,-0.003153258057428946
30,-0.0031532580574289426,-1.7485293463098065e-18
31,-0.0031532580574289426,-3.796742248781805e-19
32,-0.0031532580574289426,-9.261337732746932e-19
33,-0.0031532580574289426,7.761392008613337e-19
34,-0.0031532580574289426,-1.4387911717565518e-19
35,-0.0002696450500891956,-7.605579977261913e-20
36,3.589219517152742e-07,2.8909803223841997e-23
37,0.006286992763826049,4.55749126124635e-19
38,-0.0031532580574271662,-2.6503809238939504e-19
39,-0.0031532580574271662,3.203427053781833e-19
40,-0.0031532580574271662,-2.711898928287742e-19
41,-0.0031532580574271662,-0.003153258057427169
42,-0.0031532580574271662,5.565517177177578e-19
43,-0.0031532580574271662,-8.093984048720508e-19
44,-0.0031532580574271662,-2.8745785102052765e-18
45,-0.0031532580574271662,-1.1131134911891248e-18
46,-0.0031532580574271662,1.018862102052475e-18
47,3.5970830758458305e-07,3.597083075845835e-07
48,3.5970830758458305e-07,2.39923559264937e-23
49,3.589219481625605e-07,-1.429536648726863e-23
