,node_entanglement,eigen_decomposition
50,3.589219481625605e-07,1.2343410294102938e-22
51,0.007227115952424867,-5.899833735581919e-19
52,-0.0031532580574289426,3.3567633315712147e-19
53,-0.0031532580574289426,-1.3026286968159664e-18
54,0.0031470997425167013,1.6561592522864773e-18
55,-0.0031532580574289426,6.174467572314349e-19
56,-0.0031532580574289426,-9.664136657959346e-19
57,-0.0031532580574289426,-0.003153258057428945
58,-0.0031532580574289426,-1.0441004298328904e-18
59,-0.0031532580574289426,3.4355356654217604e-19
60,-0.0031532580574289426,3.224960235692942e-19
61,3.5970830758458305e-07,8.792626722258578e-24
62,3.5970830758458305e-07,-4.6970078826707326e-24
63,-0.0031532580574289426,4.421842158282888e-19
64,3.589219481625605e-07,3.5892194816256035e-07
65,-0.0031532580574289426,-2.8563768099419463e-19
66,3.597083093609399e-07,1.1284558035382224e-22
67,-0.003153258057430719,-8.293590567556667e-20
68,-0.003153258057430719,-0.003153258057430726
69,3.597083093609399e-07,-1.22821662347947e-22
70,3.597083093609399e-07,-1.8159269318742684e-22
71,-0.0031532580574289426,-1.0976514130490127e-18
72,0.013341166619516898,0.013341166619516913
73,-1.4657917354554684e-05,-1.4657917354554706e-05
74,-0.0031532580574289426,-7.332451866260033e-19
75,-0.0031532580574289426,-0.003153258057428945
76,-0.0031532580574289426,1.163442616046717e-18
77,-0.0031532580574289426,-0.0031532580574289474
78,3.597083093609399e-07,3.5970830936094005e-07
79,-0.0031532580574289426,4.99220971323876e-18
80,-0.0031532580574289426,-0.0031532580574289435
81,-0.0031532580574289426,-5.476814741429412e-19
82,-0.0031532580574289426,5.596242382103902e-19
83,3.589219481625605e-07,3.5892194816256046e-07
84,0.006286992763826049,1.6501665918437293e-18
85,3.5892194993891735e-07,-5.984541516940278e-23
86,3.5892194993891735e-07,-8.753715472566288e-23
87,-0.0031532580574289426,-1.1210943305537772e-18
88,-0.0031532580574289426,-1.0611565009907126e-28
89,-0.0031532580574289426,5.4468293909184815e-19
90,3.589219481625605e-07,1.0093887224425025e-22
91,3.597083093609399e-07,-2.6361695604267124e-23
92,3.597083093609399e-07,-1.8704483982856387e-22
93,-0.0031532580574289426,-0.0031532580574289448
94,-0.0031532580574289426,5.454885624872592e-20
95,3.5892194993891735e-07,4.093534923866776e-24
96,-0.0031532580574289426,-5.45244189693536e-20
97,-0.0031532580574289426,4.356448916239587e-19
98,3.5970831113729673e-07,8.509251482760617e-23
99,3.5892194993891735e-07,-1.790003046932031e-23
100,0.006286992763826049,1.3039948619871652e-19
101,-0.0031532580574289426,-2.310906559464207e-19
102,-0.0031532580574289426,6.832776035731111e-21
103,-0.0031532580574289426,1.861156023400752e-18
104,-0.0031532580574289426,-0.0031532580574289417
105,-0.0031532580574289426,-7.681504813485271e-19
106,3.5970830758458305e-07,-7.922475895816118e-24
107,-0.0031532580574289426,-6.863661615348704e-20
108,3.597083093609399e-07,-1.918076164679829e-24
109,3.597083093609399e-07,-8.675181882857459e-23
110,-0.0031532580574289426,-8.072818190855724e-29
111,3.5892194993891735e-07,-2.2882689241340418e-23
112,3.5892194993891735e-07,2.0289079119145232e-24
113,-0.0031532580574289426,3.992327871069969e-19
114,-0.0031532580574289426,-0.0031532580574289448
115,-0.0031532580574289426,-1.1471829286047182e-18
116,-0.0031532580574289426,-4.120400542645292e-19
117,-0.0031532580574289426,-1.769889836167723e-19
118,-0.0031532580574289426,-8.912513602229829e-19
119,-0.0031532580574289426,1.2422018797980289e-18
120,-0.0031532580574289426,-4.948483478201582e-19
121,0.00942006850781496,1.1003471808153375e-18
122,3.589219481625605e-07,3.054202264988428e-23
123,-0.0031532580574271662,-3.992327872928171e-19
124,-0.0031532580574271662,-1.4865663004317683e-19
125,-0.0031532580574271662,-0.003153258057427166
126,3.5970830758458305e-07,-9.09293916469209e-23
127,3.5970830758458305e-07,4.617914014511253e-23
128,3.597083093609399e-07,-1.3814103699415886e-23
129,3.597083093609399e-07,2.733474311967761e-23
130,-0.0031532580574289426,-2.9575976695027613e-19
131,-0.0031532580574289426,1.83903541406918e-19
132,-0.0031532580574289426,-2.2959836637408116e-18
133,-0.0031532580574289426,-1.1978552990307431e-18
134,-0.0031532580574289426,-1.709650932740499e-18
135,-0.0031532580574289426,-0.003153258057428945
136,-0.0031532580574289426,9.562404867207987e-20
137,-0.0031532580574289426,4.538388199353949e-19
138,-0.0031532580574289426,-3.381714475037732e-19
139,-0.0031532580574289426,-0.003153258057428947
140,3.597083093609399e-07,1.2577511308639234e-22
141,3.597083093609399e-07,1.6046378512592496e-22
142,-0.0031532580574289426,-8.748007375613477e-19
143,-0.0031532580574289426,1.8180386589208839e-19
144,-0.0031532580574289426,-1.199217761599872e-18
145,0.0031470997425184777,8.008382706120209e-19
146,-0.0031532580574289426,-1.1782753168685108e-18
147,-0.0031532580574289426,2.760323388209888e-19
148,-0.0031532580574289426,1.5069934501771014e-19
149,-0.0031532580574289426,-8.425252248516349e-19
150,-0.0031532580574289426,-2.626952279191208e-18
151,-0.0031532580574289426,-9.558716209023039e-19
152,-0.0031532580574289426,-2.0717470555721667e-18
153,-0.0031532580574289426,9.405077248702151e-19
154,-0.0031532580574289426,-1.2347607626457002e-18
155,-0.0031532580574289426,-0.003153258057428947
156,-0.0031532580574289426,-2.528321017962063e-18
157,3.597083093609399e-07,3.597083093609407e-07
158,3.597083093609399e-07,3.197307589089615e-23
159,3.5892194993891735e-07,1.5656136345201172e-22
160,0.009420068507813184,0.009420068507813201
161,3.5970830758458305e-07,-3.795959186222718e-24
162,3.597083093609399e-07,1.6581198888824936e-23
163,-0.0031532580574289426,-0.003153258057428946
164,-0.0031532580574289426,-0.0031532580574289448
165,-0.0031532580574289426,8.986405426235322e-19
166,-0.0031532580574289426,-0.003153258057428946
167,-0.0031532580574289426,-6.833338426910957e-18
168,0.008660758755407727,0.00866075875540774
169,-0.0031532580574289426,1.31815971358473e-18
170,-0.0031532580574289426,1.4443867904693007e-19
171,3.5970830758458305e-07,2.6918423946199018e-22
172,3.597083093609399e-07,2.297654809949916e-22
173,3.5892194993891735e-07,4.547557691816126e-23
174,0.0031470997425184777,1.4272030276103675e-18
175,3.5970830758458305e-07,3.643093789635429e-22
176,3.5970830758458305e-07,8.549912111810596e-23
177,-0.0031532580574271662,-1.4829860236427116e-18
178,-0.0031532580574271662,-2.094066274164636e-19
179,-0.0031532580574271662,1.1209485567302962e-18
180,-0.0031532580574271662,-1.259175945376554e-19
181,-0.0031532580574271662,-5.171456718171372e-19
182,-0.0031532580574271662,-8.721888398833845e-19
183,-0.0031532580574271662,2.230195524279632e-18
184,-0.0031532580574271662,-1.3370722623707119e-20
185,-0.0031532580574271662,-6.688682343816629e-19
186,3.597083093609399e-07,1.7934468036815188e-22
187,3.597083093609399e-07,1.6061491043707634e-22
188,-0.0031532580574289426,-6.130502296344913e-19
189,-0.0031532580574289426,-0.003153258057428944
190,0.0031470997425167013,6.392002631094525e-19
191,3.589219481625605e-07,2.1927463091846634e-23
192,-0.0031532580574289426,1.8041544823154535e-19
193,3.589219481625605e-07,1.5597840170332208e-22
194,-0.0031532580574289426,8.117069594407995e-20
195,3.589219481625605e-07,-4.884982836245039e-23
196,0.0031470997425184777,0.003147099742518477
197,-0.0031532580574289426,-1.9835124752651403e-18
198,0.006286992763826049,3.791036354210851e-18
199,-0.0031532580574289426,-7.497422101485984e-19
200,-0.0031532580574289426,-1.2100614118059709e-18
201,-0.0031532580574289426,-0.003153258057428946
202,-0.0031532580574289426,-4.538763720428084e-19
203,-0.0031532580574289426,2.736521847199336e-19
204,3.5892194993891735e-07,1.5962922673548443e-22
205,0.006286992763826049,0.006286992763826056
206,3.5970830758458305e-07,-1.4834594598707384e-23
207,3.5970830758458305e-07,1.0429501695668321e-22
208,-0.0031532580574289426,-7.87344912451896e-19
209,-0.0031532580574289426,-8.943968385776836e-19
210,3.5892194993891735e-07,8.352555989763928e-23
211,0.0031470997425167013,3.321318302469536e-19
212,3.5892194993891735e-07,1.0183984288089439e-22
213,3.597083093609399e-07,1.484673337123137e-23
214,3.597083093609399e-07,2.993321267817901e-24
215,-0.0031532580574289426,-9.963910720803386e-19
216,-0.0031532580574289426,-2.260508726421819e-18
217,-0.0031532580574289426,-2.8663311239702133e-19
218,-0.0031532580574289426,-2.0435376885932826e-18
219,-0.0031532580574289426,1.1795606767877923e-18
220,-0.0031532580574289426,3.027186559230249e-19
221,3.597083093609399e-07,-6.125615579829808e-23
222,-0.0031532580574289426,-2.2151254581172065e-18
223,-0.0031532580574289426,-1.0039738458791913e-18
224,-0.0031532580574289426,-4.735861525227211e-20
225,0.0031462206196444242,6.818246294627198e-19
226,0.0031462206196444242,-3.0505204642271495e-19
227,-5.213363287737138e-07,-5.213363287737146e-07
228,3.5970830758458305e-07,3.073046081369486e-22
229,3.5970830758458305e-07,3.396635902965622e-23
230,-0.0031532580574289426,1.9466473952206606e-19
231,-0.0031532580574289426,6.159273912859688e-19
232,-0.0031532580574289426,-4.0748783346326004e-20
233,3.597083093609399e-07,5.318350158546898e-23
234,3.597083093609399e-07,4.534653814403622e-24
235,0.0031470997425184777,8.109582113900469e-20
236,3.5892194993891735e-07,4.327296853446437e-23
237,3.5892194993891735e-07,-2.338500669661919e-23
238,-0.0031532580574289426,-6.776245959929753e-19
239,-0.0031532580574289426,-0.0031532580574289448
240,3.5970830758458305e-07,-1.452989393646336e-22
241,3.5970830758458305e-07,1.4719926602284517e-22
242,3.5892194993891735e-07,2.1476248342224627e-22
243,0.006286992763824273,3.722195601157498e-18
244,-0.0031532580574289426,-4.598791350099105e-19
245,-0.0031532580574289426,-0.0031532580574289448
246,-0.0031532580574289426,-4.555579933076855e-19
247,-2.5139584161948392e-05,-1.809049374191438e-21
248,0.05365810703193219,2.2350129081103858e-17
249,-0.0031532580574289426,-4.537659363881056e-19
250,-0.0031532580574289426,-5.991961850487259e-19
251,-0.00011043142457722865,-3.2226161986741766e-20
252,0.0030126823546563486,2.2933191385326265e-18
253,3.5892194993891735e-07,-2.144154885124532e-22
254,-0.0031532580574289426,-7.408678071699703e-19
255,-0.0031532580574289426,-0.0031532580574289426
256,-0.0031532580574289426,-9.014455339804489e-19
257,-0.0031532580574289426,-1.8986857864889936e-19
258,0.015658116017775114,1.4118589345289153e-18
259,-0.0031532580574289426,-2.6208076338711145e-19
260,-0.0031532580574289426,-2.412553214404377e-18
261,-0.0031532580574289426,-1.3815352360932413e-18
262,-0.0031532580574289426,-3.05325523672462e-18
263,3.5892194993891735e-07,-6.474742415312824e-23
264,0.006286992763826049,4.1618469481948324e-18
265,-0.0031532580574289426,-6.10561953281021e-19
266,0.006286992763827826,2.146133427403282e-18
267,3.5892194993891735e-07,3.5892194993891793e-07
268,-0.0031532580574289426,-2.2376888820901243e-19
269,3.597083093609399e-07,2.918622418906973e-23
270,3.597083093609399e-07,6.371611959393587e-23
271,-0.00017831501067888667,-0.00017831501067888694
272,0.00880667497039056,-5.631650862805781e-19
273,3.597083093609399e-07,9.734788547122707e-23
274,3.597083093609399e-07,7.229414172309352e-23
275,3.5892194993891735e-07,-5.774110703594212e-24
276,3.597083093609399e-07,4.640469627978862e-23
277,3.597083093609399e-07,5.2937987108685084e-23
278,-0.0031532580574289426,-6.907191988571296e-19
279,-0.0031532580574289426,-3.168638810015031e-19
280,3.5970830758458305e-07,7.443643200373695e-24
281,3.5970830758458305e-07,2.7984416192470934e-23
282,3.5970830758458305e-07,2.0141194902499409e-22
283,3.5970830758458305e-07,1.3253681948099186e-22
284,3.5892194993891735e-07,3.0234179863022944e-22
285,0.006286992763824273,-1.9885617664990483e-18
286,-0.0031532580574289426,4.0408002497909006e-18
287,3.597083093609399e-07,1.8948770854157404e-22
288,3.597083093609399e-07,3.597083093609402e-07
289,3.597083093609399e-07,-5.776003626860651e-22
290,3.597083093609399e-07,-6.134461620147776e-23
291,3.597083093609399e-07,-3.208800314283008e-23
292,3.597083093609399e-07,7.614459737908339e-22
293,3.589219481625605e-07,9.06179879152476e-22
294,-0.0031532580574289426,-0.0031532580574289435
295,-0.0031532580574289426,-4.7187179259457964e-18
296,3.597083093609399e-07,1.571777097682729e-22
297,3.597083093609399e-07,3.597083093609405e-07
298,3.5892194993891735e-07,6.077221617837106e-22
299,-0.0031532580574289426,9.260664959878276e-18
300,-1.1787967153509271e-06,-1.857322897971919e-21
301,3.597083093609399e-07,-7.216278242163158e-24
302,3.597083093609399e-07,1.8182287673582398e-23
303,-0.0031532580574289426,-1.6865142755110321e-18
304,3.5892194993891735e-07,-2.0084038641417645e-22
305,3.597083093609399e-07,7.994719456755117e-23
306,3.597083093609399e-07,-2.332302948582185e-22
307,3.597083093609399e-07,3.5970830936093963e-07
308,3.597083093609399e-07,2.3811876135246205e-22
309,-0.0031532580574289426,-6.268092227893344e-19
310,-0.0031532580574289426,-9.804582778589403e-19
311,3.5892194993891735e-07,3.5892194993891793e-07
312,-2.5139584161948392e-05,2.138905365809062e-21
313,-0.0031532580574289426,-3.195571245128806e-19
314,-2.480692931072781e-07,-4.7377457499896333e-23
315,0.037301867290377544,0.0373018672903776
316,3.597083093609399e-07,-8.0023426383739e-24
317,3.597083093609399e-07,9.77700915969679e-23
318,3.597083093609399e-07,7.449640035087173e-23
319,3.597083093609399e-07,-3.1453801922497418e-25
320,3.589219481625605e-07,4.892674391438263e-23
321,-0.0031532580574289426,-4.640624918870921e-19
322,-0.0031532580574289426,-5.847381172935059e-19
323,3.597083093609399e-07,-4.81215941027132e-23
324,3.597083093609399e-07,5.571185417118412e-23
325,3.5970830758458305e-07,3.7512307225556735e-23
326,3.5970830758458305e-07,1.9735628110531083e-22
327,3.5892194993891735e-07,1.3224708099251782e-22
328,0.012546356516766721,1.056855953273659e-17
329,-0.0031532580574289426,1.0808914299129228e-18
330,3.5892194993891735e-07,9.807037229526409e-33
331,-0.0031532580574289426,3.2362308807247815e-20
332,-0.0031532580574289426,-5.336421711303131e-19
333,-0.0031532580574289426,1.7165380494561523e-19
334,3.597083093609399e-07,-7.25368508524139e-23
335,3.597083093609399e-07,3.5970830936094005e-07
336,3.5970830758458305e-07,-1.0783656372681353e-23
337,3.5970830758458305e-07,1.655690774276646e-23
338,-1.1787967153509271e-06,-2.78673693086867e-22
339,3.5970830758458305e-07,-1.1457276761498477e-22
340,3.597083093609399e-07,7.49669668348605e-23
341,3.597083093609399e-07,2.590435757501882e-24
342,3.597083093609399e-07,2.7948444132506363e-23
343,3.597083093609399e-07,1.9581429403890164e-23
344,3.597083093609399e-07,-3.590986688348563e-24
345,3.597083093609399e-07,-4.727008330803737e-23
346,0.00586789443782898,0.0058678944378289764
347,-0.00018732539515653457,-4.572167624670943e-20
348,3.5970830758458305e-07,-4.5452816326349133e-23
349,3.5970830758458305e-07,2.1545896260782066e-23
350,-0.0031532580574289426,-5.665481597910999e-20
351,3.597083093609399e-07,-8.692120415897582e-23
352,3.597083093609399e-07,1.274764054794198e-32
353,-0.0031532580574289426,6.077487743589401e-19
354,3.597083093609399e-07,-1.1133224701135109e-24
355,3.597083093609399e-07,-2.8179043199903375e-23
356,3.5892194993891735e-07,3.5892194993891746e-07
357,-0.0001873253951547582,-1.6061964227823945e-19
358,-0.0031532580574289426,-4.490146468172063e-19
359,3.597083093609399e-07,2.3205719028588422e-23
360,3.597083093609399e-07,1.0251240278416646e-22
361,-0.0031532580574289426,8.067997930348587e-19
362,-0.0031532580574289426,-2.1703880226199586e-19
363,-0.0031532580574289426,-1.6984326697196692e-19
364,-0.0031532580574289426,-1.332494915352375e-19
365,-0.0031532580574289426,-2.4702180294696633e-19
366,-0.0031532580574289426,-2.296678548768859e-19
367,-0.0031532580574289426,-0.003153258057428942
368,-0.0031532580574289426,-7.97100958810478e-19
369,-0.0031532580574289426,-5.986609421892501e-19
370,3.597083093609399e-07,1.198936373170878e-23
371,3.597083093609399e-07,-1.0384118045791505e-23
372,-2.4806929488363494e-07,-1.1509606628633629e-23
373,-0.0031532580574289426,3.7775107602607605e-19
374,-0.0031532580574289426,-0.003153258057428947
375,-0.0031532580574289426,-1.173843862691759e-18
376,-2.4806929488363494e-07,1.1427663496444666e-22
377,3.597083093609399e-07,3.597083093609407e-07
378,3.597083093609399e-07,3.488630347598505e-23
379,3.5892194993891735e-07,1.6606372452506598e-23
380,0.0031470997425167013,-2.4133039171113314e-19
381,3.5892194993891735e-07,7.240544863227438e-22
382,-0.0031532580574289426,1.0235223969653258e-18
383,-0.0031532580574289426,3.7510414130326737e-19
384,-0.0031532580574289426,-7.094208193404874e-19
385,-0.0031532580574289426,1.060027799457954e-18
386,-1.1787967153509271e-06,1.8245438205151877e-22
387,-5.213363287737138e-07,-6.412226901474838e-22
388,3.589219481625605e-07,-3.502595532894148e-23
389,3.5970830758458305e-07,7.66304910668216e-24
390,3.5970830758458305e-07,1.9605165637308746e-23
391,3.5970830758458305e-07,-3.9523989078349563e-22
392,3.5970830758458305e-07,6.64038182969152e-24
393,-5.6059336435154705e-05,-2.5850262905226698e-20
394,-0.0031532580574289426,-1.1924440737841916e-18
395,-2.5139584161948392e-05,2.4359003783769835e-20
396,0.0031470997425167013,2.1010006373835028e-18
397,3.589219481625605e-07,-1.5594804584135157e-22
398,3.5970830758458305e-07,-2.1165668206290282e-22
399,3.5970830758458305e-07,4.471962548564639e-22
400,-0.0031532580574271662,-2.592284959403666e-19
401,3.5970830758458305e-07,-1.594748649340205e-23
402,3.5970830758458305e-07,-3.197865167261591e-23
403,3.5970830758458305e-07,-1.6664516220423435e-23
404,3.5970830758458305e-07,-5.34255861748658e-23
405,-2.513958416372475e-05,4.1234494057286915e-21
406,0.0031470997425167013,-5.088253413034285e-19
407,3.589219481625605e-07,-4.967113014668165e-23
408,3.589219481625605e-07,-5.711876465918778e-23
409,0.0031470997425167013,3.819650315717639e-18
410,-2.4806929488363494e-07,5.401247984804632e-23
411,3.5970830758458305e-07,2.8443824803544794e-23
412,3.5970830758458305e-07,-4.418668640394465e-23
413,3.5892194993891735e-07,-2.5915954510226935e-22
414,3.5970830758458305e-07,-4.345744098077341e-22
415,3.5970830758458305e-07,3.5970830758458284e-07
416,-0.0031532580574289426,-0.0031532580574289383
417,3.5970830758458305e-07,5.593040695983564e-23
418,3.5970830758458305e-07,-9.640938231145048e-23
419,3.597083093609399e-07,3.597083093609398e-07
420,3.597083093609399e-07,-4.712311806365507e-22
421,3.5970830758458305e-07,5.700703979155831e-22
422,3.5970830758458305e-07,3.4369739505748396e-23
423,3.597083093609399e-07,1.9415113345376126e-23
424,3.597083093609399e-07,6.125106793102521e-23
425,0.0031392618271937067,-2.644436572190194e-19
426,-7.495340181407073e-06,6.417395218487748e-21
427,3.5970830758458305e-07,-8.158176194220605e-23
428,3.5970830758458305e-07,3.597083075845832e-07
429,-0.0031532580574289426,8.317087019522087e-19
430,-0.0031532580574289426,8.725572444617188e-19
431,-1.4657917352778327e-05,-1.2087962997929134e-20
432,-0.0031532580574289426,1.6322770972276795e-19
433,-0.0031532580574289426,-1.234052418738457e-19
434,-0.0031532580574289426,5.63943284674255e-19
435,-1.3922793735687833e-05,2.3729975293796337e-21
436,0.003132848392640497,0.0031328483926404945
437,-1.1787967153509271e-06,2.3832841932204474e-21
438,3.5970830758458305e-07,-3.8391141683991487e-22
439,3.5970830758458305e-07,4.484995882836375e-23
440,3.597083093609399e-07,-1.7524914412455254e-22
441,3.597083093609399e-07,-2.758023603138562e-22
442,3.5970830758458305e-07,3.597083075845833e-07
443,3.5970830758458305e-07,-3.8285480165026314e-23
444,3.597083093609399e-07,-7.832858444917928e-23
445,3.597083093609399e-07,-5.213133194024039e-23
446,-0.0031532580574289426,-4.042799770309959e-18
447,-0.0031532580574289426,-1.6990478327608246e-18
448,-2.513958416372475e-05,-2.5139584163724776e-05
449,3.597083093609399e-07,3.4657924232292544e-22
450,3.597083093609399e-07,-2.297852677011332e-22
451,3.5892194993891735e-07,-3.8309976718406027e-22
452,-0.0031532580574289426,-2.851722466091803e-18
453,-2.513958416372475e-05,4.9115097046765956e-20
454,-5.605933643337835e-05,-5.787017825825497e-20
455,-2.4806929488363494e-07,-1.70742811918929e-23
456,0.0031470997425167013,7.558940957369741e-19
457,3.5892194993891735e-07,-2.6453865932719918e-23
458,-2.4806929488363494e-07,-2.4806929488363504e-07
459,-5.605933643337835e-05,7.081316726775843e-21
460,-0.0031532580574289426,3.1013422691768126e-18
461,3.597083093609399e-07,-3.650651301203595e-22
462,3.597083093609399e-07,3.5970830936094005e-07
463,3.5892194993891735e-07,5.766046920615209e-23
464,3.5970830758458305e-07,-6.181493910891822e-23
465,3.5970830758458305e-07,2.962137354060644e-23
466,-0.00029253302314735663,1.1502640342422006e-20
467,0.002749479713404668,-1.4726007507531822e-20
468,0.0027021559502777848,-1.113071994676484e-19
469,-2.5139584161948392e-05,5.086055146938795e-21
470,-2.5139584161948392e-05,-4.864528836577433e-21
471,0.0031470997425184777,2.153436066778633e-19
472,0.0025445186471575454,6.02053573932845e-19
473,3.5970830758458305e-07,-5.52754184690143e-23
474,3.5970830758458305e-07,-1.3484546120985875e-23
475,-0.0031532580574289426,-0.003153258057428944
476,-2.4806929488363494e-07,8.475699066556188e-24
477,-0.0031532580574289426,1.1974711578342663e-20
478,0.0031470997425167013,-5.560290415325196e-20
479,3.5892194993891735e-07,2.0906919995107035e-23
480,-0.0031532580574289426,-2.3920719680501536e-21
481,-0.0031532580574289426,-2.6568890768824105e-18
482,-2.5139584161948392e-05,-1.2345838649275178e-20
483,3.5892194993891735e-07,1.6406701056791985e-22
