,0
320,1.1410304334503886e-12
321,1.0269268568743638e-12
322,9.242336355944138e-13
323,8.318094612547994e-13
324,7.486275168241385e-13
325,6.73763738828362e-13
326,6.063863096573641e-13
327,5.45746535957422e-13
328,4.91170576579249e-13
329,4.420519101841865e-13
330,3.9784498924530924e-13
331,3.5805872352249726e-13
332,3.222508450230293e-13
333,2.900236868680787e-13
334,2.6101911570895406e-13
335,2.349149794625563e-13
336,2.1142108680385216e-13
337,1.9027640393846636e-13
338,1.7124587672833676e-13
339,1.5411829116633976e-13
340,1.387034295021968e-13
341,1.2482966988605295e-13
342,1.1234295415274628e-13
343,1.0110481837478336e-13
344,9.099040445462299e-14
345,8.188738114699234e-14
346,7.369452383260531e-14
347,6.632094738707379e-14
348,5.968441919877485e-14
349,5.3711396661757364e-14
350,4.8335624209552214e-14
351,4.349740949951331e-14
352,3.9142889386478174e-14
353,3.5223613282661894e-14
354,3.1696099529641706e-14
355,2.852131309867447e-14
356,2.566373809210287e-14
357,2.309164272617424e-14
358,2.0776712865629e-14
359,1.869320940364444e-14
360,1.6817715015500693e-14
361,1.5129568119733235e-14
362,1.3610216555050472e-14
363,1.2242679553604448e-14
364,1.1011082966984108e-14
365,9.90260430301303e-15
366,8.904675530064342e-15
367,8.006374117659451e-15
368,7.197573236849395e-15
369,6.469392160327777e-15
370,5.813944826769943e-15
371,5.224006901717558e-15
372,4.692927816700343e-15
373,4.214881157808917e-15
374,3.784502879916577e-15
375,3.3971320298172948e-15
376,3.0478186402853453e-15
377,2.733340951224134e-15
378,2.4502482009099024e-15
379,2.1950642787237428e-15
380,1.9653304600797983e-15
381,1.7581539345197029e-15
382,1.571693160098475e-15
383,1.4036286506003312e-15
384,1.2513700213982057e-15
385,1.1142533122649754e-15
386,9.905439482618497e-16
387,8.788801999843375e-16
388,7.783603559628147e-16
389,6.878882996330779e-16
390,6.064385082185999e-16
391,5.326534309980455e-16
392,4.660101389183561e-16
393,4.057989714506445e-16
394,3.5140336738626853e-16
395,3.024240524516956e-16
396,2.5815855719058134e-16
397,2.179500063076698e-16
398,1.8166233742777138e-16
399,1.4864362876340708e-16
400,1.1841253197975548e-16
401,9.109325957155485e-17
402,6.606995427944994e-17
403,4.3294887200349513e-17
404,2.256318045286351e-17
405,3.633205313162211e-18
406,-1.3759512150108723e-17
407,-2.942753626382091e-17
408,-4.353877182953254e-17
409,-5.636963511699025e-17
410,-6.800632727101126e-17
411,-7.885574752345803e-17
412,-8.871766530163757e-17
413,-9.773036221859412e-17
414,-1.059967421327908e-16
415,-1.1467074496370763e-16
416,-1.2273671787634515e-16
417,-1.3004427750035347e-16
418,-1.3720531409037836e-16
419,-1.4371604471882926e-16
420,-1.5089089885475704e-16
421,-1.5737012436904995e-16
422,-1.6340625393804401e-16
423,-1.6884121237446539e-16
424,-1.746370682801719e-16
425,-1.8129062996416056e-16
426,-1.8732592511487784e-16
427,-1.9298224354644058e-16
428,-1.982979006669515e-16
429,-2.0320662630486453e-16
430,-2.0816461021371035e-16
431,-2.1293437709823722e-16
432,-2.1801710926746092e-16
433,-2.230174988979227e-16
434,-2.283873581365369e-16
435,-2.332981474387716e-16
436,-2.3846712747340526e-16
437,-2.4368168372869868e-16
438,-2.4914005374060894e-16
439,-2.5585582497359854e-16
440,-2.621218192119369e-16
441,-2.682210461097155e-16
442,-2.7385814332505657e-16
443,-2.800892350672242e-16
444,-2.8622510587068956e-16
445,-2.918811544826176e-16
446,-2.982419391343657e-16
447,-3.0531426922427535e-16
448,-3.1208083304152267e-16
449,-3.182804295182497e-16
450,-3.2584662126508674e-16
451,-3.336555047701222e-16
452,-3.420930572925363e-16
453,-3.5133276509942914e-16
454,-3.622659052405481e-16
455,-3.7475910782772315e-16
456,-3.8776651601805036e-16
457,-4.009888966768203e-16
458,-4.1684656983522233e-16
459,-4.3400311212345533e-16
460,-4.496260711130505e-16
461,-4.644022145988998e-16
462,-4.818429938613371e-16
463,-4.98497423186413e-16
464,-5.193743858713993e-16
465,-5.396419336737443e-16
466,-5.623516322172486e-16
467,-5.917349341107793e-16
468,-6.294564554575029e-16
469,-6.643601408406554e-16
470,-6.962777093905954e-16
471,-7.281391508550349e-16
472,-7.620537735166449e-16
473,-7.925846287217403e-16
474,-8.232040536963899e-16
475,-8.616966517088168e-16
476,-9.036738167750274e-16
477,-9.443101312517066e-16
478,-1.0081982160981506e-15
479,-1.067953045574999e-15
480,-1.1565273092923663e-15
481,-1.2430539840387677e-15
482,-1.378844442360797e-15
483,-1.5346456017517512e-15
