,covid19_wlt
440,-0.035055630603206885
441,-0.05077599416739239
442,-0.061464198621992774
443,-0.0687278464483226
444,-0.07424871331028274
445,-0.07962950104457608
446,-0.08625865289787742
447,-0.09519698412478951
448,-0.10706399844407813
449,-0.12191749824727324
450,-0.13917383336446246
451,-0.15754941986776277
452,-0.17507457662061104
453,-0.18917444358097446
454,-0.19687111149752226
455,-0.19509955294481413
456,-0.1811246449536243
457,-0.1530214239215077
458,-0.11016199225977705
459,-0.05359113396289842
460,0.01378848062540939
461,0.08731610944953623
462,0.1609754641482229
463,0.22808872771170335
464,0.2822057124944963
465,0.318046297506614
466,0.33231460674470953
467,0.32425391364902517
468,0.2957967129551783
469,0.2512913295017241
470,0.1968307697028151
471,0.1393307590275147
472,0.0854952853449307
473,0.04087636825548699
474,0.009188648764507805
475,-0.008027639496951467
476,-0.011340239103653832
477,-0.0030407520540536477
478,0.013463207248624941
479,0.03431621213069108
480,0.05583276746870104
481,0.07493305024807735
482,0.08937522053489143
483,0.0977975962375704
484,0.09961531754423912
485,0.09487106122271016
486,0.03965893883826885
487,-0.003773176154913585
488,-0.03437478701605116
489,-0.05171273293493665
490,-0.05611930859118133
491,-0.04872802369945637
492,-0.031408982805208464
493,-0.006577707741718088
494,0.023082681011614224
495,0.0549622360123357
496,0.08684122166322689
497,0.11715165443840991
498,0.14512061397652154
499,0.1707635227783867
500,0.19474190330792032
501,0.21808209165717785
502,0.24183435313468232
503,0.2667230672447748
504,0.29287656181977895
505,0.31966289820169025
506,0.3456914314719287
507,0.3689649404115985
508,0.38717224882348644
509,0.3980329472595021
510,0.3996678794641596
511,0.3908997117188596
512,0.3714483831553783
513,0.3419775173956481
514,0.3040076948969374
515,0.25970598612961837
516,0.21161289153741095
517,0.1623261763015692
518,0.11421695088068534
519,0.06920326910739824
520,0.028606671248506285
521,-0.0069009988283484786
522,-0.03726670915108391
523,-0.0629609061342305
524,-0.08482488986513777
525,-0.1038950277848893
526,-0.12122573200637952
527,-0.1377124786287745
528,-0.15393859247838282
529,-0.17005305040297708
530,-0.18569974003133732
531,-0.19999731884749244
532,-0.21156502724470233
533,-0.21864043792811774
534,-0.2192592512281693
535,-0.21147869874166367
536,-0.1936541508721521
537,-0.16471976270058122
538,-0.12445224732817171
539,-0.07364998450862985
540,-0.014219528206373205
541,0.05087948254591553
542,0.11782654938766846
543,0.18228826869812675
544,0.23984788629222498
545,0.28649729794362805
546,0.31910377778470345
547,0.3357957643839776
548,0.3361907495142219
549,0.32144013643655417
550,0.2940766691728892
551,0.25768799851512897
552,0.21645403131311344
553,0.1746434265309332
554,0.136114119619116
555,0.10390728660860482
556,0.07996963850555645
557,0.06505628086355535
558,0.058781136453355476
559,0.05980620979193332
560,0.06612350688304652
561,0.07536689593233917
562,0.08513232333814416
563,0.09323771173660111
564,0.09791938006429411
565,0.09794043899818665
566,0.09264214716681006
567,0.038333171090167345
568,-0.004116363315785236
569,-0.034347265688775226
570,-0.052390711574077126
571,-0.058701299840014376
572,-0.05415840163219624
573,-0.04000880775220678
574,-0.017769386531974997
575,0.010895551684747595
576,0.044319686156782286
577,0.08095368349071089
578,0.11946467599277644
579,0.15878579131391438
580,0.19812680691806175
581,0.2369192201222564
582,0.27473282286274836
583,0.31116591816903827
584,0.34574923156366993
585,0.37785303484465327
586,0.4066536336491344
587,0.4311408569988946
588,0.45018317307915795
589,0.46262718089988847
590,0.4674312434268281
591,0.46379827671905194
592,0.4513034096883579
593,0.42996832299941623
594,0.4002951093810221
595,0.36324223981169407
596,0.3201483587858498
597,0.27261503781081237
598,0.22236513362565005
599,0.17109240031718612
600,0.12033351988464322
601,0.07136569870670625
602,0.025138405189347228
603,-0.01774164191038968
604,-0.05698309757064907
605,-0.09254425779687224
606,-0.1245394567935324
607,-0.15313445203826676
608,-0.17842934954555023
609,-0.20037193470359288
610,-0.2186878734313633
611,-0.2328500053202911
612,-0.24209081907302119
613,-0.24546000292447293
614,-0.24192391747530093
615,-0.23049653683361984
616,-0.21039785169703762
617,-0.1812082018426424
618,-0.14300218261254455
619,-0.09645218688371152
620,-0.042882454243402854
621,0.015760581447136275
622,0.07699788656502113
623,0.13798246312162976
624,0.19571035540239168
625,0.24728183725337272
626,0.290155872160707
627,0.3223862128407535
628,0.3427947748209919
629,0.35108672913559147
630,0.3478550717417367
631,0.3345053088285998
632,0.31309095562518713
633,0.28609344755866994
634,0.25615816524772045
635,0.22583091200740385
636,0.19732146647036303
637,0.1723218361697747
638,0.15188510357407514
639,0.13639768292282217
640,0.1256131021270746
641,0.11875456593235455
642,0.11465299655979884
643,0.11192505644517642
644,0.10914101677309797
645,0.10498076646782159
646,0.09836192158169324
647,0.08851998188862456
648,0.03804247412124052
649,-0.0001211383277398767
650,-0.02607918059616717
651,-0.040141130029250086
652,-0.04289034630465714
653,-0.03515098393804064
654,-0.017955486390507994
655,0.007474594615486829
656,0.03985506169012564
657,0.07783067708440111
658,0.12004536866166396
659,0.1651538379706325
660,0.21191798293191938
661,0.2591523996409625
662,0.30574121340246496
663,0.3505988056504615
664,0.3927269660015811
665,0.4311118044803663
666,0.464785230714124
667,0.49281480761449037
668,0.5143550515363341
669,0.5286398471387062
670,0.535047929192876
671,0.5331233834093044
672,0.5226907957222922
673,0.5038230161621157
674,0.47687603929132694
675,0.442483537561468
676,0.40153005164282835
677,0.3551049593091538
678,0.3044419367657404
679,0.25082269658981415
680,0.1955516518656293
681,0.13990079631723396
682,0.0850162714771188
683,0.0319073225493573
684,-0.018564543870187588
685,-0.06567712865942084
686,-0.1088230988142998
687,-0.14750276168873022
688,-0.1812139561201586
689,-0.20948151855870328
690,-0.23181309266862243
691,-0.24769088077960244
692,-0.2565831357204629
693,-0.25797633273126036
694,-0.2514260626139669
695,-0.23662184484659066
696,-0.21344082320731234
697,-0.1820609010191522
698,-0.14300639912136573
699,-0.09714112449144038
700,-0.04568760163860929
701,0.009738743907518853
702,0.06726546866624089
703,0.12482774130615812
704,0.18030735965650185
705,0.23160778794038175
706,0.2768671519295048
707,0.3145568078470244
708,0.34360460392690123
709,0.3634035596679722
710,0.37393076617346344
711,0.3756552330707412
712,0.3695060261604905
713,0.35675483790492113
714,0.3389337846596487
715,0.3176664129611649
716,0.2945296772430194
717,0.27092956774958965
718,0.24801965296548592
719,0.22657336116978488
720,0.20702863419384399
721,0.18946614172967402
722,0.17366936190819698
723,0.15913121948258485
724,0.14521271315418097
725,0.13120487368167416
726,0.11641889244105501
727,0.10028293907384389
728,0.08234202317684254
729,0.033671730316952246
730,-0.0025450891013257815
731,-0.026651624928772943
732,-0.03891929625174426
733,-0.039902615121386875
734,-0.030330872455257465
735,-0.011097524600958291
736,0.016620807972419407
737,0.0517613204219853
738,0.09305906959416677
739,0.1391844971942993
740,0.18863455456864703
741,0.24013166852652607
742,0.2923034123191419
743,0.34381168943209295
744,0.39323417079144496
745,0.4394546279544961
746,0.4811988100603267
747,0.5173953562613691
748,0.5470856597534108
749,0.5695804549133104
750,0.5842447169727197
751,0.59062613669038
752,0.5883352301350585
753,0.5774306736129777
754,0.5580814872120136
755,0.5306733525422563
756,0.49579839153542904
757,0.4542363026021795
758,0.4069278527832734
759,0.3549425449166189
760,0.29930488250549225
761,0.2411917732872719
762,0.18192511422070923
763,0.12270417833737138
764,0.06468833756149746
765,0.008978836727051666
766,-0.0433927327366769
767,-0.0914703521687914
768,-0.1345137651819219
769,-0.17162749728725513
770,-0.202107687751729
771,-0.2253402345504026
772,-0.2408117851797281
773,-0.24812647740026772
774,-0.24702802865392295
775,-0.23742561429149223
776,-0.2194209174337143
777,-0.19323590420975392
778,-0.15946484784925796
779,-0.11903136325859565
780,-0.07295408834525546
781,-0.022381005793516116
782,0.031118226521636056
783,0.08598774855235103
784,0.14059966458321305
785,0.193427413982172
786,0.2427954175568418
787,0.287338846612131
788,0.3259206054078426
789,0.3577842698889346
790,0.3822606165146665
791,0.399261536646267
792,0.4088860950752302
793,0.41153955929994196
794,0.40778369754586546
795,0.3985035198796567
796,0.38468372301931075
797,0.367335493875636
798,0.34742688331078503
799,0.3259196554376815
800,0.3033928798804429
801,0.2803961462187595
802,0.25728691085038863
803,0.23433588008812292
804,0.2114205319559598
805,0.18844314637661058
806,0.1652222930556284
807,0.14154053944382425
808,0.11728752636534524
809,0.09217002091336249
810,0.04499843443236093
811,0.010592421333585206
812,-0.011807367581977184
813,-0.02230885265387627
814,-0.021512491296675547
815,-0.010155316312184935
816,0.010891446793583058
817,0.040201252417188305
818,0.07700483617133393
819,0.12007633094547307
820,0.16811582285638516
821,0.21934425605989744
822,0.2727282688298129
823,0.3268749169542862
824,0.3804195836471208
825,0.4316234647787355
826,0.4795986935800844
827,0.5227716182473
828,0.5600359711535887
829,0.5904111560745645
830,0.6134883069379299
831,0.6286749548304928
832,0.6355688181275936
833,0.633537456818321
834,0.6229217224926973
835,0.6039033124441102
836,0.5768601393178187
837,0.5423562791323788
838,0.5011272562312228
839,0.45406123417122096
840,0.40217690651394655
841,0.3461692023687802
842,0.2871520231824631
843,0.22669777241277303
844,0.16603922843499838
845,0.10640511691980051
846,0.04899700479905958
847,-0.005031875333643861
848,-0.05459597728553106
849,-0.09912511046836642
850,-0.13738280157787403
851,-0.1686150073106307
852,-0.19220550036684667
853,-0.20769121523717937
854,-0.21477681244958097
855,-0.21334783943234908
856,-0.20348154917068204
857,-0.18545419110519357
858,-0.15941905017116637
859,-0.12616596302034197
860,-0.08696563114163718
861,-0.04279445727756462
862,0.005542116992536469
863,0.0563592026427181
864,0.10836831664419906
865,0.16024930074046634
866,0.2110263054826816
867,0.25903113494467384
868,0.303183103258243
869,0.3425541302305102
870,0.37672686041097475
871,0.4047298237189437
872,0.42660484043891245
873,0.442165824278638
874,0.45145540117549454
875,0.45439028816509425
876,0.4514870319939473
877,0.44335066685732744
878,0.43063765280459915
879,0.41401865749457956
880,0.39446855993125435
881,0.37214978474929833
882,0.34762289286939024
883,0.3213571163514633
884,0.29405146662395576
885,0.26555195537815424
886,0.23609582355680447
887,0.20585265874501923
888,0.1749462752607896
889,0.14380203099511
890,0.11208107789094582
891,0.06672402454838991
892,0.034424670835893526
893,0.01374734237692701
894,0.004985116367230979
895,0.007463990220954158
896,0.020403965299596816
897,0.042918927922353745
898,0.07304293424225829
899,0.11053479084646323
900,0.15420705988303302
901,0.2028104310919922
902,0.2540759946436849
903,0.30753343243649045
904,0.36185099138405585
905,0.4157280143775769
906,0.46694247985811915
907,0.51517155075021
908,0.5583523433006045
909,0.5953873414478503
910,0.6252959212606977
911,0.6482083426395016
912,0.6635617919212022
913,0.67097800889276
914,0.6692918815575745
915,0.6593495279335366
916,0.6413223698723546
917,0.6155687462882513
918,0.5826250934614885
919,0.5431934240015559
920,0.4981254357902278
921,0.44840366054115915
922,0.3941414294121697
923,0.3363757246760283
924,0.27715231768096593
925,0.21768187934862948
926,0.15918100004570887
927,0.10284695710703928
928,0.049833103077344315
929,0.0012251956225453817
930,-0.04295973383086002
931,-0.08099944097462539
932,-0.11217053843584754
933,-0.13589869454363715
934,-0.15177267275112452
935,-0.15955528393492782
936,-0.15919078647881763
937,-0.15080825813241416
938,-0.13472049065307934
939,-0.11063818513947453
940,-0.07946027569958844
941,-0.04296158809091119
942,-0.0019802529974569383
943,0.04330332325856862
944,0.09081752425882957
945,0.13951181665904322
946,0.1883071187338366
947,0.23691336773369198
948,0.28328441136208926
949,0.3265283669339919
950,0.3658501508181588
951,0.40135552861979473
952,0.43148742094034787
953,0.4566934250433353
954,0.47654145307745727
955,0.49079305468547085
956,0.4986044998857515
957,0.5003050929470222
958,0.4962953556006659
959,0.4870297782156926
960,0.47299820556615274
961,0.45548717710380104
962,0.4339816375959543
963,0.4090277763438062
964,0.3811358954269333
965,0.35155429967012497
966,0.3196859323068491
967,0.28596715573040415
968,0.25078623966561336
969,0.21449149128229003
970,0.17818052912387927
971,0.14112882149471556
972,0.09782355760578776
973,0.06778618835379895
974,0.048645309395905834
975,0.04138009958037404
976,0.04524147988458664
977,0.05940174719205513
978,0.08295369876716109
979,0.1131226882630158
980,0.1504795202403084
981,0.19388205089209146
982,0.24214424607805873
983,0.2922620319155405
984,0.3446381988938618
985,0.3980339169098151
986,0.45124536495884704
987,0.5013346309921513
988,0.5488570332091073
989,0.5910212339579964
990,0.6267776927767371
991,0.6551811050401982
992,0.6771965923273275
993,0.6922976416972072
994,0.7001303697050385
995,0.6987284173996856
996,0.6897211488681648
997,0.6732632680335637
998,0.6496850423336339
999,0.6194842272682921
1000,0.583314557877267
1001,0.5419710233173443
1002,0.49637220182440145
1003,0.4457488377192457
1004,0.3910360430812472
1005,0.33498591947104533
1006,0.2787284783362019
1007,0.22340155944096832
1008,0.17012596606709254
1009,0.1199810066569035
1010,0.07398090449420502
1011,0.031261378667995596
1012,-0.005735007695191013
1013,-0.036346078620372896
1014,-0.06005023855683861
1015,-0.07647822010906348
1016,-0.0854213271857629
1017,-0.08683589141900343
1018,-0.08084373275213161
1019,-0.06772850536235106
1020,-0.04643866974429305
1021,-0.01796342900041737
1022,0.015170980341309051
1023,0.05229627381644354
1024,0.09412521927193046
1025,0.13790094780212941
1026,0.1827898030090725
1027,0.22792050854165732
1028,0.27390239055375604
1029,0.31797604483524666
1030,0.3594038650794851
1031,0.3975033087551748
1032,0.43315590974060525
1033,0.46394586887804573
1034,0.49102547762424803
1035,0.5137447342492047
1036,0.5316318050686859
1037,0.5428909975789478
1038,0.5477751676515583
1039,0.5465911005485665
1040,0.5396927907540771
1041,0.5274731453804088
1042,0.5118440708149826
1043,0.49135015316664116
1044,0.46652487499268225
1045,0.4378935583216358
1046,0.40745707723177527
1047,0.37381087763652776
1048,0.33750766435491814
1049,0.29906733765932164
1050,0.25897838844251747
1051,0.21918948937099134
1052,0.17823541389997374
1053,0.13709547427151533
1054,0.10933416999091827
1055,0.09145554340235121
1056,0.08537256476118045
1057,0.09026955956565444
1058,0.10527650882383792
1059,0.12946770554036796
1060,0.15906082107012745
1061,0.19567778176806044
1062,0.23822382381745366
1063,0.28557753849532685
1064,0.333801156547047
1065,0.3844112052662774
1066,0.43626565585069366
1067,0.48826016729053845
1068,0.5365425208878347
1069,0.5827852811871026
1070,0.623269922838041
1071,0.6570338214590187
1072,0.6832075508285634
1073,0.7038324923989379
1074,0.7184207176719288
1075,0.7266415285779102
1076,0.7255230907411537
1077,0.7177095926709073
1078,0.7033304698604389
1079,0.6826748296177596
1080,0.6561836321362589
1081,0.6244387487564134
1082,0.5881490677295894
1083,0.5481338819875164
1084,0.5025010122446878
1085,0.45207878066884777
1086,0.40052049331914286
1087,0.34883169415955456
1088,0.2980263440332271
1089,0.24910393132530098
1090,0.20302700081921324
1091,0.16069956470057406
1092,0.12014400716329429
1093,0.0847385219956521
1094,0.05507213964584645
1095,0.0316108784151693
1096,0.014687846124609109
1097,0.004496548383817399
1098,0.001087567366639561
1099,0.004368693639919953
1100,0.014108505630379556
1101,0.032354415975924256
1102,0.058028368815825335
1103,0.08763053137441638
1104,0.12065732056082559
1105,0.15891707218137904
1106,0.1987250925569747
1107,0.2394415643571702
1108,0.280379994918588
1109,0.32324096423016735
1110,0.3643084970173231
1111,0.40298680905406425
1112,0.4387052246361154
1113,0.4733462250642463
1114,0.5034342407059871
1115,0.5310744141853181
1116,0.5554329227976083
1117,0.5758448972216912
1118,0.5893947225606283
1119,0.5963199218074833
1120,0.596897244495007
1121,0.591441278897445
1122,0.5803016271689566
1123,0.5662700969423684
1124,0.5467505126378351
1125,0.5222698466636492
1126,0.49335931383277176
1127,0.46296109635408156
1128,0.4285988541899915
1129,0.39089049191862973
1130,0.35043156782606977
1131,0.30779362922351766
1132,0.26593423102425906
1133,0.2223707700932042
1134,0.1833766586776669
1135,0.15777602380049185
1136,0.14086690017844058
1137,0.13564780344359095
1138,0.14124661661341842
1139,0.15675783222991826
1140,0.1812406750938263
1141,0.2098105450714565
1142,0.24527848204250038
1143,0.28659351855454396
1144,0.3326925587526664
1145,0.3786007402298271
1146,0.4270786372341528
1147,0.47707099273376674
1148,0.5275614714866143
1149,0.5736762816822436
1150,0.6183329562723351
1151,0.656779665292038
1152,0.6881751639627736
1153,0.7117622745547953
1154,0.7307913236081309
1155,0.7448058436776661
1156,0.7534896462674018
1157,0.7527601987326364
1158,0.7464048819365408
1159,0.7345151298469876
1160,0.7173233432818923
1161,0.6951951940643913
1162,0.6686192648049019
1163,0.638194174787767
1164,0.6046134041591653
1165,0.5647387927866844
1166,0.5193086256369512
1167,0.47299065508958826
1168,0.42664048628157936
1169,0.3811232563469171
1170,0.3372934720256754
1171,0.2959752780619355
1172,0.2579435648809234
1173,0.2199970166163221
1174,0.1865783540109099
1175,0.15819721057425276
1176,0.13526086077402888
1177,0.11806562378787223
1178,0.10679096966683634
1179,0.1014964306025374
1180,0.10212135122389225
1181,0.10848744099573272
1182,0.12376169419839965
1183,0.14678455768854828
1184,0.17295498260762132
1185,0.20191126240453727
1186,0.23665921716674274
1187,0.2724505707976262
1188,0.3088119039126589
1189,0.34521842210591236
1190,0.3845692716534923
1191,0.42206765558642206
1192,0.4572498008773961
1193,0.489657084042039
1194,0.5223081706211621
1195,0.5505745945969839
1196,0.5776617164974571
1197,0.6025946706958887
1198,0.6245583015098645
1199,0.6394339910184179
1200,0.6474721510344145
1201,0.6489510399876371
1202,0.644177888107796
1203,0.6334888053262745
1204,0.620705303368583
1205,0.6019949887332985
1206,0.5778810992499701
1207,0.5488957677839363
1208,0.5190343789033752
1209,0.4846148728981516
1210,0.44628659759004125
1211,0.4046834971027637
1212,0.3604212216373455
1213,0.3175521882118263
1214,0.2724259704096908
