,network_energy_and_bot_energy
446,0.02070769949078341
447,0.020710688123300923
448,0.020719890094160733
449,0.02072734658702655
450,0.020730955903189234
451,0.020746560045413143
452,0.020748653756852684
453,0.020772152313078437
454,0.020776092522890113
455,0.020793178748352927
456,0.02080652092467545
457,0.020812991934711443
458,0.020819072015800553
459,0.02083323421518289
460,0.02084546454686758
461,0.020863944148642823
462,0.020870815055814347
463,0.02087672568868571
464,0.020898818355728883
465,0.020916401255236913
466,0.020922373255212335
467,0.02094009949446491
468,0.020958657540514705
469,0.02097505466666867
470,0.020980362221869046
471,0.02099071065822246
472,0.02102501983249062
473,0.021026829896509284
474,0.02103198458767818
475,0.021040126938005964
476,0.02104711723379385
477,0.021068044581637572
478,0.021078618860259295
479,0.021093445778789768
480,0.021095892651280784
481,0.02110239666114
482,0.021114915357280325
483,0.02111858501664904
484,0.021143735973986867
485,0.021159327634567817
486,0.02116079125064636
487,0.021182371632149213
488,0.021183496617497286
489,0.021202824299416258
490,0.02121748255679797
491,0.02125749803216154
492,0.021262315424235352
493,0.021265261806555878
494,0.02126558338372984
495,0.021275934642706742
496,0.021326191551336623
497,0.021336691662650845
498,0.02135636993203248
499,0.021390858357799563
500,0.02141225076017503
501,0.021442205529131876
502,0.02144748946964169
503,0.02146102522990805
504,0.021461980915166486
505,0.021481006625439426
506,0.02152525812540431
507,0.021527939279020542
508,0.021537415638446293
509,0.02153757836942942
510,0.02154639389167203
511,0.02154703639113962
512,0.02159280318103152
513,0.02160331294748139
514,0.02160631237554438
515,0.02160672747647422
516,0.021616180336004737
517,0.021636742664755307
518,0.021637291175566307
519,0.021686724897410352
520,0.021732663944188588
521,0.02173689143975529
522,0.02174156723735906
523,0.021767065760750225
524,0.02177793130894091
525,0.021815623728889382
526,0.021826568335161237
527,0.021827887232817
528,0.021832382470272117
529,0.02185931325682085
530,0.02187639411735063
531,0.021881555201457913
532,0.02189172677656855
533,0.021926292523089707
534,0.021944547878590903
535,0.021947691862818128
536,0.02195472899193704
537,0.021974345023569063
538,0.02199245290054845
539,0.02203855313339286
540,0.022075710072492673
541,0.022076331705190404
542,0.02207781037409873
543,0.022082705156810642
544,0.022083639165686536
545,0.022091814217666702
546,0.02210091938311693
547,0.022110429576233524
548,0.022132789205976607
549,0.02213758402063216
550,0.02213796343462766
551,0.022140091907998566
552,0.022143383456372782
553,0.02214351925381833
554,0.022167334897789204
555,0.02217865610314173
556,0.022190324821273987
557,0.022201686141273
558,0.022215774826450773
559,0.022237149237006072
560,0.02225030877323508
561,0.022281263542037064
562,0.02228739797967884
563,0.022289668393501865
564,0.022305112213488146
565,0.0223095949723624
566,0.022319759245321837
567,0.022328418996053416
568,0.022348587768072196
569,0.02237105139162349
570,0.022378086678276572
571,0.02242894046459832
572,0.022448483342464392
573,0.022450476361070424
574,0.022463977749193207
575,0.022489401413349683
576,0.022491242753057403
577,0.02249918002170953
578,0.02250345340190084
579,0.022506964991108654
580,0.022534494678733127
581,0.022542881118749507
582,0.0225549196488958
583,0.02261004725110759
584,0.022613300954371886
585,0.022626926461450127
586,0.022675059059943912
587,0.02267821622053833
588,0.02268758598836115
589,0.022705864887462457
590,0.022707038386798876
591,0.022708633698833258
592,0.02272322917817292
593,0.022738673332586123
594,0.02274136922926494
595,0.02274299127436383
596,0.02274991267716608
597,0.022756151914174415
598,0.022773490357040415
599,0.022781513349637593
600,0.02278895845595171
601,0.022800571729651945
602,0.022804616157159667
603,0.022811608615761685
604,0.022825215276530194
605,0.022838845735445184
606,0.02283885204741503
607,0.02288561986418977
608,0.022891851183893055
609,0.02294341750862132
610,0.02296670911042167
611,0.022967056528116005
612,0.02296981913731163
613,0.023020708821056897
614,0.023023080761426493
615,0.02303484225288635
616,0.0230478030864793
617,0.023059136598657975
618,0.02311070158360834
619,0.023111166599888645
620,0.023113296248013896
621,0.02311530591402271
622,0.02313297273054812
623,0.02315796237990886
624,0.023167845508382086
625,0.02319764351584794
626,0.023200873807683747
627,0.023211202104348645
628,0.023215350466906367
629,0.023222245928526494
630,0.023231779646837803
631,0.023237139861288558
632,0.023254099414422285
633,0.023255036986536692
634,0.023280960346931095
635,0.02329464896242006
636,0.023297984789254912
637,0.023305620539559903
638,0.02330655714760433
639,0.023314691639272002
640,0.023315898553719516
641,0.02332412605617849
642,0.023327752557053816
643,0.02333391709373076
644,0.023338241822532135
645,0.02335854422544058
646,0.023365391098312094
647,0.023372861558822535
648,0.023374130473087625
649,0.023384995828299514
650,0.023399090926836195
651,0.023407106082639344
652,0.02343875188994782
653,0.023466954249299492
654,0.023476724640416995
655,0.023519241847113785
656,0.023533529353172253
657,0.02358445415265852
658,0.023585972820348876
659,0.02365216215759873
660,0.023665124849350395
661,0.023667772801554972
662,0.023674299883935847
663,0.023678213976940927
664,0.02367972880604236
665,0.023704426387282533
666,0.023730294114283023
667,0.02373154702899292
668,0.023755943887489448
669,0.023758464414099626
670,0.02380669648887022
671,0.02381054332076093
672,0.023819534482514417
673,0.023831981409784892
674,0.02383355973094297
675,0.023869613908907083
676,0.023883913806200828
677,0.02388702906804219
678,0.023902671040979647
679,0.023930220252119595
680,0.023940097548709783
681,0.02395917342309522
682,0.02397185324947358
683,0.023977675838346584
684,0.02398157866610393
685,0.024003661034866494
686,0.024023493663848032
687,0.02404114758493101
688,0.02404433104903251
689,0.024052237222643703
690,0.024055819663997776
691,0.024122191080243282
692,0.024138509960741995
693,0.024156124694141044
694,0.02417615849916766
695,0.024220559720831394
696,0.024244553470596435
697,0.024244910273128997
698,0.024275064536211796
699,0.024293051137639382
700,0.024293490927083366
701,0.02429701046928668
702,0.0243749726119879
703,0.0243860819499756
704,0.024389786757270892
705,0.02439401929309191
706,0.024406750353816366
707,0.02442695641567637
708,0.024458969670842847
709,0.024495633121910405
710,0.024497572701082375
711,0.024499946779587996
712,0.024523643561529224
713,0.02452473201050404
714,0.024526066171648705
715,0.024529835244011214
716,0.024546384768008564
717,0.024550722954433307
718,0.024569624044110287
719,0.024635541992625947
720,0.024670397840274135
721,0.024676687389876186
722,0.024680503157877075
723,0.02469743261037404
724,0.024702493033557826
725,0.024750736102845398
726,0.024771293513693306
727,0.024777829909016006
728,0.024790677915954757
729,0.024794487496656675
730,0.024802366210280338
731,0.02481306772749315
732,0.024813916127402618
733,0.02481447898615495
734,0.024862807716270308
735,0.024876403186163673
736,0.024898307389995763
737,0.024900910032806194
738,0.024920740084062427
739,0.02495593984366742
740,0.024956732677115172
741,0.024990497075118027
742,0.025011537217366382
743,0.025017163847981916
744,0.02510725024940357
745,0.025113093943287923
746,0.02511629543040911
747,0.025129786924468503
748,0.025132247645327007
749,0.025160244134848603
750,0.025173707146028373
751,0.02518858988411843
752,0.025204938940205368
753,0.025209753896731246
754,0.02521785539086587
755,0.025235822414693174
756,0.025311977721434217
757,0.02535866859941663
758,0.0253738981592671
759,0.02537996357685955
760,0.025390176945553795
761,0.025404848278609067
762,0.025408311661222146
763,0.02543230627585071
764,0.025450462727601163
765,0.025454631975109283
766,0.0254702529258975
767,0.025475860882247403
768,0.025477914156230946
769,0.025484591239367284
770,0.02549642153116656
771,0.02550171005261644
772,0.025527654412940335
773,0.02553148882122669
774,0.025539159790274366
775,0.025561122349638674
776,0.025568284090284707
777,0.02558050092978024
778,0.02558294956969329
779,0.025584105837650924
780,0.025635321355475936
781,0.025644123773936125
782,0.025651921711034358
783,0.0256563568210795
784,0.025665527211622394
785,0.02566634476693719
786,0.0256676105014175
787,0.02566861790888559
788,0.025687285901472685
789,0.025727130651808334
790,0.025750394530486727
791,0.025759375110217086
792,0.025761974326451595
793,0.025809387778943097
794,0.02581199476978688
795,0.025813805176386498
796,0.025838654934916782
797,0.025839344778986154
798,0.025862593997636286
799,0.025876787222476594
800,0.025888434487524557
801,0.025888877229553978
802,0.025889981248455575
803,0.025891162393629357
804,0.02589418592590785
805,0.025897898337418238
806,0.025921772184919104
807,0.025946397298048263
808,0.025947491119512216
809,0.02595603090086027
810,0.02595791799907334
811,0.025960007772210258
812,0.02597785102633
813,0.025980720249867518
814,0.025981747082586604
815,0.02598258540927246
816,0.025997473023311148
817,0.02599912576306212
818,0.02601424817543143
819,0.02604032948616324
820,0.026071690590833155
821,0.02607500786686657
822,0.026076258474924365
823,0.02611072587360235
824,0.026112943837114447
825,0.026113843469390833
826,0.02612567760773049
827,0.026229353405524448
828,0.02624732463311528
829,0.02625054492825055
830,0.026258249848107717
831,0.026270248541090516
832,0.026307690706406928
833,0.026338416799003547
834,0.02634574759107586
835,0.02639972393215375
836,0.026419221998300997
837,0.0264345556177988
838,0.02643875137827652
839,0.02646391904273086
840,0.026464971538898464
841,0.026476160204850142
842,0.026496246619083084
843,0.026517624109926557
844,0.0265316273889655
845,0.026537349961959784
846,0.026541872188702718
847,0.026546151217010504
848,0.026556665773135583
849,0.02656169274300782
850,0.026564626490724403
851,0.026573749394953345
852,0.026587708222423605
853,0.026603351514663125
854,0.026611510072791538
855,0.026614437352111296
856,0.026623704477019616
857,0.02663087398098272
858,0.026637381373148455
859,0.026664674143375974
860,0.026691737249341794
861,0.026739152177529528
862,0.02674987212761226
863,0.02675551197463502
864,0.02676384569876348
865,0.026766884620713458
866,0.02677303774144582
867,0.026773291339488584
868,0.02678511199364763
869,0.0267862935388276
870,0.02678630073126365
871,0.026790648313960524
872,0.026793578012849154
873,0.026802305008619593
874,0.026810128707215344
875,0.026857663869650945
876,0.02686421354639553
877,0.02687883170588782
878,0.02690448867349203
879,0.02691522922111483
880,0.026916191347019742
881,0.026918590550886745
882,0.02691898411835288
883,0.026922123688746996
884,0.02694360769391007
885,0.026976508912605987
886,0.026982409156914976
887,0.026989329496599202
888,0.027043547621111937
889,0.027044452340017757
890,0.027050735217906345
891,0.027051349055552752
892,0.02706787008535999
893,0.027075947736861155
894,0.02708177735257392
895,0.02708327505886366
896,0.02709159872105077
897,0.027095493574292022
898,0.027103978855480375
899,0.02711471071976928
900,0.027135569290244157
901,0.02719336337768372
902,0.027206656497175134
903,0.027232953793117097
904,0.027241025533721527
905,0.027242994183346015
906,0.027264734523833028
907,0.027275471374065323
908,0.02729743540593358
909,0.027300000542462382
910,0.027316296136947946
911,0.027352960745420648
912,0.027384292473297895
913,0.02739306963989674
914,0.02741522283742346
915,0.027431282358460447
916,0.027469465139587868
917,0.027496719526163654
918,0.027500301323731362
919,0.027503925340956477
920,0.0275099075745293
921,0.02751856214671668
922,0.02751860843925386
923,0.02752787252214338
924,0.027538769214962067
925,0.02757174838333987
926,0.02757338880425799
927,0.027575531189341508
928,0.027613173998657817
929,0.027634672232722535
930,0.02763831566943604
931,0.02768015606775734
932,0.027712387999530307
933,0.027742526701984356
934,0.027768801829220226
935,0.027769476058211673
936,0.02777095870622127
937,0.027780725074496984
938,0.027793339774730846
939,0.02782138376846013
940,0.027832957997758888
941,0.027851140647021454
942,0.02786279868933509
943,0.02788470850964194
944,0.027912811148940675
945,0.02791389045654537
946,0.027930440778003943
947,0.027932161538977807
948,0.02793248372182549
949,0.027932621846350248
950,0.027935049969759023
951,0.02794270817293288
952,0.02800301744448358
953,0.028019907780029305
954,0.028057813006841098
955,0.02806018043250532
956,0.02807238183485121
957,0.028116543021170403
958,0.028117033224410684
959,0.028124473302061626
960,0.02812610812634588
961,0.028133497332149433
962,0.028146751321629956
963,0.02814995800400613
964,0.0281513743670082
965,0.028177376262149494
966,0.028184359110427132
967,0.028207927443210375
968,0.02821032818805492
969,0.028212518700504348
970,0.028225918741060025
971,0.02822862453705977
972,0.02823009673735266
973,0.02823795294656506
974,0.0282923351643241
975,0.02829628083701007
976,0.028306067222157432
977,0.028331295281342355
978,0.02834042216452262
979,0.02835310460692166
980,0.028382788544942434
981,0.028384121716810838
982,0.028388462724394638
983,0.02840179093455229
984,0.028404248642892226
985,0.028426829631976343
986,0.0284382068740596
987,0.02844772011738643
988,0.028465971219455384
989,0.028465992346865674
990,0.028487912162017664
991,0.028494043680723058
992,0.028496978508543935
993,0.02850277428660985
994,0.028503588307661573
995,0.028506444320040764
996,0.02850683688556541
997,0.028508988992853895
998,0.0285118240005821
999,0.028523085264961605
1000,0.028544578312408142
1001,0.028565638346580227
1002,0.028589156805527722
1003,0.028599272078722374
1004,0.028631675827611773
1005,0.028680325066431065
1006,0.02868885988048141
1007,0.028709466170887044
1008,0.028710914389477923
1009,0.028712432239399968
1010,0.028730899283251454
1011,0.028751199214001197
1012,0.028773146018012345
1013,0.02880224363691213
1014,0.028806792989139116
1015,0.028827260289481977
1016,0.028829663030410065
1017,0.028835588949992774
1018,0.028857361012807958
1019,0.02886572892216228
1020,0.028870421384711308
1021,0.028890111863994494
1022,0.028894574011091044
1023,0.0288966113282143
1024,0.02891024432905789
1025,0.028912094968461245
1026,0.028919809657533393
1027,0.02892144453761121
1028,0.02896717091736902
1029,0.028972397266715563
1030,0.029014338359244597
1031,0.02902678720573205
1032,0.029030908630654877
1033,0.029078800499215567
1034,0.02908027197496364
1035,0.02909156239286299
1036,0.029128404911286838
1037,0.029128815521914958
1038,0.029154815514927795
1039,0.0291680130561333
1040,0.029189684248978224
1041,0.02919479801886323
1042,0.02922205374427733
1043,0.029239284656784725
1044,0.029276604561217823
1045,0.029301586377515648
1046,0.0293192972093889
1047,0.02934787473307451
1048,0.029359439504900837
1049,0.029359654482743004
1050,0.02939782477250249
1051,0.029417656427605125
1052,0.029439290905683497
1053,0.029444622181655847
1054,0.029456264364584026
1055,0.02946175145246805
1056,0.029475676027179286
1057,0.02948737493979547
1058,0.029491884768847006
1059,0.02952600165339162
1060,0.029526377547706494
1061,0.02956383006111123
1062,0.029579319318138373
1063,0.029579608039543667
1064,0.029583753991803567
1065,0.02958611519590581
1066,0.029588529032228212
1067,0.029623175020311775
1068,0.029649178460450867
1069,0.029654545810224427
1070,0.029665673350219968
1071,0.029671327729552503
1072,0.029671423124308538
1073,0.029695697206529075
1074,0.02969709196753714
1075,0.029728705194112793
1076,0.029731873820835735
1077,0.02973970769760973
1078,0.029749434747526084
1079,0.029756894706967116
1080,0.029767915438169805
1081,0.02976897692329904
1082,0.029787835130267084
1083,0.029794344669407252
1084,0.029802896968269762
1085,0.029804809737773538
1086,0.029814127215636522
1087,0.029840530891189283
1088,0.029851095472041702
1089,0.029863738893930635
1090,0.029873097154294422
1091,0.0298864308721117
1092,0.02989592972103438
1093,0.02991539749365027
1094,0.029916554988499936
1095,0.02995621918887192
1096,0.029970094706189394
1097,0.029981508373715528
1098,0.030000530841937278
1099,0.030020426597665732
1100,0.03004540476049564
1101,0.03004942914313932
1102,0.030058737415496837
1103,0.030070172470627397
1104,0.030079379802822374
1105,0.03008250276050509
1106,0.030085274083510978
1107,0.030108803497811084
1108,0.030130158132384142
1109,0.03015192214090855
1110,0.030153743328361956
1111,0.030167185702333493
1112,0.03017030892825414
1113,0.030195839757507236
1114,0.030210280694296023
1115,0.030220026801264555
1116,0.030227450274796754
1117,0.03025701484566858
1118,0.030263283206398227
1119,0.03027135783376866
1120,0.030289315247169005
1121,0.03033165171985737
1122,0.03033786039277729
1123,0.030343191505829287
1124,0.030352399614200398
1125,0.030360051437767054
1126,0.030371941413393343
1127,0.030374613289521044
1128,0.03038279604641017
1129,0.03042989566613165
1130,0.03044996936884297
1131,0.03046821258004418
1132,0.030515057841771866
1133,0.0305211533905872
1134,0.030522104543944863
1135,0.03055609630276006
1136,0.030566788265359666
1137,0.03057192245076654
1138,0.030572750022596542
1139,0.030589755364291104
1140,0.030593494318812583
1141,0.030615241632171403
1142,0.030619073969324725
1143,0.03062041992689783
1144,0.03062345511792012
1145,0.030636092006257012
1146,0.03063669047087357
1147,0.030683354797117438
1148,0.030712998855092467
1149,0.030722818312856434
1150,0.030733270204914034
1151,0.03074062947239926
1152,0.030751720287574582
1153,0.03075316995934028
1154,0.030790361902098176
1155,0.030800309096298377
1156,0.03086292676129135
1157,0.030877619637405068
1158,0.03088432326093824
1159,0.030885395704297356
1160,0.03090339820044104
1161,0.03094568651339969
1162,0.03096602809337759
1163,0.030972435780619284
1164,0.03097699032226864
1165,0.030984284998263837
1166,0.0309886104873358
1167,0.030998937177289857
1168,0.031010209537734063
1169,0.03106786318874738
1170,0.031122162841712417
1171,0.031127923504425378
1172,0.031134385554420954
1173,0.031151876200035598
1174,0.031153586730422313
1175,0.031159676139454497
1176,0.03116372858481672
1177,0.0311739538690984
1178,0.031177455471142805
1179,0.03125999210076421
1180,0.031273182454814696
1181,0.03128146779935894
1182,0.031295757492120845
1183,0.03131028772993259
1184,0.03132637162951613
1185,0.03136786668837856
1186,0.03137177269602363
1187,0.0313802710409591
1188,0.0314003117813222
1189,0.03141789562264613
1190,0.03143282011371998
1191,0.0314348398480999
1192,0.031453383944417664
1193,0.031504138071800816
1194,0.03150463036150023
1195,0.031506799579382655
1196,0.031518062828614524
1197,0.03152743204545681
1198,0.03154040979803412
1199,0.031556551105697016
1200,0.031577164502224135
1201,0.03158454053183118
1202,0.03158885621906321
1203,0.031695950186541665
1204,0.03172215215268485
1205,0.03173661540805646
1206,0.03175318415286761
1207,0.03176429319161751
1208,0.0317752094154276
1209,0.03178834287987883
1210,0.03180455141470961
1211,0.031838852534416595
1212,0.031848777473267316
1213,0.03185378716521769
1214,0.03187354821416772
1215,0.031926017541044766
1216,0.03193086063904333
1217,0.03196669327368469
1218,0.0319756406484027
1219,0.03203134744263268
1220,0.03204418466466599
1221,0.03205184681964656
1222,0.032054965174384414
1223,0.03207381187819523
1224,0.03207550862594295
