,id,username,bot_type,user_type,origin_tweet_date,tweet_url,degree,node_entanglement,eigenvector_centrality,betweenness_centrality,clique_number,before_percolation,after_percolation,page_rank,mass_equivalent,energy_equivalent,critical_threshold_before_node_virality,critical_threshold_after_node_virality,closeness_centrality,random_walk
0,314,MILKA_IG,spammer,bot,2022-09-29,https://twitter.com/MILKA_IG/status/1575399938300825600,22132,3.5970830758458305e-07,0.6801201874677919,0.0016685498871719647,3,0.0016685498871719647,0.0019682221760532687,0.017654837112090503,2.8916478381003026e-12,7.020751104047205e-13,3.3061855198107455e-18,2.5547797198537575e-18,0.026856763925729443,0.017654837112090503
1,425,AliceOllstein,spammer,bot,2022-09-27,https://twitter.com/AliceOllstein/status/1574785579585536002,12557,-0.0031532580574289426,0.00012972427079837491,0.00040142331823453034,2,0.00040142331823453034,0.00044694956146068413,0.010129016900612048,1.6406299432055619e-12,3.983353136341982e-13,1.8758255725765194e-18,1.4495015788091282e-18,0.01201032136992728,0.010129016900612048
2,337,HelenBranswell,self_declared,bot,2022-09-27,https://twitter.com/HelenBranswell/status/1574791119904325633,11538,3.597083093609399e-07,4.890728796703473e-14,9.911686869988404e-07,2,9.911686869988404e-07,1.2165936254874537e-06,0.0016367975816471542,1.5074928951744665e-12,3.660104203799777e-13,1.7236024095236033e-18,1.3318745891773297e-18,0.0014074595355383533,0.0016367975816471542
3,333,Mulu3010992,spammer,bot,2022-09-27,https://twitter.com/Mulu3010992/status/1574790737505443842,9198,-1.1787967153509271e-06,0.2455447232336867,0.0007831884575102504,3,0.0007831884575102504,0.0010853906437762796,0.0056588829336116616,1.2017611067615482e-12,2.9178053793162026e-13,1.3740418584501735e-18,1.0617596178933157e-18,0.021321400368518033,0.0056588829336116616
4,343,CDCgov,self_declared,bot,2022-09-27,https://twitter.com/CDCgov/status/1574791580548042752,9069,-0.0031532580574289426,1.5330327460659344e-11,6.938180808991882e-06,2,6.938180808991882e-06,8.780917156741657e-06,0.0019310933514451358,1.1849066620157077e-12,2.8768837774536467e-13,1.3547712126858691e-18,1.0468686643481713e-18,0.002513320599175631,0.0019310933514451358
5,516,ArielCohen37,false (human account),human,2022-09-27,https://twitter.com/ArielCohen37/status/1574781618903998465,7634,0.0,1.9811794709232465e-06,8.920518182989563e-05,2,8.920518182989563e-05,8.696281414479205e-05,0.0072301674928823105,9.974172960445377e-13,2.4216706094476937e-13,1.1404039516643425e-18,8.812212353769917e-19,0.009195402298850575,0.0072301674928823105
6,322,EdenBFKN,false (human account),human,2022-09-27,https://twitter.com/EdenBFKN/status/1574789769225293826,6978,0.0,3.0355679551421625e-16,0.0,2,0.0,0.0,0.0011205109529945447,9.117078716005744e-13,2.2135731612164016e-13,1.0424074894830735e-18,8.054966964187385e-19,0.0007037297677691766,0.0011205109529945447
7,196,Patricklubin20,other,bot,2022-10-21,https://twitter.com/Patricklubin20/status/1583573674808213504,6477,-0.0031532580574289426,1.7246618393239503e-11,5.947012121993042e-06,2,5.947012121993042e-06,6.213453460816112e-06,0.0026693708389523723,8.462499117737059e-13,2.054645079564149e-13,9.675656791891468e-19,7.476643884643407e-19,0.0028149190710767065,0.0026693708389523723
8,828,TheMSeries1,false (human account),human,2022-09-27,https://twitter.com/TheMSeries1/status/1574754017548410881,6357,0.0,4.074270310932192e-08,3.5682072731958255e-05,2,3.5682072731958255e-05,3.3722453359884464e-05,0.00525080398221542,8.305713585217614e-13,2.0165784731803763e-13,9.496394970828173e-19,7.338123386549041e-19,0.0063335679099225895,0.00525080398221542
9,991,wherewelive,spammer,bot,2022-09-27,https://twitter.com/wherewelive/status/1574810893782863872,5910,3.597083093609399e-07,4.5233487414451875e-24,0.0,1,0.0,0.0,0.00016807664294921123,7.721687476582681e-13,1.8747803644008217e-13,8.828644687367391e-19,6.822134531147529e-19,0.0,0.00016807664294921123
