,username,before_percolation,after_percolation,degree,change
892,NickelGalbraith,0.0,0.0,0,no change
893,bennessb,0.0,0.0,0,no change
894,kasza_leslie,0.0,0.0,0,no change
895,CristelleJoly,0.0,0.0,0,no change
896,MayorsPEU,0.0,0.0,0,no change
897,PlayTastik,0.0,0.0,0,no change
1411,CalEndow,0.0,0.0,0,no change
899,GHargraveWrites,0.0,0.0,0,no change
1410,Whatdoesitmake,0.0,0.0,0,no change
901,AndrewH10280171,9.911686869988404e-07,1.2165936254874537e-06,0,increase
1408,FBerdougo,0.0,0.0,0,no change
905,mofazhuzhu,0.0,0.0,0,no change
906,acciokarina,0.0,0.0,0,no change
908,SallyChi2,0.0,0.0,0,no change
1405,eanaid2,0.0,0.0,0,no change
910,mayo4u,0.0,0.0,0,no change
911,CryptoQFS2021,0.0,0.0,0,no change
912,e_daisyjackson7,0.0,0.0,0,no change
913,WarmGingerTea,0.0,0.0,0,no change
886,Amanuel47926502,0.0,0.0,0,no change
1412,Sha13150844,0.0,0.0,0,no change
1413,BrittSween,0.0,0.0,0,no change
870,Francesco_Rizz_,0.0,0.0,0,no change
863,giannis30fyl,0.0,0.0,0,no change
864,SciTania,0.0,0.0,0,no change
865,echo_masters,0.0,0.0,0,no change
1420,Funnygalore2,0.0,0.0,0,no change
866,elicolie,0.0,0.0,0,no change
867,JoelHDYT,0.0,0.0,0,no change
868,anthraxxx781,0.0,0.0,0,no change
1419,hxie_m,0.0,0.0,0,no change
869,AldolpheMiliban,0.0,0.0,0,no change
871,eugene_goebel,0.0,0.0,0,no change
882,virology_chitra,0.0,0.0,0,no change
872,TanmoyDasLala,0.0,0.0,0,no change
874,holdsugar9196,0.0,0.0,0,no change
876,mjblair,0.0,0.0,0,no change
1418,95LouieG,0.0,0.0,0,no change
1417,nikroybal,0.0,0.0,0,no change
1416,PocDaAfronta,0.0,0.0,0,no change
880,CostOfNukes,0.0,0.0,0,no change
1414,_thebrunswick_,0.0,0.0,0,no change
881,petthekat,0.0,0.0,0,no change
1404,ChicagoBACP,0.0,0.0,0,no change
1402,dublarman,0.0,0.0,0,no change
967,AAAquaponics,2.973506060996521e-06,3.2873026304844544e-06,0,increase
918,bioberni,0.0,0.0,0,no change
946,MonkeyPoxJake,0.0,0.0,0,no change
948,thtkidchristian,0.0,0.0,0,no change
1023,orme_duncan,0.0,0.0,0,no change
1390,CoyoteGulch,0.0,0.0,0,no change
951,alyxschubert,0.0,0.0,0,no change
952,livewell_sd,0.0,0.0,0,no change
953,SherriM12714590,0.0,0.0,0,no change
954,hippyhappyme,0.0,0.0,0,no change
955,NRandCo,0.0,0.0,0,no change
956,masteracestick,0.0,0.0,0,no change
1389,prof_goldberg,0.0,0.0,0,no change
957,dnw72,0.0,0.0,0,no change
958,realjoewms,0.0,0.0,0,no change
1388,denverrescue,0.0,0.0,0,no change
959,MichaelBerrySho,0.0,0.0,0,no change
961,StressedMadness,0.0,0.0,0,no change
962,MaurizioCarrar8,0.0,0.0,0,no change
963,JacobsenTeo,0.0,0.0,0,no change
964,Jugg_Que_Naut,0.0,0.0,0,no change
965,alexiablohmuk,0.0,0.0,0,no change
966,PatrickEllisWx,0.0,0.0,0,no change
1391,QueenofTacos,0.0,0.0,0,no change
945,CleDPH,0.0,0.0,0,no change
1392,France_UNESCO,0.0,0.0,0,no change
928,lalah562,0.0,0.0,0,no change
920,brenerXXL,0.0,0.0,0,no change
921,BlueStar616,0.0,0.0,0,no change
922,NIHRCRN_nthames,0.0,0.0,0,no change
923,equitylist,0.0,0.0,0,no change
924,MrOk72112026,0.0,0.0,0,no change
925,ThaisaHughes,0.0,0.0,0,no change
926,GCurry79,0.0,0.0,0,no change
1400,fintel_io,0.0,0.0,0,no change
927,METROCharity,0.0,0.0,0,no change
1399,emhearn1,0.0,0.0,0,no change
942,Panorama360SV,0.0,0.0,0,no change
931,lisa_iannattone,0.0,0.0,0,no change
932,DementedMinx,0.0,0.0,0,no change
1398,jonbarrymartin,0.0,0.0,0,no change
935,CristinaAmazon,0.0,0.0,0,no change
936,kdcheek,0.0,0.0,0,no change
937,CreditKing6,0.0,0.0,0,no change
1396,Susan_L_Moore,0.0,0.0,0,no change
1394,exploitmoney,0.0,0.0,0,no change
941,RivCoNow,0.0,0.0,0,no change
1362,SamBuca45,0.0,0.0,0,no change
1042,SMACK2022,0.0,0.0,0,no change
1024,Dabestucanbuy,0.0,0.0,0,no change
1246,EU_Commission,0.0,0.0,0,no change
1147,kaybooqie_,0.0,0.0,0,no change
1269,iKickCloudsToo,0.0,0.0,0,no change
1149,XAngelPaulX,0.0,0.0,0,no change
1150,IndivisibleIL,0.0,0.0,0,no change
1151,RevMelanieNOLA,0.0,0.0,0,no change
1267,TMackenzieH,0.0,0.0,0,no change
1266,das_cooler,0.0,0.0,0,no change
1265,Poorangiri52,0.0,0.0,0,no change
1153,juliam_dc,0.0,0.0,0,no change
1154,Lunaanya8,9.911686869988404e-07,1.2165936254874537e-06,0,increase
1263,hogmagandy,0.0,0.0,0,no change
1156,Rachell_emilly,0.0,0.0,0,no change
1262,mr_luck07,0.0,0.0,0,no change
1261,ScoobySteve15,0.0,0.0,0,no change
1259,KindClinicTX,0.0,0.0,0,no change
1158,lweeziejane,0.0,0.0,0,no change
1255,tracyabeln1,0.0,0.0,0,no change
1159,RantingSid,0.0,0.0,0,no change
1254,HealthierNWL,0.0,0.0,0,no change
1253,ebciphhs,0.0,0.0,0,no change
1252,jackmolay,0.0,0.0,0,no change
1162,LordofHardwired,0.0,0.0,0,no change
1250,adikkeluangman,0.0,0.0,0,no change
1249,GoodGravySMH,0.0,0.0,0,no change
1164,InfectiousDz,1.7841036365979127e-05,2.707651388636197e-05,0,increase
1146,vcolliver,0.0,0.0,0,no change
1144,humihuru,0.0,0.0,0,no change
1270,NitaBonitax,0.0,0.0,0,no change
1278,MolloySociology,0.0,0.0,0,no change
1121,LeverageMonkey,0.0,0.0,0,no change
1284,WickedMaverick,0.0,0.0,0,no change
1283,4starGeneral17,0.0,0.0,0,no change
1124,yaneerbaryam,0.0,0.0,0,no change
1125,bway3rd,0.0,0.0,0,no change
1282,Corona_Lisa__,0.0,0.0,0,no change
1127,MariaCabadas,0.0,0.0,0,no change
1128,BigCitiesHealth,0.0,0.0,0,no change
1129,couponmommyjen,0.0,0.0,0,no change
1281,SharkySea,0.0,0.0,0,no change
1279,Chopshop_Gator,0.0,0.0,0,no change
1132,ValSue6,0.0,0.0,0,no change
1142,luisotobajas,0.0,0.0,0,no change
1277,AlonsoNeuroEnd,0.0,0.0,0,no change
1276,Colaborattus,0.0,0.0,0,no change
1133,kraus_read,0.0,0.0,0,no change
1275,_Mahlick,0.0,0.0,0,no change
1274,twitaco,0.0,0.0,0,no change
1136,sevinsky,0.0,0.0,0,no change
1273,EmpressNorton,0.0,0.0,0,no change
1138,ehocstl,0.0,0.0,0,no change
1272,wordjuggler,0.0,0.0,0,no change
1140,NavajoGovDev,0.0,0.0,0,no change
1271,IL_Advance,0.0,0.0,0,no change
1248,Alefesga,0.0,0.0,0,no change
1244,uamshealth,0.0,0.0,0,no change
1359,Alice_Porter,0.0,0.0,0,no change
1165,WFMurphy2,0.0,0.0,0,no change
1221,ZebraAccess,0.0,0.0,0,no change
1186,KeepitRealTea,0.0,0.0,0,no change
1187,rafa_kaxio,0.0,0.0,0,no change
1220,ProfFieri,0.0,0.0,0,no change
1188,ColumbiaSSW,0.0,0.0,0,no change
1219,natsechobbyist,0.0,0.0,0,no change
1190,e_cisc,0.0,0.0,0,no change
1217,mmercer01,0.0,0.0,0,no change
1191,Gebre1106,0.0,0.0,0,no change
1192,income_us,0.0,0.0,0,no change
1216,mxrilesy,0.0,0.0,0,no change
1194,albyrob,0.0,0.0,0,no change
1212,theequeen92,0.0,0.0,0,no change
1211,grannynannynews,0.0,0.0,0,no change
1195,MinofHealthUG,0.0,0.0,0,no change
1196,PatrioticPurple,0.0,0.0,0,no change
1210,CookStevenD,0.0,0.0,0,no change
1208,bhrenton,0.0,0.0,0,no change
1207,davidalim,0.0,0.0,0,no change
1198,ChrisRB89,0.0,0.0,0,no change
1206,tico_tonito,0.0,0.0,0,no change
1205,Briannaehley,0.0,0.0,0,no change
1204,ericearling,0.0,0.0,0,no change
1203,zachlipton,0.0,0.0,0,no change
1202,AnthonyJGranado,0.0,0.0,0,no change
1184,caryncoxphealth,0.0,0.0,0,no change
1183,Birder_Katie,0.0,0.0,0,no change
1223,SociologyTheory,0.0,0.0,0,no change
1172,jamespmanley,0.0,0.0,0,no change
1166,laFemmeArsene,0.0,0.0,0,no change
1243,EqualityFed,0.0,0.0,0,no change
1242,Stevechen_,0.0,0.0,0,no change
1241,clandersen,0.0,0.0,0,no change
1240,Rachelagain,0.0,0.0,0,no change
1239,TonyFauci2,0.0,0.0,0,no change
1235,mrtyler7,0.0,0.0,0,no change
1169,knotoon,0.0,0.0,0,no change
1234,HealthNewsIll,0.0,0.0,0,no change
1233,RobinCogan,0.0,0.0,0,no change
1232,Cekeldendeckard,0.0,0.0,0,no change
1173,yoda,0.0,0.0,0,no change
1182,dougshealth80,0.0,0.0,0,no change
1230,Research_Future,0.0,0.0,0,no change
1229,YammyAlex,0.0,0.0,0,no change
1228,ThePatWhalen,0.0,0.0,0,no change
1176,ENirenberg,0.0,0.0,0,no change
1177,carminaovargas,0.0,0.0,0,no change
1178,Heart10Looks3,0.0,0.0,0,no change
1179,LANiCheallaigh,0.0,0.0,0,no change
1226,ICNurses,0.0,0.0,0,no change
1225,LauraEWeiss16,0.0,0.0,0,no change
1180,anuratenebris,0.0,0.0,0,no change
1224,Zachary_Cohen,0.0,0.0,0,no change
1119,TAGHIVscience,0.0,0.0,0,no change
1285,PeterBONGLewis,0.0,0.0,0,no change
1117,nyulangone,0.0,0.0,0,no change
1286,BennetGoldstein,0.0,0.0,0,no change
1050,rashina_kinase,0.0,0.0,0,no change
1340,wilkergaldino,0.0,0.0,0,no change
1052,Dinamico_7,0.0,0.0,0,no change
1339,eduardo_rubi,0.0,0.0,0,no change
1054,DrTao,0.0,0.0,0,no change
1055,AbundantLandUse,0.0,0.0,0,no change
1056,yo_farma,0.0,0.0,0,no change
1057,Lexii__G,0.0,0.0,0,no change
1337,Irishpeasent,0.0,0.0,0,no change
1059,CambHealth,0.0,0.0,0,no change
1060,MSF,0.0,0.0,0,no change
1061,UNICEF,0.0,0.0,0,no change
1062,WFP,0.0,0.0,0,no change
1063,UNAIDS,0.0,0.0,0,no change
1064,UNOCHA,0.0,0.0,0,no change
1065,Arwidner9,0.0,0.0,0,no change
1067,Malcolm41,0.0,0.0,0,no change
1068,NAT_AIDS_Trust,0.0,0.0,0,no change
1335,MAAETC,0.0,0.0,0,no change
1334,clefenby,0.0,0.0,0,no change
1333,MollyJongFast,0.0,0.0,0,no change
1070,EdwinCPark,0.0,0.0,0,no change
1071,DeadKennedyInS1,0.0,0.0,0,no change
1072,LilKrekka,0.0,0.0,0,no change
1073,therealsheep5,0.0,0.0,0,no change
1049,CRN_WMid,0.0,0.0,0,no change
1341,sarcastology,0.0,0.0,0,no change
1047,umbersupreme,0.0,0.0,0,no change
1033,NineTiger,0.0,0.0,0,no change
1357,qimster,0.0,0.0,0,no change
1356,Miguelmarzuma,0.0,0.0,0,no change
1026,de_radicalise,0.0,0.0,0,no change
1355,AgingOphelia,0.0,0.0,0,no change
1028,mglarriagaa,0.0,0.0,0,no change
1354,cooney_liz,0.0,0.0,0,no change
1029,BatmanLegoDC,0.0,0.0,0,no change
1030,uphcdaraganj01,0.0,0.0,0,no change
1031,Lancaster67,0.0,0.0,0,no change
1353,gere_fiyu,0.0,0.0,0,no change
1351,Solphendukaa,0.0,0.0,0,no change
1034,HSELive,0.0,0.0,0,no change
1342,mcmdcao,0.0,0.0,0,no change
1036,HectorGauthier1,0.0,0.0,0,no change
1350,RebecaHerreroS,0.0,0.0,0,no change
1349,sarahmupo,0.0,0.0,0,no change
1347,uabcfar,0.0,0.0,0,no change
1039,rharringtonSF,0.0,0.0,0,no change
1346,TheLawfare4all,0.0,0.0,0,no change
1040,boo_radley_,0.0,0.0,0,no change
1345,BryanTegomoh,0.0,0.0,0,no change
1201,dylanlscott,0.0,0.0,0,no change
1044,ConflictedIn,0.0,0.0,0,no change
1343,Rosana30298683,0.0,0.0,0,no change
1074,charles_gaba,0.0,0.0,0,no change
1075,PeterJCatania,0.0,0.0,0,no change
1332,EllieLiptak,0.0,0.0,0,no change
1294,iLoveSpaceForce,0.0,0.0,0,no change
1098,HHSGov,0.0,0.0,0,no change
1307,thegareth,0.0,0.0,0,no change
1306,TheRogerCohen,0.0,0.0,0,no change
1099,Geranes,0.0,0.0,0,no change
1305,dollyllamaX10,0.0,0.0,0,no change
1101,anyujinluv,0.0,0.0,0,no change
1103,MariaSammutMasc,0.0,0.0,0,no change
1104,JDCocchiarella,9.911686869988404e-07,1.2165936254874537e-06,0,increase
1303,trisity9,0.0,0.0,0,no change
1300,BobRichards57,0.0,0.0,0,no change
1296,theanarqhist,0.0,0.0,0,no change
1106,MichelleNewDay,0.0,0.0,0,no change
1309,rosanabferreira,0.0,0.0,0,no change
1293,Vallistar13,0.0,0.0,0,no change
1108,LaClason,0.0,0.0,0,no change
1109,aesthetics_grad,0.0,0.0,0,no change
1292,SilverBulletLLC,0.0,0.0,0,no change
1111,ddraigmam,0.0,0.0,0,no change
1112,FDA_Track,0.0,0.0,0,no change
1289,QueerCymru,9.911686869988404e-07,1.2165936254874537e-06,0,increase
1288,Enrique_trias23,0.0,0.0,0,no change
1114,John08092552,0.0,0.0,0,no change
1115,Janice_01595,0.0,0.0,0,no change
1287,jessezphd,0.0,0.0,0,no change
1096,rbtekk,0.0,0.0,0,no change
1094,davereaboi,9.911686869988404e-07,1.2165936254874537e-06,0,increase
1330,PettigrewFishi1,0.0,0.0,0,no change
1084,SomeGuy776,0.0,0.0,0,no change
1329,YouTube,0.0,0.0,0,no change
1077,ParasiteGal,0.0,0.0,0,no change
1328,hoadison1999,0.0,0.0,0,no change
1327,infoaiutucorsu1,0.0,0.0,0,no change
1079,moricemdphd,0.0,0.0,0,no change
1080,TreeWill303,0.0,0.0,0,no change
1325,BCHealthClinic1,0.0,0.0,0,no change
1324,JOCOHealth,0.0,0.0,0,no change
1082,lestageog,0.0,0.0,0,no change
1322,brosthemovie,0.0,0.0,0,no change
1320,joshuanbarbozam,0.0,0.0,0,no change
1085,Canadian_LadyK,0.0,0.0,0,no change
1093,highland_mn,0.0,0.0,0,no change
1318,Keggs719,0.0,0.0,0,no change
1317,RanuDhillon,0.0,0.0,0,no change
1316,sjk26381,0.0,0.0,0,no change
1086,_gmlamb,0.0,0.0,0,no change
1087,kirkgrisham,0.0,0.0,0,no change
1314,heycurlytop,0.0,0.0,0,no change
1089,NorikSigma,0.0,0.0,0,no change
1313,hannalebos,0.0,0.0,0,no change
1312,Wudang96,0.0,0.0,0,no change
1310,drm_mb,0.0,0.0,0,no change
1092,305Mosquito,0.0,0.0,0,no change
0,katrina9275,0.0,0.0,0,no change
711,fmparvez1,0.0,0.0,0,no change
860,Kurtwino,0.0,0.0,0,no change
288,30ACTruth,0.0,0.0,0,no change
299,AbrhaNetsi,0.0,0.0,0,no change
297,Holly37776084,0.0,0.0,0,no change
295,dustinfalgout,0.0,0.0,0,no change
293,jraisner,0.0,0.0,0,no change
291,MohgaKamalYanni,0.0,0.0,0,no change
289,lehimesa,0.0,0.0,0,no change
287,Tigray_Rises,0.0,0.0,0,no change
266,liamisak_,0.0,0.0,0,no change
285,44mmvvpp,0.0,0.0,0,no change
283,Bryan_Ranera,0.0,0.0,0,no change
281,RageSheen,0.0,0.0,0,no change
279,Girmay05,0.00016767270288397049,0.00027462571366219804,0,increase
270,mgcjusa,0.0,0.0,0,no change
268,merdilbostil,0.0,0.0,0,no change
301,SHOREsource,0.0,0.0,0,no change
304,13WHAM,0.0,0.0,0,no change
306,itzmytc,0.0,0.0,0,no change
308,hermessachez23,0.0,0.0,0,no change
309,CDCFound,0.0,0.0,0,no change
311,CrystalSURFgrl,0.0,0.0,0,no change
313,MinorityHealth,0.0,0.0,0,no change
315,ToneyD17,0.0,0.0,0,no change
317,JAMANeuro,0.0,0.0,0,no change
318,SonjaArts,0.0,0.0,0,no change
319,CordeliaAppleb1,0.0,0.0,0,no change
322,CraigHTrimble,0.0,0.0,0,no change
324,icarlosahedo,0.0,0.0,0,no change
326,ZaphodsFolly,0.0,0.0,0,no change
328,DFisman,0.0,0.0,0,no change
331,j40257,0.0,0.0,0,no change
333,tdfTigray8,0.0,0.0,0,no change
267,tom_vert,0.0,0.0,0,no change
264,lizzietweeter,0.0,0.0,0,no change
338,Meri83643342,0.0,0.0,0,no change
223,aphm_actu,0.0,0.0,0,no change
236,slwirth,0.0,0.0,0,no change
234,flaviaol,0.0,0.0,0,no change
231,Christo03278721,0.0,0.0,0,no change
228,richtv_io,0.0,0.0,0,no change
226,maman_poissons,0.0,0.0,0,no change
225,BzAhChan,0.0,0.0,0,no change
221,HeleneDutartre,0.0,0.0,0,no change
262,NJWEB1,0.0,0.0,0,no change
218,jinxiejae,0.0,0.0,0,no change
217,inahaniii,0.0,0.0,0,no change
216,easyonnick,0.0,0.0,0,no change
215,BFahlyfe,0.0,0.0,0,no change
214,ROXANE66,0.0,0.0,0,no change
212,StassiLane,0.0,0.0,0,no change
238,RepGosar,0.0,0.0,0,no change
239,Theblackgreatg1,0.0,0.0,0,no change
241,ozaed,0.0,0.0,0,no change
242,sotnasoinotna,0.0,0.0,0,no change
243,ArmyofWomack,0.0,0.0,0,no change
245,JPlaysItCool,0.0,0.0,0,no change
247,LaoHell,0.0,0.0,0,no change
249,FLAHAULT,0.0,0.0,0,no change
250,rufc2022,0.0,0.0,0,no change
251,dankennik,0.0,0.0,0,no change
252,Sorrow945,0.0,0.0,0,no change
254,lov_couch_films,0.0,0.0,0,no change
256,Varun8Vijay,0.0,0.0,0,no change
258,DcentX,0.0,0.0,0,no change
259,nicolaskasprzak,0.0,0.0,0,no change
260,actupparis,0.0,0.0,0,no change
261,LulaOficial,0.0,0.0,0,no change
335,DrHampshaw,0.0,0.0,0,no change
339,shoe0nhead,0.0,0.0,0,no change
209,LooftSabine,9.911686869988404e-07,1.2165936254874537e-06,0,increase
420,oneillinstitute,0.0,0.0,0,no change
432,mahi31545412,0.0,0.0,0,no change
431,Frebeke,0.0,0.0,0,no change
429,HuXijin_GT,0.0,0.0,0,no change
425,saltycomment,0.0,0.0,0,no change
424,p2GH4R83A8ZVBEm,0.0,0.0,0,no change
422,NursingPlus_ELS,0.0,0.0,0,no change
416,SteveSkywalker9,0.0,0.0,0,no change
403,QuentonKristin,0.0,0.0,0,no change
413,lifeson77,0.0,0.0,0,no change
411,msgigicapone,0.0,0.0,0,no change
410,selam_welo,0.0,0.0,0,no change
409,JudgeClayJ,0.0,0.0,0,no change
408,TOPublicHealth,0.0,0.0,0,no change
405,SigaTech,0.0,0.0,0,no change
433,CTVNews,0.0,0.0,0,no change
434,GhayasM73,0.0,0.0,0,no change
436,AregaTeame,0.0,0.0,0,no change
438,axumtsion21,0.0,0.0,0,no change
440,statnews,0.0,0.0,0,no change
442,Fila33491619,0.0,0.0,0,no change
444,GSridarane,0.0,0.0,0,no change
445,TSGABGEBREMARY7,0.0,0.0,0,no change
446,selam0512,0.0,0.0,0,no change
447,TheStar_news,0.0,0.0,0,no change
450,Jj1SBA2NRr54DYc,0.0,0.0,0,no change
452,ehshshsjsjsjsj3,0.0,0.0,0,no change
453,MELATE69250227,0.0,0.0,0,no change
454,ta_massan,0.0,0.0,0,no change
455,SoVintage,0.0,0.0,0,no change
456,2RhEDXktnydF5VY,0.0,0.0,0,no change
457,Hibiyee,0.0,0.0,0,no change
404,Tigraway14myd,0.0,0.0,0,no change
402,GiduGidu1,0.0,0.0,0,no change
341,djohngo,0.0,0.0,0,no change
354,BDandCo,0.0,0.0,0,no change
368,CharuKasturi,0.0,0.0,0,no change
367,UCLALuskinSW,0.0,0.0,0,no change
363,DrBethanneMoore,0.0,0.0,0,no change
360,tmbrown327,0.0,0.0,0,no change
357,DSW_xyz,0.0,0.0,0,no change
356,kcranews,0.0,0.0,0,no change
352,LiamODellUK,0.0,0.0,0,no change
401,fishkids4tg,0.0,0.0,0,no change
350,breckgirl4ever,0.0,0.0,0,no change
349,MeseleMercy,0.0,0.0,0,no change
347,KidNate,0.0,0.0,0,no change
346,alfarovjuan,0.0,0.0,0,no change
345,DRMJaipur,0.0,0.0,0,no change
344,shctoronto,0.0,0.0,0,no change
371,KylaMJohnson,0.0,0.0,0,no change
372,seanchaibeag,0.0,0.0,0,no change
375,BroadLingerieTO,0.0,0.0,0,no change
376,CLCPublicHealth,0.0,0.0,0,no change
377,CaliforniaDep11,0.0,0.0,0,no change
378,smilingcobra,0.0,0.0,0,no change
380,UWMedicine,0.0,0.0,0,no change
382,Phatebonny,0.0,0.0,0,no change
384,drmbikaner,0.0,0.0,0,no change
386,babajiaum,0.0,0.0,0,no change
387,WoineKidane1,0.0,0.0,0,no change
388,HollyBlomberg,0.0,0.0,0,no change
391,Chris_Mench,0.0,0.0,0,no change
392,Tigray___love,0.0,0.0,0,no change
394,updatecharts,0.0,0.0,0,no change
396,gwalitigirayi19,0.0,0.0,0,no change
397,TsrhaTigray,0.0,0.0,0,no change
211,JulesT737,0.0,0.0,0,no change
206,mikee_grc,0.0,0.0,0,no change
460,SelamYohans14,8.557089664423322e-05,0.00013691666356471297,0,increase
57,SoberSabre,0.0,0.0,0,no change
66,fox5ny,0.0,0.0,0,no change
64,fxBPn7h7Q7DEV04,0.0,0.0,0,no change
62,nmw110,0.0,0.0,0,no change
61,Erok69XX,0.0,0.0,0,no change
60,HenleySecnethia,4.955843434994202e-06,6.646419520358042e-06,0,increase
59,HealthPeopleOrg,0.0,0.0,0,no change
56,MGZ1385,0.0,0.0,0,no change
46,syramadad,0.0,0.0,0,no change
55,AmericanRailgun,0.0,0.0,0,no change
54,FunPasadena,0.0,0.0,0,no change
53,Curmudgeon1836,0.0,0.0,0,no change
51,SwitchboardTa,0.0,0.0,0,no change
50,gogo_science,0.0,0.0,0,no change
49,MontagueTerrie,0.0,0.0,0,no change
67,austin_montoya,0.0,0.0,0,no change
69,HarlemUnited,0.0,0.0,0,no change
71,SophieAndMipha,0.0,0.0,0,no change
72,housingworks,0.0,0.0,0,no change
73,Bogartn4Follows,0.0,0.0,0,no change
74,BigDonTee,0.0,0.0,0,no change
75,RLAS19,0.0,0.0,0,no change
79,uhtred_ragnason,0.0,0.0,0,no change
80,MailOnline,0.0,0.0,0,no change
82,090_0655,0.0,0.0,0,no change
83,lordsarcastico,0.0,0.0,0,no change
84,austinsean9,0.0,0.0,0,no change
85,Desertpuma,0.0,0.0,0,no change
86,jassogne,0.0,0.0,0,no change
87,DiablesBleu,0.0,0.0,0,no change
88,ZeroC000l2,0.0,0.0,0,no change
89,NorthAmericaNN,0.0,0.0,0,no change
48,chibps,0.0,0.0,0,no change
45,Stevens18Clint,0.0,0.0,0,no change
91,Arnidude,0.0,0.0,0,no change
14,chicovidcollab,0.0,0.0,0,no change
21,aetiology,0.0,0.0,0,no change
20,paulineredux8,0.0,0.0,0,no change
19,pvanheus,0.0,0.0,0,no change
18,davidchild,0.0,0.0,0,no change
17,tdubey,0.0,0.0,0,no change
15,outseide,0.0,0.0,0,no change
12,equalhope_il,0.0,0.0,0,no change
44,DMCLibraryBKLYN,0.0,0.0,0,no change
10,TimJoeC,0.0,0.0,0,no change
9,7thgenflgirl,0.0,0.0,0,no change
7,All435Reps,0.0,0.0,0,no change
6,jillmarette99,0.0,0.0,0,no change
5,JasonCianciotto,0.0,0.0,0,no change
2,monitor_PH,0.0,0.0,0,no change
22,Suzecat52,0.0,0.0,0,no change
23,SeditiousMe,0.0,0.0,0,no change
24,PaPeekaboo,0.0,0.0,0,no change
25,bear_risa,0.0,0.0,0,no change
26,MCBazacoPhD,0.0,0.0,0,no change
27,SChenHayes,0.0,0.0,0,no change
28,JonCoogan11,0.0,0.0,0,no change
31,redactedobscure,0.0,0.0,0,no change
32,VA_Pride,0.0,0.0,0,no change
33,PaoloAPalma,0.0,0.0,0,no change
34,alain_berset,0.0,0.0,0,no change
36,economiesuisse,0.0,0.0,0,no change
37,ParlCH,0.0,0.0,0,no change
38,drmom01,0.0,0.0,0,no change
39,Vasil_AV,0.0,0.0,0,no change
40,HealthNYGov,9.911686869988404e-07,1.5864789555116968e-06,0,increase
43,Llama_Strudel,0.0,0.0,0,no change
90,DarkNeo726,0.0,0.0,0,no change
92,JulitaMira1,0.0,0.0,0,no change
205,NiceCupTea,0.0,0.0,0,no change
169,ThePrinceCaim,0.0,0.0,0,no change
179,PS5Notifs,0.0,0.0,0,no change
178,Alpachino_707,0.0,0.0,0,no change
174,DeLanoLinda,0.0,0.0,0,no change
173,UNEP,0.0,0.0,0,no change
172,OzardaSu,0.0,0.0,0,no change
171,EMA_News,0.0,0.0,0,no change
168,GreaterThanAIDS,0.0,0.0,0,no change
157,biorxiv_genomic,0.0,0.0,0,no change
166,HansSars8,0.0,0.0,0,no change
165,IVANAGU90585190,0.0,0.0,0,no change
164,SHEducation,0.0,0.0,0,no change
163,yourshipuk,0.0,0.0,0,no change
161,BigGuy30475616,0.0,0.0,0,no change
160,Skatiq3,0.0,0.0,0,no change
180,mpumelelosaid,0.0,0.0,0,no change
181,uonbi,0.0,0.0,0,no change
182,ECDC_EU,0.0,0.0,0,no change
183,ECDC_Flu,0.0,0.0,0,no change
184,ECDCPHT,0.0,0.0,0,no change
185,rivm,0.0,0.0,0,no change
186,Bakaburg1,0.0,0.0,0,no change
187,DenverSweetBar,0.0,0.0,0,no change
188,isaperena,0.0,0.0,0,no change
189,ICT_magazine,0.0,0.0,0,no change
191,Lee98604032,0.0,0.0,0,no change
193,Karensense,0.0,0.0,0,no change
196,zhang_yueting,0.0,0.0,0,no change
197,voqkqky1bfvS2Lt,0.0,0.0,0,no change
199,LibrarianCrissy,0.0,0.0,0,no change
200,gareththomas17,0.0,0.0,0,no change
202,BFMTV,0.0,0.0,0,no change
158,biorxivpreprint,0.0,0.0,0,no change
153,YuvaKupwara,0.0,0.0,0,no change
93,ncbreakingnew,0.0,0.0,0,no change
108,tuohey_alice,0.0,0.0,0,no change
119,EarlyReport,0.0,0.0,0,no change
114,votejgr,0.0,0.0,0,no change
113,DiChristine,0.0,0.0,0,no change
112,DziadoszS,0.0,0.0,0,no change
111,GlennHowatt,0.0,0.0,0,no change
110,thebrianbrant,0.0,0.0,0,no change
107,brachoditrevi,0.0,0.0,0,no change
150,RobertoCroci6,0.0,0.0,0,no change
103,NEQueensNY,0.0,0.0,0,no change
102,RhodeIslandEMA,0.0,0.0,0,no change
101,jakeshortj,0.0,0.0,0,no change
99,SuttonCouncil,0.0,0.0,0,no change
98,GayMenforHealth,0.0,0.0,0,no change
95,Hear24B,0.0,0.0,0,no change
123,avery16fan,0.0,0.0,0,no change
127,NBCNews,0.0,0.0,0,no change
130,HLGatell,0.0,0.0,0,no change
131,JerichoXV,0.0,0.0,0,no change
132,drcole12,0.0,0.0,0,no change
133,MCDPTexas,0.0,0.0,0,no change
134,bekah_soul,0.0,0.0,0,no change
135,kylietcheung,0.0,0.0,0,no change
136,DeeshaPhilyaw,0.0,0.0,0,no change
138,kamalfizazi,0.0,0.0,0,no change
139,Foxgloveallian1,0.0,0.0,0,no change
141,cathymarinara,0.0,0.0,0,no change
143,TomSmit18350119,0.0,0.0,0,no change
144,CDPHE,0.0,0.0,0,no change
145,MegWingerter,0.0,0.0,0,no change
147,Rosenthal5280,0.0,0.0,0,no change
148,NatureMicrobiol,0.0,0.0,0,no change
458,gual_resla,0.0,0.0,0,no change
