,id,username,bot_type,user_type,origin_tweet_date,degree,tweet_url
353,284,l_glover5,other,bot,2022-09-29,81,https://twitter.com/l_glover5/status/1575394832255635458
354,120,LianRowan,spammer,bot,2022-10-24,80,https://twitter.com/LianRowan/status/1584568452559142913
355,0,JakeSheridan_,other,bot,2022-10-25,79,https://twitter.com/JakeSheridan_/status/1584970129401860096
356,14,CookCoHealth,spammer,bot,2022-10-26,79,https://twitter.com/CookCoHealth/status/1585376708118859777
357,260,letsbeafineline,false (human account),human,2022-09-29,79,https://twitter.com/letsbeafineline/status/1575392673862664194
358,362,SFDermatologie,spammer,bot,2022-09-27,79,https://twitter.com/SFDermatologie/status/1574793326326325251
359,282,Damn_Tea,false (human account),human,2022-09-29,77,https://twitter.com/Damn_Tea/status/1575394709245083649
360,118,Aricariman1,spammer,bot,2022-10-24,76,https://twitter.com/Aricariman1/status/1584562444344889344
361,280,MattBossons,spammer,bot,2022-09-29,74,https://twitter.com/MattBossons/status/1575394563157532672
362,357,genarolozano,spammer,bot,2022-09-27,69,https://twitter.com/genarolozano/status/1574792991683874820
363,224,GautengHealth,self_declared,bot,2022-10-20,67,https://twitter.com/GautengHealth/status/1583012558662864898
364,356,claragweny,self_declared,bot,2022-09-27,67,https://twitter.com/claragweny/status/1574792928911826950
365,147,PoudellCharles,spammer,bot,2022-10-22,66,https://twitter.com/PoudellCharles/status/1583626313319223297
366,353,Daybreak_Health,other,bot,2022-09-27,61,https://twitter.com/Daybreak_Health/status/1574792374475186179
367,271,WGRZ,self_declared,bot,2022-09-29,59,https://twitter.com/WGRZ/status/1575393552426745857
368,352,ProfMBassetti,other,bot,2022-09-27,59,https://twitter.com/ProfMBassetti/status/1574792240140009477
369,212,EddystoneTrust,false (human account),human,2022-10-25,57,https://twitter.com/EddystoneTrust/status/1584869615620231169
370,270,TORCHOxford,spammer,bot,2022-09-29,57,https://twitter.com/TORCHOxford/status/1575393501814177793
371,201,bahajolaf,other,bot,2022-10-23,56,https://twitter.com/bahajolaf/status/1584275022968864768
372,350,LeechFestPod,false (human account),human,2022-09-27,56,https://twitter.com/LeechFestPod/status/1574792169231196164
373,269,MarketWatch,self_declared,bot,2022-09-29,55,https://twitter.com/MarketWatch/status/1575393390992171008
374,349,realHayman,false (human account),human,2022-09-27,55,https://twitter.com/realHayman/status/1574792125916614662
375,348,evolving_string,false (human account),human,2022-09-27,54,https://twitter.com/evolving_string/status/1574792106564018177
376,199,haveabj,false (human account),human,2022-10-23,52,https://twitter.com/haveabj/status/1584118758393933824
377,240,epocrates,other,bot,2022-10-27,52,https://twitter.com/epocrates/status/1585442408434745349
378,267,JustnEqual4all,false (human account),human,2022-09-29,51,https://twitter.com/JustnEqual4all/status/1575393311850131456
379,1044,AUBMC_Official,false (human account),human,2022-09-23,51,https://twitter.com/AUBMC_Official/status/1573234855361519618
380,345,DrM_OnSpeaking,spammer,bot,2022-09-27,50,https://twitter.com/DrM_OnSpeaking/status/1574791688085798912
381,220,CeylanSoley,false (human account),human,2022-10-27,48,https://twitter.com/CeylanSoley/status/1585449210337497090
382,1083,DefiledHorror,spammer,bot,2022-09-22,46,https://twitter.com/DefiledHorror/status/1573019900691755008
383,75,airnyc,false (human account),human,2022-10-24,45,https://twitter.com/airnyc/status/1584630240022003712
384,342,AllenHaddick,other,bot,2022-09-27,45,https://twitter.com/AllenHaddick/status/1574791579977617408
385,263,realTuckFrumper,spammer,bot,2022-09-29,44,https://twitter.com/realTuckFrumper/status/1575392881476399104
386,1118,RedDoorChannel,spammer,bot,2022-09-21,44,https://twitter.com/RedDoorChannel/status/1572578288048181250
387,101,chzchopgnipgnop,false (human account),human,2022-10-24,43,https://twitter.com/chzchopgnipgnop/status/1584479141042491394
388,341,DrJudyMonroe,other,bot,2022-09-27,43,https://twitter.com/DrJudyMonroe/status/1574791499329552386
389,1093,GinaMurrell1,other,bot,2022-09-23,41,https://twitter.com/GinaMurrell1/status/1573432118105067526
390,1099,WLVRNews,spammer,bot,2022-09-26,41,https://twitter.com/WLVRNews/status/1574195524319821832
391,95,FringeViews,false (human account),human,2022-10-23,40,https://twitter.com/FringeViews/status/1584325188165849089
392,249,LoGillian1,false (human account),human,2022-09-29,40,https://twitter.com/LoGillian1/status/1575391166752751617
393,966,IDAdvance,spammer,bot,2022-09-26,40,https://twitter.com/IDAdvance/status/1574469094581350400
394,1049,ARS_NAquit,spammer,bot,2022-09-23,40,https://twitter.com/ARS_NAquit/status/1573334039523631104
395,97,Gally66kg,spammer,bot,2022-10-24,39,https://twitter.com/Gally66kg/status/1584365083454423040
396,338,J3s__us,false (human account),human,2022-09-27,39,https://twitter.com/J3s__us/status/1574791244768845824
397,1078,WitchDrTim,self_declared,bot,2022-09-22,39,https://twitter.com/WitchDrTim/status/1572766299012435968
398,218,SamySosaSyringe,other,bot,2022-10-25,38,https://twitter.com/SamySosaSyringe/status/1585028018313252864
399,259,londeixp,false (human account),human,2022-09-29,38,https://twitter.com/londeixp/status/1575392631126884355
400,1113,michaelwvilla,false (human account),human,2022-09-20,38,https://twitter.com/michaelwvilla/status/1572283078868860930
401,145,TrevisDampierM1,spammer,bot,2022-10-21,37,https://twitter.com/TrevisDampierM1/status/1583596152196198401
402,258,vixenworkers,other,bot,2022-09-29,37,https://twitter.com/vixenworkers/status/1575392412272164864
403,173,topcat430,false (human account),human,2022-10-23,36,https://twitter.com/topcat430/status/1584205756722606080
404,335,orfonline,self_declared,bot,2022-09-27,35,https://twitter.com/orfonline/status/1574790971509952513
405,961,Heypierinaa,other,bot,2022-09-26,35,https://twitter.com/Heypierinaa/status/1574398805507985409
406,171,jsolomonReports,spammer,bot,2022-10-23,34,https://twitter.com/jsolomonReports/status/1584054769274191873
